fecha,Causas externas de morbilidad y de mortalidad,COVID-19,Tumores [Neoplasias],"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedades del sistema circulatorio ,Enfermedades del sistema genitourinario,Enfermedades del sistema respiratorio ,Trastornos mentales y del comportamiento,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades del sistema nervioso central,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Enfermedades de la piel y del tejido subcutáneo,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ","Malformaciones congénitas, deformidades y anomalías cromosómicas","Embarazo, parto y puerperio",Ciertas afecciones originadas en el período perinatal,Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Códigos para propósitos especiales
2016-08-28,15,0,32,8,31,3,11,5,3,2,6,4,7,2,0,0,0,2,0,0,0
2016-08-29,5,0,25,10,23,3,16,4,3,0,4,3,6,0,0,3,0,0,0,0,0
2016-08-30,7,0,28,10,27,2,15,4,4,0,2,7,7,2,0,4,1,0,0,0,0
2016-08-31,5,0,22,9,33,1,16,0,0,1,7,3,9,1,1,3,0,0,0,0,0
2016-09-01,9,0,30,5,29,5,12,3,2,1,1,6,3,1,0,2,0,0,0,0,0
2016-09-02,3,0,21,4,30,3,10,4,1,1,5,3,7,2,0,0,1,1,0,0,0
2016-09-03,10,0,25,10,36,7,16,2,2,2,2,3,4,0,0,1,0,0,0,0,0
2016-09-04,9,0,22,6,43,0,12,1,3,0,4,7,8,0,1,2,0,0,0,0,0
2016-09-05,10,0,33,9,22,2,22,3,1,0,7,2,7,0,1,1,0,0,0,0,0
2016-09-06,9,0,32,6,39,6,15,2,4,0,10,2,12,0,1,0,0,0,0,0,0
2016-09-07,4,0,39,8,39,3,18,3,5,0,0,5,13,2,1,3,0,0,0,0,0
2016-09-08,1,0,29,10,32,6,12,2,5,0,3,2,8,1,0,2,0,0,0,0,0
2016-09-09,14,0,32,4,33,8,14,0,3,0,4,1,4,0,0,0,0,0,0,0,0
2016-09-10,8,0,28,7,39,5,17,1,1,1,6,5,13,1,3,2,0,2,0,0,0
2016-09-11,7,0,37,6,42,4,11,4,3,1,3,3,3,1,1,0,0,1,0,0,0
2016-09-12,9,0,32,8,28,3,23,5,2,0,7,3,9,0,0,1,0,1,0,0,0
2016-09-13,12,0,31,5,30,5,9,2,2,0,3,0,10,0,0,0,0,0,0,0,0
2016-09-14,5,0,31,4,33,3,7,1,3,0,5,2,14,0,0,1,0,3,0,0,0
2016-09-15,4,0,31,12,32,3,10,1,2,0,5,1,10,0,1,1,0,0,0,0,0
2016-09-16,8,0,25,6,32,5,13,0,3,1,0,2,6,1,1,3,0,0,0,0,0
2016-09-17,7,0,20,9,30,3,9,3,4,1,3,4,12,1,0,2,0,0,0,0,0
2016-09-18,9,0,25,8,33,6,15,1,2,1,1,4,10,0,1,0,0,1,0,0,0
2016-09-19,7,0,29,9,33,2,16,0,4,1,8,6,12,0,1,1,0,0,0,0,0
2016-09-20,8,0,36,11,33,5,16,3,1,2,2,2,7,1,1,0,0,1,0,0,0
2016-09-21,6,0,32,7,34,3,15,1,0,0,3,1,15,0,0,1,0,1,0,0,0
2016-09-22,9,0,23,8,33,4,13,2,4,1,2,0,9,0,0,5,0,0,0,0,0
2016-09-23,6,0,22,5,32,4,11,3,0,0,0,3,12,0,0,2,0,1,0,0,0
2016-09-24,10,0,19,8,34,2,18,2,2,0,4,6,3,0,0,1,0,1,0,0,0
2016-09-25,7,0,27,10,36,2,14,2,1,0,4,4,5,0,1,0,0,1,0,0,0
2016-09-26,8,0,24,6,22,2,12,4,3,0,6,5,13,0,1,1,0,2,0,0,0
2016-09-27,7,0,22,5,37,3,17,1,1,0,8,0,7,0,0,0,0,4,0,0,0
2016-09-28,6,0,31,2,22,6,6,2,3,1,4,5,9,1,1,0,0,0,0,0,0
2016-09-29,9,0,27,10,28,2,9,3,4,0,6,1,4,0,0,2,0,1,0,0,0
2016-09-30,4,0,19,8,33,0,12,1,0,1,4,2,8,0,0,2,0,0,0,0,0
2016-10-01,3,0,15,8,32,2,13,3,0,0,4,4,8,0,1,3,0,2,0,0,0
2016-10-02,10,0,30,8,41,6,5,1,3,0,2,2,6,0,0,0,0,1,0,0,0
2016-10-03,10,0,26,5,25,2,9,1,3,0,2,0,9,0,3,0,0,2,0,0,0
2016-10-04,7,0,26,1,38,3,14,1,5,0,6,0,3,0,0,1,0,0,0,0,0
2016-10-05,11,0,29,6,33,1,11,3,3,1,5,0,5,0,0,2,0,0,0,0,0
2016-10-06,4,0,31,6,28,4,7,1,1,1,4,1,10,0,0,2,0,1,0,0,0
2016-10-07,10,0,23,8,30,2,11,4,2,2,5,1,8,0,0,1,0,1,0,0,0
2016-10-08,12,0,28,4,26,4,14,4,4,0,2,0,5,0,0,1,0,1,0,0,0
2016-10-09,8,0,28,7,34,5,11,4,1,3,5,2,18,1,0,0,0,0,0,0,0
2016-10-10,8,0,28,5,29,2,10,2,5,0,4,1,9,0,0,2,0,2,0,0,0
2016-10-11,6,0,25,7,33,5,14,3,3,1,5,1,8,0,0,1,0,0,0,0,0
2016-10-12,8,0,29,4,27,1,7,1,5,1,5,2,4,0,0,2,0,1,0,0,0
2016-10-13,2,0,28,5,24,3,4,4,3,0,4,2,10,0,0,0,0,0,0,0,0
2016-10-14,6,0,24,5,28,1,11,0,4,2,2,4,5,1,0,2,0,1,0,0,0
2016-10-15,7,0,21,6,25,2,11,0,1,1,2,2,2,0,0,0,0,0,0,0,0
2016-10-16,7,0,32,5,29,3,10,2,1,0,1,5,7,0,1,1,1,3,0,0,0
2016-10-17,3,0,24,3,32,6,7,4,2,0,2,4,12,0,0,1,0,0,0,0,0
2016-10-18,6,0,26,2,28,1,10,3,2,1,5,2,9,1,1,1,0,2,0,0,0
2016-10-19,5,0,20,5,33,3,14,1,0,0,4,1,3,0,0,2,0,1,0,0,0
2016-10-20,9,0,26,2,29,2,12,0,4,1,5,2,9,1,0,0,0,0,0,0,0
2016-10-21,11,0,30,6,32,3,12,2,3,1,1,2,6,0,0,0,1,1,0,0,0
2016-10-22,5,0,25,3,28,4,7,1,1,0,6,3,9,0,0,0,0,0,0,0,0
2016-10-23,8,0,36,6,32,3,14,1,4,0,5,3,7,0,0,0,0,2,0,0,0
2016-10-24,6,0,22,7,26,1,11,2,1,2,4,4,7,1,1,1,0,1,0,0,0
2016-10-25,4,0,21,8,29,3,8,0,2,0,3,3,6,0,3,0,0,1,0,0,0
2016-10-26,7,0,39,4,34,2,6,1,0,1,1,1,8,3,0,1,0,0,0,0,0
2016-10-27,3,0,35,7,31,7,11,1,1,1,6,6,10,2,0,0,0,1,0,0,0
2016-10-28,3,0,26,5,25,7,7,1,3,1,8,2,8,1,1,2,0,1,0,0,0
2016-10-29,11,0,23,5,43,2,11,1,1,0,2,3,5,0,0,0,0,1,0,0,0
2016-10-30,8,0,20,2,24,2,5,1,1,0,5,5,8,0,0,0,0,0,0,0,0
2016-10-31,8,0,14,8,28,3,13,0,0,1,1,5,6,0,0,0,0,1,0,0,0
2016-11-01,8,0,24,5,21,4,7,4,1,1,5,3,6,0,0,0,0,0,0,0,0
2016-11-02,8,0,23,5,35,3,14,4,3,0,0,1,10,0,3,2,0,2,0,0,0
2016-11-03,7,0,27,6,26,2,6,1,2,0,4,0,8,4,1,1,0,2,0,0,0
2016-11-04,7,0,32,9,33,3,11,4,5,0,5,0,7,2,1,0,0,0,0,0,0
2016-11-05,7,0,26,11,31,8,14,1,2,1,4,1,11,0,1,2,0,0,0,0,0
2016-11-06,12,0,25,3,18,5,16,0,1,0,7,4,16,0,0,1,0,1,0,0,0
2016-11-07,4,0,24,4,36,3,11,3,2,1,3,5,6,1,2,0,0,0,0,0,0
2016-11-08,2,0,22,4,29,6,12,2,6,1,3,2,17,1,1,2,0,0,0,0,0
2016-11-09,6,0,24,7,15,6,7,1,1,0,2,1,6,1,1,1,0,2,0,0,0
2016-11-10,10,0,21,4,23,2,13,1,1,2,1,3,13,2,1,1,0,0,0,0,0
2016-11-11,7,0,36,6,26,5,9,4,4,1,1,2,4,2,0,0,0,0,0,0,0
2016-11-12,7,0,27,5,24,2,10,1,1,2,2,2,9,0,3,1,0,0,0,0,0
2016-11-13,8,0,32,6,31,2,10,3,4,1,4,2,8,0,0,0,0,0,0,0,0
2016-11-14,9,0,21,5,24,4,9,2,0,1,4,4,1,1,0,0,0,0,0,0,0
2016-11-15,9,0,28,6,23,4,7,1,2,1,3,0,5,2,1,0,0,1,0,0,0
2016-11-16,5,0,20,6,23,7,9,2,3,0,2,2,7,0,0,2,0,0,0,0,0
2016-11-17,5,0,28,6,28,5,9,2,6,0,4,0,5,0,0,1,0,0,0,0,0
2016-11-18,8,0,20,9,23,4,8,1,5,0,4,3,8,1,2,2,0,1,0,0,0
2016-11-19,9,0,26,9,26,2,11,2,4,1,4,3,11,1,0,3,0,0,0,0,0
2016-11-20,11,0,18,7,17,2,4,1,2,0,1,4,4,0,0,2,0,1,0,0,0
2016-11-21,5,0,23,4,23,4,5,2,2,0,3,1,6,0,0,3,0,0,0,0,0
2016-11-22,3,0,16,6,21,1,7,0,0,0,4,4,9,1,0,0,0,1,0,0,0
2016-11-23,8,0,26,12,28,0,9,2,1,2,3,1,4,0,0,0,0,0,0,0,0
2016-11-24,5,0,24,8,27,2,11,1,0,0,3,2,7,1,2,1,0,0,0,0,0
2016-11-25,4,0,23,9,31,2,8,1,3,1,2,1,5,0,0,1,0,2,0,0,0
2016-11-26,3,0,20,10,20,5,6,0,3,1,3,0,7,0,0,0,0,1,0,0,0
2016-11-27,8,0,30,7,24,1,7,3,6,0,6,1,9,0,1,1,0,1,0,0,0
2016-11-28,7,0,27,5,25,5,8,0,3,0,2,4,3,2,0,1,0,1,0,0,0
2016-11-29,5,0,22,5,22,1,13,2,2,0,4,2,7,0,1,0,0,1,0,0,0
2016-11-30,10,0,26,8,25,4,6,2,4,0,0,0,7,0,0,1,0,2,0,0,0
2016-12-01,5,0,30,9,17,4,14,2,2,1,0,2,7,0,1,2,0,0,0,0,0
2016-12-02,10,0,22,6,33,6,10,1,2,2,3,4,6,0,0,0,0,4,0,0,0
2016-12-03,5,0,31,0,34,0,6,3,2,1,5,1,6,0,0,0,0,0,0,0,0
2016-12-04,9,0,30,7,18,1,7,1,3,1,0,3,7,0,1,0,0,0,0,0,0
2016-12-05,9,0,22,8,16,4,8,2,1,1,2,3,5,1,0,1,0,0,0,0,0
2016-12-06,10,0,33,4,17,2,9,1,0,2,5,2,8,0,0,2,0,0,0,0,0
2016-12-07,3,0,35,5,27,4,5,3,3,1,6,2,3,0,0,3,0,0,0,0,0
2016-12-08,9,0,32,6,25,3,4,0,3,1,3,2,5,0,0,1,0,1,0,0,0
2016-12-09,6,0,26,5,28,6,12,0,1,0,2,0,4,0,1,3,0,0,0,0,0
2016-12-10,5,0,24,4,22,2,10,0,3,0,1,2,5,2,1,2,0,0,0,0,0
2016-12-11,11,0,34,2,37,3,5,3,2,1,5,3,6,0,0,0,0,0,0,0,0
2016-12-12,5,0,32,5,30,3,11,1,0,0,4,4,9,0,0,1,0,2,0,0,0
2016-12-13,7,0,34,4,26,3,10,0,2,1,3,2,10,0,0,1,0,0,0,0,0
2016-12-14,7,0,33,5,26,4,7,0,1,0,2,2,9,0,0,0,0,0,0,0,0
2016-12-15,8,0,31,4,35,3,4,3,1,1,2,2,10,0,0,1,0,0,0,0,0
2016-12-16,8,0,15,2,13,2,8,3,2,1,2,2,4,0,1,1,0,4,0,0,0
2016-12-17,13,0,29,8,25,5,8,3,1,1,2,5,6,2,0,0,0,1,0,0,0
2016-12-18,8,0,20,12,27,1,15,3,3,0,5,3,6,1,1,0,0,1,0,0,0
2016-12-19,8,0,25,5,22,4,7,1,4,1,5,2,5,0,1,2,0,0,0,0,0
2016-12-20,10,0,18,6,28,5,13,3,1,1,2,1,5,0,0,2,0,0,0,0,0
2016-12-21,9,0,25,8,27,2,8,1,4,2,5,1,4,0,1,1,0,0,0,0,0
2016-12-22,5,0,22,5,26,6,9,2,4,0,2,6,11,0,0,0,0,0,0,0,0
2016-12-23,4,0,22,9,21,2,7,2,0,0,1,2,5,0,1,0,0,2,0,0,0
2016-12-24,9,0,29,6,35,3,5,0,0,1,4,3,12,0,0,0,0,0,0,0,0
2016-12-25,14,0,16,4,30,4,4,3,3,1,6,5,6,0,0,0,0,5,0,0,0
2016-12-26,4,0,23,4,19,3,7,3,3,1,7,1,4,1,2,0,0,0,0,0,0
2016-12-27,9,0,19,3,28,3,7,3,4,0,4,0,6,0,0,2,0,0,0,0,0
2016-12-28,8,0,24,8,20,1,9,3,2,2,0,2,7,1,1,0,0,0,0,0,0
2016-12-29,7,0,32,7,19,2,5,3,1,1,4,3,4,1,0,0,0,0,0,0,0
2016-12-30,13,0,13,2,11,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2016-12-31,3,0,11,4,26,1,4,2,1,0,4,3,3,0,2,3,0,2,0,0,0
2017-01-01,10,0,28,6,16,2,11,1,1,1,1,3,2,0,0,0,0,1,0,0,0
2017-01-02,12,0,25,2,29,3,15,5,1,0,2,2,9,1,0,0,0,1,0,0,0
2017-01-03,9,0,25,6,43,5,15,1,5,0,4,4,9,1,1,1,0,2,0,0,0
2017-01-04,2,0,31,5,24,0,5,0,2,1,3,0,8,0,0,2,0,0,0,0,0
2017-01-05,8,0,25,7,16,0,9,2,1,2,6,3,8,0,2,1,0,1,0,0,0
2017-01-06,5,0,33,7,29,2,3,3,2,1,7,4,8,0,1,0,0,0,0,0,0
2017-01-07,9,0,33,5,28,1,10,0,2,2,3,2,9,0,1,0,0,3,0,0,0
2017-01-08,7,0,32,3,27,5,7,1,1,0,2,1,6,0,0,0,0,2,0,0,0
2017-01-09,13,0,27,2,15,1,8,2,0,1,2,2,5,0,0,2,0,1,0,0,0
2017-01-10,9,0,23,4,30,4,14,4,0,0,1,2,4,0,1,1,0,1,0,0,0
2017-01-11,11,0,27,7,25,6,9,2,2,0,3,0,9,0,0,0,0,3,0,0,0
2017-01-12,5,0,36,2,25,4,8,4,1,1,5,5,7,0,0,0,0,0,0,0,0
2017-01-13,7,0,19,2,29,7,12,3,2,0,1,3,7,0,0,0,0,1,0,0,0
2017-01-14,15,0,19,4,38,4,9,2,1,0,3,2,7,2,0,0,0,1,0,0,0
2017-01-15,6,0,36,8,25,2,7,0,2,0,6,5,8,1,2,1,0,2,0,0,0
2017-01-16,5,0,27,4,21,6,7,1,3,0,7,1,8,0,0,1,0,0,0,0,0
2017-01-17,7,0,21,4,32,4,6,2,2,0,6,5,10,2,2,1,0,0,0,0,0
2017-01-18,10,0,30,6,33,4,9,4,3,1,6,3,7,1,1,0,0,3,0,0,0
2017-01-19,8,0,31,8,33,2,6,1,0,2,4,5,12,0,0,0,0,1,0,0,0
2017-01-20,7,0,26,5,25,3,13,4,3,1,3,8,13,1,1,1,0,2,0,0,0
2017-01-21,5,0,31,7,32,6,12,3,1,1,7,4,11,1,0,1,0,0,0,0,0
2017-01-22,10,0,24,7,18,2,15,9,1,2,4,4,6,2,1,2,0,0,0,0,0
2017-01-23,8,0,25,3,29,4,13,2,2,0,5,6,3,0,2,2,0,2,0,0,0
2017-01-24,5,0,23,10,28,7,10,3,4,3,4,1,8,1,1,0,0,0,0,0,0
2017-01-25,11,0,27,7,21,3,17,2,4,0,6,3,11,2,0,1,0,0,0,0,0
2017-01-26,11,0,26,0,36,2,15,1,2,1,11,2,7,1,1,0,0,0,0,0,0
2017-01-27,4,0,36,9,29,5,11,2,2,1,11,3,5,1,2,3,0,1,0,0,0
2017-01-28,12,0,33,9,32,3,17,3,8,2,3,3,7,1,1,0,0,2,0,0,0
2017-01-29,7,0,21,5,18,1,10,1,2,1,7,4,6,1,0,0,0,0,0,0,0
2017-01-30,10,0,26,10,29,2,14,2,3,0,7,2,7,1,0,0,0,2,0,0,0
2017-01-31,8,0,34,7,34,7,10,1,0,0,3,1,8,0,0,0,0,1,0,0,0
2017-02-01,10,0,25,4,33,3,13,0,3,1,5,4,13,0,1,0,0,1,0,0,0
2017-02-02,7,0,24,11,20,0,3,7,2,2,4,3,11,1,0,1,0,1,0,0,0
2017-02-03,5,0,31,6,32,1,6,1,3,0,4,4,10,0,0,1,0,1,0,0,0
2017-02-04,7,0,23,7,20,2,3,2,2,0,3,2,4,1,0,1,0,0,0,0,0
2017-02-05,6,0,20,2,40,6,13,4,2,0,4,2,10,0,0,2,0,1,0,0,0
2017-02-06,6,0,22,5,27,3,11,2,0,0,3,3,6,1,1,0,0,2,0,0,0
2017-02-07,5,0,23,2,15,3,17,1,2,1,2,4,5,0,0,2,0,1,0,0,0
2017-02-08,11,0,23,5,22,3,3,2,2,0,3,2,7,1,0,1,0,3,0,0,0
2017-02-09,7,0,19,5,20,6,13,3,2,0,3,3,5,0,0,1,0,1,0,0,0
2017-02-10,5,0,28,6,32,3,9,0,2,0,6,1,9,1,0,2,1,0,0,0,0
2017-02-11,4,0,29,4,21,2,8,0,1,0,2,1,4,0,0,1,0,0,0,0,0
2017-02-12,8,0,27,5,20,2,8,5,3,2,7,2,8,1,0,1,0,1,0,0,0
2017-02-13,6,0,32,11,27,4,10,3,2,0,5,5,8,1,0,1,0,0,0,0,0
2017-02-14,14,0,21,5,20,5,10,0,3,0,0,0,7,1,0,1,0,1,0,0,0
2017-02-15,9,0,20,4,16,7,4,3,0,1,3,0,13,1,0,1,0,0,0,0,0
2017-02-16,7,0,32,5,31,3,9,3,2,0,4,1,7,0,0,4,0,0,0,0,0
2017-02-17,8,0,19,9,21,2,6,0,2,0,6,2,8,0,0,2,0,3,0,0,0
2017-02-18,6,0,34,9,26,2,12,1,4,0,3,3,5,0,2,0,0,0,0,0,0
2017-02-19,8,0,26,6,30,4,10,0,0,3,2,3,7,0,0,1,0,0,0,0,0
2017-02-20,3,0,33,4,26,3,11,3,2,0,2,1,4,0,0,0,0,0,0,0,0
2017-02-21,14,0,29,6,25,3,1,2,1,0,6,2,8,1,0,0,0,0,0,0,0
2017-02-22,5,0,34,7,25,5,11,3,1,0,2,5,5,1,0,2,0,1,0,0,0
2017-02-23,12,0,28,5,30,4,9,0,3,0,6,2,9,1,1,0,0,2,0,1,0
2017-02-24,9,0,28,3,21,5,7,2,0,1,5,6,4,1,1,0,1,1,0,0,0
2017-02-25,6,0,26,9,23,2,8,1,0,0,6,5,12,0,0,1,1,0,0,0,0
2017-02-26,13,0,28,7,25,1,11,3,6,0,1,2,14,0,0,0,0,2,0,0,0
2017-02-27,9,0,32,7,23,5,8,3,1,2,3,4,7,1,1,2,0,1,0,0,0
2017-02-28,4,0,23,4,20,3,5,6,1,1,6,2,2,1,0,2,0,0,0,0,0
2017-03-01,4,0,26,6,24,6,9,1,2,1,5,5,6,0,0,4,0,0,0,0,0
2017-03-02,7,0,22,3,23,4,6,0,3,0,3,3,11,1,1,1,0,1,0,0,0
2017-03-03,8,0,22,5,32,6,10,3,2,1,5,3,5,0,0,0,0,0,0,0,0
2017-03-04,6,0,22,2,28,2,7,3,1,1,3,6,11,0,0,2,0,0,0,0,0
2017-03-05,6,0,15,2,24,7,9,2,1,1,6,0,6,0,1,0,0,0,0,0,0
2017-03-06,7,0,28,4,21,3,5,0,3,0,2,0,4,0,0,2,0,3,0,0,0
2017-03-07,12,0,30,7,25,1,8,1,1,0,6,1,8,0,0,0,0,1,0,0,0
2017-03-08,2,0,24,5,20,0,11,3,4,0,2,2,7,3,1,1,0,0,0,0,0
2017-03-09,4,0,22,4,22,6,7,1,5,1,5,3,12,0,0,0,0,1,0,0,0
2017-03-10,5,0,29,3,28,2,6,0,1,0,5,3,7,2,0,2,0,2,0,0,0
2017-03-11,12,0,24,1,20,3,6,3,0,0,4,1,7,0,1,0,0,0,0,0,0
2017-03-12,9,0,24,2,24,1,4,1,5,1,5,2,5,0,0,1,0,2,0,0,0
2017-03-13,14,0,25,5,33,2,3,0,1,0,2,6,8,3,0,0,0,0,0,0,0
2017-03-14,9,0,19,0,31,0,10,2,2,0,3,1,9,1,0,2,1,0,0,0,0
2017-03-15,6,0,28,3,28,1,7,2,1,2,2,2,7,0,1,2,1,0,0,0,0
2017-03-16,5,0,32,7,21,4,5,0,3,1,0,2,11,1,0,1,0,0,0,0,0
2017-03-17,10,0,22,7,19,0,6,0,2,1,2,6,11,2,0,2,0,2,0,0,0
2017-03-18,9,0,26,9,25,5,11,1,0,0,4,2,12,2,0,0,0,0,0,0,0
2017-03-19,8,0,27,6,22,2,6,3,3,0,4,3,9,0,0,2,0,0,0,0,0
2017-03-20,4,0,29,1,20,3,5,3,3,0,4,3,7,2,4,0,1,1,0,0,0
2017-03-21,7,0,19,6,28,4,10,1,2,1,4,2,8,1,0,1,0,0,0,0,0
2017-03-22,2,0,24,7,26,3,10,2,1,1,0,1,7,0,0,0,0,0,0,0,0
2017-03-23,10,0,22,4,28,4,7,2,1,0,7,1,7,0,1,1,0,0,0,0,0
2017-03-24,3,0,32,3,21,2,9,2,2,0,3,4,7,0,0,2,0,0,0,0,0
2017-03-25,3,0,30,6,28,4,9,5,4,1,6,0,10,0,0,0,0,2,0,0,0
2017-03-26,5,0,24,6,22,2,9,2,2,0,2,2,3,1,0,2,0,1,0,0,0
2017-03-27,5,0,28,6,32,3,3,3,0,0,4,3,4,1,1,4,0,0,0,0,0
2017-03-28,10,0,30,3,23,2,10,2,2,1,4,3,9,0,1,0,0,1,0,0,0
2017-03-29,9,0,37,8,21,3,5,2,4,0,3,3,6,1,0,1,0,1,0,0,0
2017-03-30,9,0,26,4,29,2,11,0,2,0,6,5,3,1,0,1,0,2,0,0,0
2017-03-31,10,0,37,4,21,2,11,1,0,1,2,1,7,1,1,2,0,1,0,0,0
2017-04-01,8,0,28,7,29,4,7,2,0,0,4,1,6,0,1,1,0,0,0,0,0
2017-04-02,8,0,28,6,26,4,8,0,3,0,0,1,10,0,0,1,0,0,0,0,0
2017-04-03,8,0,40,2,33,8,5,2,5,1,4,3,5,0,0,1,0,0,0,0,0
2017-04-04,4,0,24,7,22,4,15,2,2,2,5,1,6,2,0,0,0,0,0,0,0
2017-04-05,6,0,29,3,32,6,8,3,2,0,3,1,11,0,0,2,0,1,0,0,0
2017-04-06,7,0,31,4,25,0,11,2,3,2,2,6,7,0,0,0,0,0,0,0,0
2017-04-07,3,0,28,4,29,3,12,3,2,1,2,2,9,0,0,1,0,0,0,0,0
2017-04-08,5,0,24,4,32,4,9,2,2,2,4,1,9,0,1,0,0,0,0,0,0
2017-04-09,10,0,30,6,37,1,4,1,2,0,3,4,5,0,0,0,0,2,0,0,0
2017-04-10,5,0,26,6,23,3,9,3,3,0,1,4,13,0,0,3,1,1,0,0,0
2017-04-11,4,0,35,3,30,3,6,1,6,0,5,3,9,0,1,2,0,0,0,0,0
2017-04-12,7,0,30,6,26,4,8,4,5,2,2,2,6,0,1,1,1,0,0,0,0
2017-04-13,7,0,40,3,23,6,17,4,5,1,2,0,7,1,0,0,0,0,0,0,0
2017-04-14,3,0,23,8,35,5,6,0,3,0,4,3,4,1,0,1,0,1,0,0,0
2017-04-15,10,0,27,4,34,3,18,0,0,0,3,1,7,0,0,1,1,2,0,0,0
2017-04-16,7,0,21,9,29,5,11,5,1,0,4,1,10,1,1,1,0,4,0,0,0
2017-04-17,8,0,38,10,24,2,11,1,3,0,4,2,8,0,0,0,0,0,0,0,0
2017-04-18,12,0,25,4,36,1,6,1,1,1,1,1,10,0,0,1,0,0,0,0,0
2017-04-19,7,0,26,2,27,4,14,1,2,0,6,1,7,1,5,0,1,0,0,0,0
2017-04-20,5,0,27,5,38,4,11,3,1,0,1,3,8,1,0,1,0,2,0,0,0
2017-04-21,3,0,28,3,33,3,7,1,3,2,5,0,8,1,0,0,0,2,0,0,0
2017-04-22,11,0,28,2,29,2,6,1,3,0,5,3,6,0,0,0,0,0,0,0,0
2017-04-23,6,0,23,8,31,2,7,3,2,0,1,2,6,0,0,0,0,0,0,0,0
2017-04-24,8,0,20,7,23,5,6,3,2,0,6,1,10,0,1,0,0,0,0,0,0
2017-04-25,6,0,32,7,26,5,5,0,1,0,3,3,7,0,0,1,0,1,0,0,0
2017-04-26,7,0,26,6,20,5,11,3,2,0,10,1,10,2,1,0,0,1,0,0,0
2017-04-27,6,0,34,5,26,2,10,4,0,0,4,3,9,0,0,2,0,1,0,0,0
2017-04-28,4,0,33,9,31,3,10,0,3,2,6,1,7,0,0,1,0,1,0,0,0
2017-04-29,10,0,35,8,32,2,10,4,1,3,2,2,8,0,0,1,0,2,0,0,0
2017-04-30,14,0,22,6,41,6,8,2,4,1,1,5,5,0,0,1,0,0,0,0,0
2017-05-01,10,0,24,7,27,6,9,2,2,1,3,2,10,0,3,2,0,2,0,0,0
2017-05-02,0,0,32,5,28,4,7,2,2,1,2,2,12,0,1,2,0,0,0,0,0
2017-05-03,5,0,32,4,40,4,11,3,2,2,3,1,9,0,4,1,0,0,0,0,0
2017-05-04,3,0,35,7,43,5,14,2,3,0,2,3,5,1,1,0,0,1,0,0,0
2017-05-05,6,0,31,7,29,2,12,0,6,0,5,4,10,1,0,1,0,0,0,0,0
2017-05-06,5,0,23,10,26,3,8,1,2,0,3,3,10,0,0,1,0,0,0,0,0
2017-05-07,9,0,34,7,21,3,9,4,4,0,4,3,7,0,1,2,0,0,0,0,0
2017-05-08,4,0,27,8,24,5,12,0,1,1,6,1,4,0,1,2,0,0,0,0,0
2017-05-09,6,0,24,7,31,2,7,3,6,2,5,1,8,0,0,2,0,0,0,0,0
2017-05-10,6,0,17,7,32,3,7,2,2,0,5,1,7,0,2,0,0,0,0,0,0
2017-05-11,3,0,24,5,34,1,14,0,1,0,3,1,4,0,2,2,0,0,0,0,0
2017-05-12,6,0,49,3,18,3,15,4,2,0,7,4,8,0,0,0,0,3,0,0,0
2017-05-13,8,0,31,6,25,4,13,3,5,1,5,3,7,1,0,0,1,2,0,0,0
2017-05-14,8,0,24,4,35,5,17,1,1,1,5,3,8,0,1,1,0,1,0,0,0
2017-05-15,10,0,28,4,18,3,11,1,4,1,8,3,8,1,1,0,0,0,0,0,0
2017-05-16,3,0,37,6,43,5,7,2,1,1,1,1,11,1,0,0,0,1,0,0,0
2017-05-17,11,0,25,8,33,5,14,4,1,1,2,2,2,2,0,0,0,1,0,0,0
2017-05-18,3,0,28,10,41,3,16,1,1,1,3,1,9,1,0,1,0,1,0,0,0
2017-05-19,4,0,31,4,34,2,6,3,0,0,1,2,7,0,2,0,0,0,0,0,0
2017-05-20,9,0,37,3,36,3,11,3,2,1,3,3,7,0,0,1,0,0,0,0,0
2017-05-21,4,0,29,8,45,6,17,2,1,1,2,2,7,0,0,0,0,0,0,0,0
2017-05-22,6,0,41,8,36,1,12,1,4,1,1,7,13,0,1,0,0,1,0,0,0
2017-05-23,9,0,32,8,18,8,20,1,3,0,4,1,8,0,1,0,0,1,0,0,0
2017-05-24,8,0,26,6,43,1,13,1,6,1,9,2,2,0,0,1,1,1,0,0,0
2017-05-25,8,0,14,11,27,4,10,2,1,1,4,3,15,0,0,0,0,3,0,0,0
2017-05-26,4,0,26,7,40,6,17,1,1,0,3,3,11,0,0,0,0,1,0,0,0
2017-05-27,6,0,23,14,37,3,11,0,0,0,3,2,10,1,0,1,0,0,0,0,0
2017-05-28,13,0,19,9,38,1,7,6,5,0,5,4,13,2,0,1,0,1,0,0,0
2017-05-29,6,0,42,7,46,1,9,1,2,2,3,3,10,0,0,0,0,0,0,0,0
2017-05-30,12,0,26,5,38,2,10,4,3,0,3,1,12,1,0,0,0,0,0,0,0
