fecha,Causas externas de morbilidad y de mortalidad,COVID-19,Tumores [Neoplasias],"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedades del sistema circulatorio ,Enfermedades del sistema genitourinario,Enfermedades del sistema respiratorio ,Trastornos mentales y del comportamiento,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades del sistema nervioso central,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Enfermedades de la piel y del tejido subcutáneo,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ","Malformaciones congénitas, deformidades y anomalías cromosómicas","Embarazo, parto y puerperio",Ciertas afecciones originadas en el período perinatal,Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Códigos para propósitos especiales
2016-09-15,16,0,79,17,87,8,38,2,7,2,15,7,24,0,2,2,0,0,0,0,0
2016-09-16,22,0,76,18,72,8,31,2,7,3,4,5,24,1,1,6,0,1,0,0,0
2016-09-17,26,0,60,18,76,8,36,6,7,3,12,11,22,1,1,4,0,1,0,0,0
2016-09-18,28,0,70,21,92,10,39,4,6,5,8,9,25,0,2,2,0,2,0,0,0
2016-09-19,31,0,79,20,96,4,29,1,11,2,10,15,24,1,1,4,0,1,0,0,0
2016-09-20,28,0,87,23,81,10,41,5,5,4,7,7,27,1,4,1,0,3,0,0,0
2016-09-21,18,0,67,17,84,9,30,3,4,0,10,6,37,2,0,3,0,4,0,0,0
2016-09-22,28,0,63,17,81,11,35,3,13,4,17,5,23,1,1,5,0,3,0,0,0
2016-09-23,25,0,59,13,92,11,29,5,7,2,7,9,24,0,1,4,0,2,0,0,0
2016-09-24,34,0,64,17,81,8,33,7,7,0,14,10,17,0,0,5,0,2,0,0,0
2016-09-25,17,0,60,25,98,6,35,3,4,2,12,12,17,2,2,3,0,3,0,0,0
2016-09-26,23,0,77,14,83,8,33,5,5,1,14,8,32,1,1,5,0,4,0,0,0
2016-09-27,20,0,65,18,77,8,33,7,4,2,21,5,18,1,0,3,0,4,0,0,0
2016-09-28,19,0,81,11,69,11,25,10,10,6,10,10,19,1,4,1,0,1,0,0,0
2016-09-29,17,0,83,26,79,8,33,9,10,3,16,2,17,1,1,3,0,2,0,0,0
2016-09-30,13,0,59,17,78,4,36,4,3,2,5,8,27,1,2,4,1,0,0,0,0
2016-10-01,21,0,63,21,71,14,33,7,4,0,11,8,22,0,4,4,0,3,0,0,0
2016-10-02,26,0,92,23,93,8,24,9,9,0,7,8,19,1,2,2,0,3,0,0,0
2016-10-03,23,0,73,17,70,10,20,2,8,1,7,7,19,0,4,1,0,2,0,0,0
2016-10-04,21,0,81,11,82,9,36,2,8,0,11,7,18,1,0,2,0,0,0,0,0
2016-10-05,25,0,64,13,78,8,17,9,6,3,13,3,19,0,2,4,0,1,0,0,0
2016-10-06,21,0,79,14,80,7,22,3,6,4,8,7,25,1,1,5,0,1,0,0,0
2016-10-07,18,0,70,17,72,7,24,8,6,4,9,3,28,0,0,3,0,2,0,0,0
2016-10-08,33,0,74,17,72,14,28,8,9,2,10,3,19,1,2,1,0,2,0,0,0
2016-10-09,29,0,78,18,78,9,28,5,6,4,9,2,34,1,0,0,0,0,0,0,0
2016-10-10,30,0,77,12,81,8,28,2,8,0,8,8,19,0,0,2,0,4,0,0,0
2016-10-11,26,0,76,16,66,7,34,6,5,3,11,9,22,0,1,3,0,2,0,0,0
2016-10-12,22,0,85,13,77,5,26,7,12,4,8,4,20,1,0,3,0,3,0,0,0
2016-10-13,10,0,74,16,72,8,12,4,4,2,16,9,29,1,0,2,0,0,0,0,0
2016-10-14,13,0,70,15,61,7,29,2,9,2,5,7,18,1,2,3,0,2,0,0,0
2016-10-15,20,0,86,17,55,10,26,4,6,2,10,11,18,0,0,0,0,0,0,0,0
2016-10-16,25,0,77,20,70,11,30,6,6,2,10,7,19,0,2,3,1,3,0,0,0
2016-10-17,20,0,68,13,75,10,24,6,9,1,8,6,25,1,1,1,0,1,0,0,0
2016-10-18,12,0,60,11,71,6,25,3,4,2,10,7,18,2,4,2,0,3,0,0,0
2016-10-19,14,0,64,14,90,8,27,4,3,1,6,4,12,1,1,4,0,2,0,0,0
2016-10-20,20,0,71,11,69,12,32,3,11,3,16,3,23,2,0,2,0,1,0,0,0
2016-10-21,19,0,76,11,91,6,29,5,7,4,8,5,15,0,2,3,1,1,0,0,0
2016-10-22,17,0,72,13,83,8,23,6,4,0,11,10,20,0,1,1,0,0,0,0,0
2016-10-23,26,0,81,13,81,15,30,3,8,1,11,5,16,1,1,0,0,4,0,0,0
2016-10-24,21,0,70,17,73,12,26,5,4,2,8,9,15,1,1,1,0,4,0,0,0
2016-10-25,16,0,79,20,64,8,24,2,4,0,7,12,22,1,9,3,0,2,0,0,0
2016-10-26,21,0,81,15,80,6,25,2,1,3,7,5,24,4,1,2,0,4,0,0,0
2016-10-27,12,0,86,13,74,11,24,2,5,1,12,11,23,2,0,5,0,3,0,0,0
2016-10-28,13,0,75,21,71,15,21,3,7,2,15,5,18,1,1,2,0,1,0,0,0
2016-10-29,33,0,63,14,81,13,38,4,2,2,5,6,13,1,0,3,0,2,0,0,0
2016-10-30,30,0,55,10,65,8,25,3,5,0,11,8,22,0,2,1,0,3,0,0,0
2016-10-31,18,0,58,18,71,9,29,4,3,2,7,9,18,1,1,1,0,2,0,0,0
2016-11-01,27,0,70,12,70,16,29,10,4,2,11,7,18,0,3,2,1,2,0,0,0
2016-11-02,26,0,67,10,78,9,30,5,9,1,7,5,23,1,3,3,0,2,0,0,0
2016-11-03,19,0,74,12,66,8,22,2,5,0,8,5,19,4,2,1,0,4,0,0,0
2016-11-04,26,0,79,15,82,10,32,6,9,1,12,3,25,3,3,0,1,0,0,0,0
2016-11-05,26,0,79,19,78,15,35,2,7,1,7,5,25,0,2,3,0,1,0,0,0
2016-11-06,29,0,59,7,71,12,40,2,5,1,13,6,25,3,0,3,0,3,0,0,0
2016-11-07,16,0,59,13,78,14,28,7,5,3,7,9,22,3,2,1,0,1,0,0,0
2016-11-08,13,0,71,12,68,10,26,3,11,3,9,4,22,2,1,5,1,2,0,0,0
2016-11-09,20,0,62,16,39,12,21,2,5,0,9,6,18,2,2,3,0,3,0,0,0
2016-11-10,17,0,69,8,77,10,24,2,6,2,6,11,22,3,1,3,0,2,0,0,0
2016-11-11,24,0,72,18,74,8,25,6,7,4,4,4,22,3,1,1,0,0,0,0,0
2016-11-12,20,0,67,11,68,10,24,4,7,6,5,8,25,0,3,2,0,2,0,0,0
2016-11-13,22,0,72,13,69,8,29,8,6,2,8,8,12,2,0,1,0,2,0,0,0
2016-11-14,26,0,67,19,58,6,18,4,0,3,10,10,13,3,1,0,0,1,0,0,0
2016-11-15,18,0,62,15,76,13,17,1,5,2,7,3,15,2,1,2,0,3,0,0,0
2016-11-16,16,0,65,13,60,14,19,6,5,1,8,12,18,0,0,3,0,0,0,0,0
2016-11-17,15,0,76,14,66,13,33,4,13,2,10,5,17,1,0,2,0,2,0,0,0
2016-11-18,13,0,84,16,58,8,23,4,9,0,9,7,20,4,5,4,1,2,0,0,0
2016-11-19,29,0,79,15,63,8,24,2,7,3,9,7,18,2,1,3,0,1,0,0,0
2016-11-20,36,0,69,19,64,5,22,8,7,1,7,12,21,1,1,3,0,2,0,0,0
2016-11-21,15,0,68,13,75,10,19,4,6,2,5,8,15,2,0,4,0,0,0,0,0
2016-11-22,19,0,60,18,75,7,23,1,1,1,9,8,23,1,0,0,0,1,0,0,0
2016-11-23,25,0,84,19,74,3,22,4,2,3,9,5,17,1,0,0,0,1,0,0,0
2016-11-24,14,0,85,22,72,6,21,4,2,1,7,4,23,1,2,3,0,1,0,0,0
2016-11-25,19,0,80,20,71,7,28,2,6,3,4,10,15,1,0,1,0,4,0,0,0
2016-11-26,16,0,75,27,62,11,27,1,4,1,9,7,15,1,1,2,0,2,0,0,0
2016-11-27,29,0,74,17,64,8,18,6,11,2,12,5,23,1,1,4,2,1,0,0,0
2016-11-28,18,0,79,13,82,11,18,3,7,1,5,6,20,3,1,3,0,2,0,0,0
2016-11-29,14,0,79,14,73,6,26,5,7,0,10,5,15,0,1,0,0,4,0,0,0
2016-11-30,23,0,75,15,81,10,19,3,9,1,10,5,18,3,2,5,0,4,0,0,0
2016-12-01,15,0,75,18,54,10,24,2,4,3,6,10,18,1,1,3,0,0,0,0,0
2016-12-02,25,0,60,14,85,11,27,3,4,3,7,10,14,0,1,1,0,4,0,0,0
2016-12-03,26,0,75,12,63,7,22,3,5,2,8,2,17,1,0,0,0,1,0,0,0
2016-12-04,23,0,78,15,65,8,24,3,6,2,7,5,18,0,3,1,0,0,0,0,0
2016-12-05,25,0,67,15,55,9,28,5,5,1,6,7,21,1,0,2,0,1,0,0,0
2016-12-06,18,0,85,13,59,4,22,2,5,3,8,6,21,2,0,3,0,2,0,0,0
2016-12-07,19,0,91,13,71,11,16,5,4,3,13,4,17,1,1,4,0,2,0,0,0
2016-12-08,21,0,78,13,73,10,18,4,6,2,7,2,17,0,0,1,0,4,0,0,0
2016-12-09,22,0,79,17,66,9,26,3,6,2,15,1,17,0,1,6,0,1,0,0,0
2016-12-10,14,0,68,11,58,5,22,3,6,0,10,8,16,4,2,3,0,0,0,0,0
2016-12-11,31,0,77,9,76,7,23,4,8,1,10,5,21,1,2,1,0,1,0,0,0
2016-12-12,17,0,80,15,80,10,25,3,7,0,6,11,26,1,1,3,0,3,0,0,0
2016-12-13,21,0,81,11,52,6,26,6,7,2,9,7,26,0,0,2,0,2,0,0,0
2016-12-14,16,0,84,13,66,11,21,0,5,0,10,5,21,0,0,0,1,1,0,0,0
2016-12-15,23,0,83,11,67,9,19,7,5,2,6,9,18,1,1,3,0,2,0,0,0
2016-12-16,19,0,74,7,58,11,16,3,5,3,5,8,25,1,2,2,0,5,0,0,0
2016-12-17,22,0,63,16,72,12,16,6,6,1,6,11,17,4,1,1,0,5,0,0,0
2016-12-18,30,0,65,21,79,12,28,4,5,1,14,8,20,2,3,0,0,3,0,0,0
2016-12-19,17,0,66,12,68,12,18,4,9,3,9,9,13,0,2,4,0,0,0,0,0
2016-12-20,19,0,65,14,68,10,30,4,7,2,9,8,16,2,0,5,0,2,0,0,0
2016-12-21,25,0,77,14,73,6,22,2,10,6,6,6,17,0,2,4,0,0,0,0,0
2016-12-22,23,0,72,14,66,10,22,4,7,3,10,9,24,4,1,2,0,1,0,0,0
2016-12-23,13,0,71,20,67,8,15,5,2,2,11,10,20,0,2,4,0,3,0,0,0
2016-12-24,25,0,69,12,69,10,18,3,2,2,10,6,19,1,1,0,0,2,0,0,0
2016-12-25,39,0,62,9,75,8,17,5,9,1,13,11,19,0,0,1,0,7,0,0,0
2016-12-26,17,0,72,7,69,6,13,5,5,1,9,3,19,1,2,2,0,1,0,0,0
2016-12-27,19,0,72,13,65,10,21,6,6,2,6,3,12,2,0,4,1,0,0,0,0
2016-12-28,22,0,64,16,67,9,20,5,3,3,9,9,19,1,2,2,0,1,0,0,0
2016-12-29,24,0,75,16,60,8,22,5,10,2,9,8,12,2,0,2,0,0,0,0,0
2016-12-30,25,0,46,8,32,10,11,2,1,0,6,3,12,1,0,2,0,4,0,0,0
2016-12-31,23,0,48,10,54,6,19,3,3,3,14,7,14,1,3,3,0,4,0,0,0
2017-01-01,42,0,84,10,77,13,21,2,4,2,5,6,15,1,1,1,0,1,0,0,0
2017-01-02,25,0,76,8,79,6,33,8,4,0,10,6,21,1,1,1,0,3,0,0,0
2017-01-03,22,0,74,11,85,12,36,3,6,1,9,9,18,3,1,1,0,2,0,0,0
2017-01-04,14,0,84,6,74,6,13,0,7,1,9,5,18,1,1,3,0,2,0,0,0
2017-01-05,19,0,65,18,56,5,27,4,4,2,10,3,22,5,2,1,0,6,0,0,0
2017-01-06,11,0,83,20,69,6,15,6,3,1,15,7,19,1,1,2,0,1,0,0,0
2017-01-07,29,0,80,18,63,8,24,2,9,6,12,6,21,1,1,1,0,3,0,0,0
2017-01-08,22,0,80,9,72,10,23,2,9,1,10,5,18,0,0,3,1,3,0,0,0
2017-01-09,21,0,79,8,63,10,20,5,4,2,5,4,15,0,0,4,0,2,0,0,0
2017-01-10,20,0,83,12,71,15,28,7,4,0,8,4,17,0,3,2,0,2,0,0,0
2017-01-11,24,0,79,14,61,16,22,4,8,0,7,5,21,2,0,3,0,4,0,0,0
2017-01-12,14,0,84,14,67,9,19,6,3,1,15,9,23,0,1,1,0,3,0,0,0
2017-01-13,16,0,72,15,63,16,23,8,6,0,8,7,17,0,0,2,0,3,0,0,0
2017-01-14,30,0,75,15,82,10,21,2,2,0,9,5,25,3,0,2,0,1,0,0,0
2017-01-15,36,0,70,20,62,6,19,2,5,2,11,7,23,3,4,2,0,2,0,0,0
2017-01-16,22,0,82,18,60,11,25,2,8,0,10,5,27,1,0,3,0,0,0,0,0
2017-01-17,19,0,58,17,71,7,20,4,4,1,13,11,31,4,2,2,0,1,0,0,0
2017-01-18,18,0,75,18,68,15,19,5,7,2,10,9,21,3,3,0,0,4,0,0,0
2017-01-19,21,0,91,20,71,15,20,5,5,4,10,8,26,1,1,2,0,1,0,0,0
2017-01-20,16,0,80,13,62,11,37,7,9,2,11,12,22,5,2,4,0,3,0,0,0
2017-01-21,26,0,80,19,91,11,30,6,7,1,19,11,32,2,2,2,0,2,0,0,0
2017-01-22,29,0,71,14,63,9,31,14,5,4,10,11,14,2,1,2,0,0,0,0,0
2017-01-23,21,0,71,16,76,9,30,6,6,2,11,13,14,0,2,2,0,2,0,0,0
2017-01-24,23,0,79,21,79,14,23,8,9,3,12,7,18,4,2,5,1,1,0,0,0
2017-01-25,20,0,79,22,72,10,30,4,10,1,19,9,26,2,1,7,0,1,0,0,0
2017-01-26,35,0,70,9,81,9,25,4,6,1,16,9,20,1,2,4,1,1,0,0,0
2017-01-27,16,0,85,17,73,11,27,4,8,1,15,9,16,2,3,5,1,4,0,0,0
2017-01-28,26,0,73,18,82,10,34,5,11,4,9,7,19,1,2,0,0,5,0,0,0
2017-01-29,31,0,67,19,63,8,34,7,4,2,16,12,17,3,0,0,0,1,0,0,0
2017-01-30,21,0,70,14,70,9,25,8,9,1,10,6,21,4,0,1,0,5,0,0,0
2017-01-31,23,0,72,16,74,10,30,4,7,0,9,5,20,0,0,0,0,1,0,0,0
2017-02-01,28,0,79,14,66,7,30,4,10,1,14,8,28,0,1,3,0,2,0,0,0
2017-02-02,19,0,68,19,60,4,10,8,7,4,8,7,21,2,0,2,0,1,0,0,0
2017-02-03,20,0,88,20,78,6,21,2,6,2,10,8,22,3,2,1,0,1,0,0,0
2017-02-04,18,0,65,16,70,10,18,3,5,2,8,8,18,2,0,2,0,0,0,0,0
2017-02-05,29,0,55,9,82,9,22,8,7,3,15,6,26,0,0,3,0,3,0,0,0
2017-02-06,31,0,68,11,67,10,31,3,3,0,9,6,25,1,4,1,1,4,0,0,0
2017-02-07,14,0,70,9,50,13,26,4,6,2,6,9,14,0,0,3,0,1,0,0,0
2017-02-08,23,0,72,9,54,8,10,4,7,1,10,7,19,1,1,4,0,3,0,0,0
2017-02-09,17,0,55,14,60,10,25,5,7,1,8,7,20,0,1,2,0,2,0,0,0
2017-02-10,25,0,87,11,72,5,18,2,10,3,13,5,21,2,1,3,1,0,0,0,0
2017-02-11,23,0,91,11,62,6,22,2,9,0,10,2,18,0,0,4,0,2,0,0,0
2017-02-12,35,0,77,14,63,5,16,11,9,2,13,9,21,1,1,3,0,1,0,0,0
2017-02-13,15,0,90,13,68,10,19,5,6,0,13,9,26,2,0,3,0,2,0,0,0
2017-02-14,32,0,66,15,67,6,18,2,10,3,3,3,24,1,0,2,0,1,0,0,0
2017-02-15,25,0,71,11,61,9,17,7,4,2,8,3,28,1,2,1,0,3,0,0,0
2017-02-16,16,0,85,17,65,8,21,5,6,1,10,5,28,0,0,6,0,1,0,0,0
2017-02-17,20,0,63,15,59,4,16,2,6,2,12,7,22,0,0,4,0,5,0,0,0
2017-02-18,20,0,80,18,57,9,28,2,4,0,8,6,17,0,2,0,0,4,0,0,0
2017-02-19,24,0,72,18,72,12,15,1,2,6,6,6,23,1,1,2,0,0,0,0,0
2017-02-20,16,0,91,15,68,8,23,6,9,1,9,5,21,1,0,2,0,1,0,0,0
2017-02-21,22,0,90,19,67,12,11,4,6,0,8,8,25,2,0,2,0,2,0,0,0
2017-02-22,23,0,84,13,65,10,24,3,11,4,8,12,15,2,0,5,0,1,0,0,0
2017-02-23,24,0,77,13,75,10,20,5,7,2,10,9,25,2,3,0,0,3,0,1,0
2017-02-24,26,0,78,13,66,17,18,4,0,1,12,10,21,2,3,1,1,1,0,1,0
2017-02-25,23,0,66,14,70,10,20,3,3,4,9,6,23,1,0,3,2,0,0,0,0
2017-02-26,35,0,68,20,90,8,31,4,9,1,8,9,28,0,3,0,0,4,0,0,0
2017-02-27,22,0,75,20,66,17,17,6,5,3,12,8,17,1,1,4,0,2,0,0,0
2017-02-28,23,0,67,7,55,9,19,7,4,3,11,5,23,2,0,4,0,0,0,0,0
2017-03-01,13,0,62,15,59,11,19,8,4,2,7,10,16,0,0,5,0,0,0,0,0
2017-03-02,18,0,74,10,52,11,23,7,7,1,6,5,26,1,5,3,0,1,0,0,0
2017-03-03,19,0,63,12,67,11,25,5,5,1,14,5,22,0,1,0,0,3,0,0,0
2017-03-04,25,0,65,10,68,5,17,5,6,1,8,12,17,0,1,3,0,0,0,0,0
2017-03-05,24,0,66,7,67,12,16,3,3,1,13,5,17,0,2,1,0,1,0,0,0
2017-03-06,22,0,72,12,63,4,20,1,8,2,10,3,18,0,1,5,0,4,0,0,0
2017-03-07,23,0,82,19,65,4,23,4,7,1,14,8,14,1,1,2,0,1,0,0,0
2017-03-08,9,0,74,11,63,3,20,6,8,1,8,4,19,3,3,6,0,2,0,0,0
2017-03-09,19,0,56,9,58,13,21,3,10,2,11,7,30,0,3,1,0,1,0,0,0
2017-03-10,15,0,58,8,70,4,14,2,2,1,14,5,28,4,2,5,0,2,0,0,0
2017-03-11,23,0,71,9,74,6,15,3,2,3,7,9,17,0,3,1,0,0,0,0,0
2017-03-12,24,0,70,15,69,8,17,1,10,1,13,8,22,1,0,4,0,2,0,0,0
2017-03-13,27,0,69,12,68,7,15,4,3,0,10,10,19,3,2,0,0,1,0,0,0
2017-03-14,13,0,71,6,70,8,27,4,4,1,8,4,17,1,0,2,1,2,0,0,0
2017-03-15,18,0,69,14,66,4,21,5,2,3,5,8,20,1,2,4,1,4,0,0,0
2017-03-16,10,0,67,16,70,10,14,3,10,1,1,7,20,4,0,3,0,1,0,0,0
2017-03-17,20,0,72,13,51,3,15,2,7,2,4,8,21,3,1,6,0,4,0,0,0
2017-03-18,25,0,80,17,67,14,26,6,3,0,12,4,23,3,2,1,0,3,0,0,0
2017-03-19,28,0,83,14,60,13,13,5,7,3,11,8,14,1,0,2,0,2,0,0,0
2017-03-20,12,0,67,9,53,11,18,6,7,0,10,6,18,2,4,2,1,6,0,0,0
2017-03-21,16,0,69,16,63,11,20,3,6,1,8,4,22,1,2,4,0,2,0,0,0
2017-03-22,4,0,84,10,64,6,26,5,7,2,6,1,18,0,1,1,0,0,0,0,0
2017-03-23,20,0,85,14,65,7,17,4,6,1,11,4,18,0,1,2,0,6,0,0,0
2017-03-24,23,0,93,10,59,4,27,2,5,1,10,7,20,1,1,2,0,0,0,0,0
2017-03-25,17,0,74,16,72,8,22,6,11,1,14,8,17,1,1,1,0,2,0,0,0
2017-03-26,19,0,72,19,79,5,22,4,4,1,7,4,16,2,0,3,0,2,0,0,0
2017-03-27,16,0,74,10,78,5,22,3,6,1,10,4,19,2,3,4,0,0,0,0,0
2017-03-28,21,0,79,8,69,7,26,6,9,3,10,4,23,0,2,2,0,2,0,0,0
2017-03-29,17,0,77,15,53,10,15,3,12,1,7,6,22,1,0,3,0,2,0,0,0
2017-03-30,16,0,67,15,75,5,22,4,5,1,11,7,22,1,1,3,0,4,0,0,0
2017-03-31,19,0,91,13,51,10,19,4,3,3,7,2,22,3,1,5,0,2,0,0,0
2017-04-01,29,0,69,13,74,8,21,7,4,1,5,4,13,1,2,3,1,1,0,0,0
2017-04-02,30,0,68,17,58,15,28,0,9,0,7,5,18,0,2,2,0,1,0,0,0
2017-04-03,20,0,87,10,78,15,18,5,11,1,13,7,19,0,0,2,0,1,0,0,0
2017-04-04,14,0,72,23,66,8,21,4,8,3,8,3,30,2,2,0,0,2,0,0,0
2017-04-05,20,0,87,12,73,13,21,8,11,2,8,4,24,2,0,4,1,1,0,0,0
2017-04-06,19,0,64,16,60,5,27,4,5,2,12,9,12,1,2,2,0,5,0,0,0
2017-04-07,17,0,72,10,68,13,25,5,6,1,7,7,22,1,2,1,0,1,0,0,0
2017-04-08,24,0,63,16,75,7,22,4,7,3,13,4,19,0,1,1,0,4,0,0,0
2017-04-09,26,0,81,15,81,4,14,5,5,0,13,10,27,0,0,0,0,4,0,0,0
2017-04-10,19,0,84,12,72,8,26,6,5,2,7,12,24,2,1,4,1,3,0,0,0
2017-04-11,19,0,83,18,78,9,23,4,11,1,13,8,25,1,4,4,0,2,0,0,0
2017-04-12,15,0,72,10,68,10,25,7,9,4,9,4,23,1,1,2,2,0,0,0,0
2017-04-13,19,0,100,12,69,8,25,7,7,3,11,1,19,3,1,2,0,2,0,0,0
2017-04-14,17,0,73,18,74,10,20,4,6,0,11,6,17,1,0,2,0,2,0,0,0
2017-04-15,25,0,87,11,71,8,35,0,3,0,5,2,17,1,1,1,1,2,0,0,0
2017-04-16,22,0,70,19,65,9,24,11,4,1,9,6,26,3,2,2,0,5,0,0,0
2017-04-17,28,0,95,20,69,5,27,4,6,0,7,7,20,0,0,1,0,1,0,0,0
2017-04-18,29,0,72,14,68,6,17,2,4,1,3,2,20,0,0,2,0,0,0,0,0
2017-04-19,15,0,71,10,62,11,33,3,6,2,13,6,22,2,5,1,1,2,0,0,0
2017-04-20,18,0,81,18,78,14,28,4,2,0,4,7,21,1,0,2,0,4,0,0,0
2017-04-21,21,0,78,5,80,7,22,3,6,4,14,1,22,2,0,2,0,4,0,0,0
2017-04-22,26,0,67,10,59,6,25,5,7,2,6,7,18,2,0,1,0,2,0,0,0
2017-04-23,12,0,63,17,82,12,24,6,6,2,6,8,18,1,0,0,0,0,0,0,0
2017-04-24,24,0,74,19,70,10,20,7,2,0,11,3,23,1,1,2,0,3,0,0,0
2017-04-25,22,0,74,19,73,13,24,2,4,1,10,5,13,0,0,3,0,2,0,0,0
2017-04-26,21,0,74,18,67,12,27,9,5,1,15,4,24,2,2,3,0,1,0,0,0
2017-04-27,18,0,73,14,61,9,25,6,8,3,11,8,23,1,3,3,0,2,0,0,0
2017-04-28,16,0,82,21,78,6,21,4,6,5,10,4,27,1,0,1,0,3,0,0,0
2017-04-29,25,0,92,14,78,11,34,5,4,5,9,7,22,0,0,2,0,3,0,0,0
2017-04-30,31,0,69,10,83,8,29,8,7,5,6,10,17,3,0,1,0,0,0,0,0
2017-05-01,31,0,72,11,73,11,27,5,6,2,9,5,21,2,4,4,0,3,0,0,0
2017-05-02,14,0,71,13,61,10,24,4,10,1,7,3,25,0,2,5,1,1,0,0,0
2017-05-03,14,0,77,7,91,9,18,4,5,6,11,3,24,0,5,1,0,1,0,0,0
2017-05-04,18,0,91,16,88,8,25,7,10,1,9,3,22,4,2,1,0,1,0,0,0
2017-05-05,18,0,70,19,92,12,27,3,11,0,11,7,21,2,0,4,0,0,0,0,0
2017-05-06,15,0,74,18,70,8,25,3,5,1,11,5,26,2,1,2,0,3,0,0,0
2017-05-07,19,0,83,14,63,8,26,11,5,2,11,9,22,1,1,2,0,2,0,0,0
2017-05-08,21,0,70,17,68,15,22,1,2,1,13,3,18,2,1,2,0,3,0,0,0
2017-05-09,15,0,66,16,74,7,19,6,7,3,12,4,22,1,2,2,0,1,0,0,0
2017-05-10,17,0,54,14,68,8,23,6,6,1,8,4,23,0,3,3,0,3,0,0,0
2017-05-11,8,0,72,12,85,7,35,1,4,1,12,3,15,1,2,3,0,3,0,0,0
2017-05-12,17,0,109,13,63,6,25,5,7,0,10,9,23,3,3,2,0,4,0,0,0
2017-05-13,30,0,79,12,72,11,36,7,11,1,7,7,17,3,0,2,1,3,0,0,0
2017-05-14,29,0,85,11,76,9,29,4,8,4,11,5,23,1,2,4,0,3,0,0,0
2017-05-15,18,0,72,13,64,7,21,6,7,1,12,8,26,3,3,2,2,1,0,0,0
2017-05-16,16,0,88,16,107,12,23,7,2,3,7,6,29,4,0,2,0,1,0,0,0
2017-05-17,25,0,74,14,59,10,30,4,5,1,11,6,13,4,0,2,0,2,0,0,0
2017-05-18,12,0,83,21,82,7,23,2,5,2,13,4,29,1,0,1,0,2,0,0,0
2017-05-19,17,0,59,16,80,7,27,8,4,1,10,3,20,2,3,2,0,1,0,0,0
2017-05-20,21,0,92,9,86,9,30,6,4,4,9,6,23,0,0,2,0,1,0,0,0
2017-05-21,20,0,82,18,99,14,37,4,3,4,7,4,31,2,2,1,0,1,0,0,0
2017-05-22,24,0,79,19,94,7,36,4,7,1,5,14,28,1,2,1,0,1,0,0,0
2017-05-23,22,0,90,21,73,16,42,9,7,0,10,7,20,3,1,0,0,1,0,0,0
2017-05-24,19,0,62,17,105,7,41,3,10,1,19,6,18,2,3,2,1,2,0,0,0
2017-05-25,20,0,61,18,67,11,38,3,3,2,16,9,30,1,1,2,0,5,0,0,0
2017-05-26,20,0,71,19,97,11,34,5,6,1,12,6,25,0,0,2,0,1,0,0,0
2017-05-27,20,0,68,31,82,15,39,5,4,2,6,8,22,2,0,2,0,1,0,0,0
2017-05-28,30,0,70,20,110,7,19,9,10,0,19,11,28,4,1,2,0,3,0,0,0
2017-05-29,21,0,95,21,101,12,31,6,6,4,11,9,26,1,1,2,0,1,0,0,0
2017-05-30,23,0,73,17,86,6,31,6,7,1,16,6,27,3,3,0,1,1,0,0,0
2017-05-31,16,0,77,22,102,15,32,6,8,2,14,10,22,3,2,2,0,2,0,0,0
2017-06-01,12,0,86,20,79,11,40,5,7,4,16,11,21,2,1,3,0,1,0,0,0
2017-06-02,19,0,83,16,78,6,27,1,4,4,15,12,22,1,1,1,0,1,0,0,0
2017-06-03,18,0,99,24,110,20,45,3,9,5,14,7,19,2,0,1,0,0,0,0,0
2017-06-04,22,0,83,21,108,14,38,3,4,4,12,14,30,1,2,2,1,1,0,0,0
2017-06-05,21,0,75,21,81,13,52,6,11,3,8,5,16,0,2,2,0,2,0,0,0
2017-06-06,11,0,71,22,93,18,42,7,1,3,11,6,30,1,0,1,0,2,0,0,0
2017-06-07,15,0,77,23,86,12,38,9,3,2,11,13,19,5,3,3,0,1,0,0,0
2017-06-08,22,0,71,24,113,7,48,6,11,0,18,10,27,2,4,4,0,2,0,0,0
2017-06-09,18,0,86,20,87,12,44,4,6,3,15,7,22,2,1,4,0,3,0,1,0
2017-06-10,28,0,78,21,90,18,50,7,8,4,19,8,22,1,2,4,0,0,0,0,0
2017-06-11,19,0,83,16,94,16,57,9,6,3,13,12,23,0,0,2,0,2,0,0,0
2017-06-12,35,0,62,24,106,12,47,12,7,2,18,6,31,0,1,7,0,1,0,0,0
2017-06-13,23,0,94,20,94,12,48,6,8,1,13,13,30,2,2,0,0,1,0,0,0
2017-06-14,23,0,82,31,94,13,46,7,8,1,14,10,24,2,4,4,0,4,0,0,0
2017-06-15,20,0,107,22,98,12,51,13,11,4,11,11,33,3,0,4,0,5,0,0,0
2017-06-16,21,0,87,13,102,14,58,8,12,5,16,15,26,0,2,2,0,4,0,0,0
2017-06-17,28,0,69,22,104,11,49,8,10,5,17,13,26,3,2,3,0,1,0,0,0
