fecha,Tumores [Neoplasias],Enfermedades del sistema respiratorio ,Enfermedades del sistema circulatorio ,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema genitourinario,"Enfermedades endocrinas, nutricionales y metabólicas",Causas externas de morbilidad y de mortalidad,Trastornos mentales y del comportamiento,COVID-19,Enfermedades del sistema nervioso central,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades de la piel y del tejido subcutáneo,Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2016-09-06,62,37,98,6,24,11,13,24,24,6,0,21,1,2,1,1,0,0,2,0,0
2016-09-07,85,36,93,9,29,12,12,20,24,8,0,8,2,0,6,3,0,0,1,0,0
2016-09-08,77,38,92,4,25,11,11,21,16,6,0,7,1,1,3,2,0,0,0,0,0
2016-09-09,91,34,90,5,18,6,14,20,32,0,0,14,0,0,2,1,0,0,3,0,0
2016-09-10,80,47,87,11,25,2,13,12,30,6,0,14,3,4,2,2,0,0,3,0,0
2016-09-11,87,35,98,7,17,5,6,18,36,6,0,8,3,3,3,3,0,0,1,0,0
2016-09-12,79,35,71,8,18,4,14,17,21,8,0,16,1,0,2,0,0,0,1,0,0
2016-09-13,78,30,76,3,23,7,14,15,27,3,0,9,1,3,3,1,0,0,0,0,0
2016-09-14,68,33,72,14,28,8,8,18,20,9,0,11,0,1,3,1,0,0,4,0,0
2016-09-15,79,38,87,7,24,7,8,17,16,2,0,15,2,2,2,0,0,0,0,0,0
2016-09-16,76,31,72,5,24,7,8,18,22,2,0,4,1,3,6,1,0,0,1,0,0
2016-09-17,60,36,76,11,22,7,8,18,26,6,0,12,1,3,4,1,0,0,1,0,0
2016-09-18,70,39,92,9,25,6,10,21,28,4,0,8,2,5,2,0,0,0,2,0,0
2016-09-19,79,29,96,15,24,11,4,20,31,1,0,10,1,2,4,1,0,0,1,0,0
2016-09-20,87,41,81,7,27,5,10,23,28,5,0,7,4,4,1,1,0,0,3,0,0
2016-09-21,67,30,84,6,37,4,9,17,18,3,0,10,0,0,3,2,0,0,4,0,0
2016-09-22,63,35,81,5,23,13,11,17,28,3,0,17,1,4,5,1,0,0,3,0,0
2016-09-23,59,29,92,9,24,7,11,13,25,5,0,7,1,2,4,0,0,0,2,0,0
2016-09-24,64,33,81,10,17,7,8,17,34,7,0,14,0,0,5,0,0,0,2,0,0
2016-09-25,60,35,98,12,17,4,6,25,17,3,0,12,2,2,3,2,0,0,3,0,0
2016-09-26,77,33,83,8,32,5,8,14,23,5,0,14,1,1,5,1,0,0,4,0,0
2016-09-27,65,33,77,5,18,4,8,18,20,7,0,21,0,2,3,1,0,0,4,0,0
2016-09-28,81,25,69,10,19,10,11,11,19,10,0,10,4,6,1,1,0,0,1,0,0
2016-09-29,83,33,79,2,17,10,8,26,17,9,0,16,1,3,3,1,0,0,2,0,0
2016-09-30,59,36,78,8,27,3,4,17,13,4,0,5,2,2,4,1,0,0,0,1,0
2016-10-01,63,33,71,8,22,4,14,21,21,7,0,11,4,0,4,0,0,0,3,0,0
2016-10-02,92,24,93,8,19,9,8,23,26,9,0,7,2,0,2,1,0,0,3,0,0
2016-10-03,73,20,70,7,19,8,10,17,23,2,0,7,4,1,1,0,0,0,2,0,0
2016-10-04,81,36,82,7,18,8,9,11,21,2,0,11,0,0,2,1,0,0,0,0,0
2016-10-05,64,17,78,3,19,6,8,13,25,9,0,13,2,3,4,0,0,0,1,0,0
2016-10-06,79,22,80,7,25,6,7,14,21,3,0,8,1,4,5,1,0,0,1,0,0
2016-10-07,70,24,72,3,28,6,7,17,18,8,0,9,0,4,3,0,0,0,2,0,0
2016-10-08,74,28,72,3,19,9,14,17,33,8,0,10,2,2,1,1,0,0,2,0,0
2016-10-09,78,28,78,2,34,6,9,18,29,5,0,9,0,4,0,1,0,0,0,0,0
2016-10-10,77,28,81,8,19,8,8,12,30,2,0,8,0,0,2,0,0,0,4,0,0
2016-10-11,76,34,66,9,22,5,7,16,26,6,0,11,1,3,3,0,0,0,2,0,0
2016-10-12,85,26,77,4,20,12,5,13,22,7,0,8,0,4,3,1,0,0,3,0,0
2016-10-13,74,12,72,9,29,4,8,16,10,4,0,16,0,2,2,1,0,0,0,0,0
2016-10-14,70,29,61,7,18,9,7,15,13,2,0,5,2,2,3,1,0,0,2,0,0
2016-10-15,86,26,55,11,18,6,10,17,20,4,0,10,0,2,0,0,0,0,0,0,0
2016-10-16,77,30,70,7,19,6,11,20,25,6,0,10,2,2,3,0,0,0,3,1,0
2016-10-17,68,24,75,6,25,9,10,13,20,6,0,8,1,1,1,1,0,0,1,0,0
2016-10-18,60,25,71,7,18,4,6,11,12,3,0,10,4,2,2,2,0,0,3,0,0
2016-10-19,64,27,90,4,12,3,8,14,14,4,0,6,1,1,4,1,0,0,2,0,0
2016-10-20,71,32,69,3,23,11,12,11,20,3,0,16,0,3,2,2,0,0,1,0,0
2016-10-21,76,29,91,5,15,7,6,11,19,5,0,8,2,4,3,0,0,0,1,1,0
2016-10-22,72,23,83,10,20,4,8,13,17,6,0,11,1,0,1,0,0,0,0,0,0
2016-10-23,81,30,81,5,16,8,15,13,26,3,0,11,1,1,0,1,0,0,4,0,0
2016-10-24,70,26,73,9,15,4,12,17,21,5,0,8,1,2,1,1,0,0,4,0,0
2016-10-25,79,24,64,12,22,4,8,20,16,2,0,7,9,0,3,1,0,0,2,0,0
2016-10-26,81,25,80,5,24,1,6,15,21,2,0,7,1,3,2,4,0,0,4,0,0
2016-10-27,86,24,74,11,23,5,11,13,12,2,0,12,0,1,5,2,0,0,3,0,0
2016-10-28,75,21,71,5,18,7,15,21,13,3,0,15,1,2,2,1,0,0,1,0,0
2016-10-29,63,38,81,6,13,2,13,14,33,4,0,5,0,2,3,1,0,0,2,0,0
2016-10-30,55,25,65,8,22,5,8,10,30,3,0,11,2,0,1,0,0,0,3,0,0
2016-10-31,58,29,71,9,18,3,9,18,18,4,0,7,1,2,1,1,0,0,2,0,0
2016-11-01,70,29,70,7,18,4,16,12,27,10,0,11,3,2,2,0,0,0,2,1,0
2016-11-02,67,30,78,5,23,9,9,10,26,5,0,7,3,1,3,1,0,0,2,0,0
2016-11-03,74,22,66,5,19,5,8,12,19,2,0,8,2,0,1,4,0,0,4,0,0
2016-11-04,79,32,82,3,25,9,10,15,26,6,0,12,3,1,0,3,0,0,0,1,0
2016-11-05,79,35,78,5,25,7,15,19,26,2,0,7,2,1,3,0,0,0,1,0,0
2016-11-06,59,40,71,6,25,5,12,7,29,2,0,13,0,1,3,3,0,0,3,0,0
2016-11-07,59,28,78,9,22,5,14,13,16,7,0,7,2,3,1,3,0,0,1,0,0
2016-11-08,71,26,68,4,22,11,10,12,13,3,0,9,1,3,5,2,0,0,2,1,0
2016-11-09,62,21,39,6,18,5,12,16,20,2,0,9,2,0,3,2,0,0,3,0,0
2016-11-10,69,24,77,11,22,6,10,8,17,2,0,6,1,2,3,3,0,0,2,0,0
2016-11-11,72,25,74,4,22,7,8,18,24,6,0,4,1,4,1,3,0,0,0,0,0
2016-11-12,67,24,68,8,25,7,10,11,20,4,0,5,3,6,2,0,0,0,2,0,0
2016-11-13,72,29,69,8,12,6,8,13,22,8,0,8,0,2,1,2,0,0,2,0,0
2016-11-14,67,18,58,10,13,0,6,19,26,4,0,10,1,3,0,3,0,0,1,0,0
2016-11-15,62,17,76,3,15,5,13,15,18,1,0,7,1,2,2,2,0,0,3,0,0
2016-11-16,65,19,60,12,18,5,14,13,16,6,0,8,0,1,3,0,0,0,0,0,0
2016-11-17,76,33,66,5,17,13,13,14,15,4,0,10,0,2,2,1,0,0,2,0,0
2016-11-18,84,23,58,7,20,9,8,16,13,4,0,9,5,0,4,4,0,0,2,1,0
2016-11-19,79,24,63,7,18,7,8,15,29,2,0,9,1,3,3,2,0,0,1,0,0
2016-11-20,69,22,64,12,21,7,5,19,36,8,0,7,1,1,3,1,0,0,2,0,0
2016-11-21,68,19,75,8,15,6,10,13,15,4,0,5,0,2,4,2,0,0,0,0,0
2016-11-22,60,23,75,8,23,1,7,18,19,1,0,9,0,1,0,1,0,0,1,0,0
2016-11-23,84,22,74,5,17,2,3,19,25,4,0,9,0,3,0,1,0,0,1,0,0
2016-11-24,85,21,72,4,23,2,6,22,14,4,0,7,2,1,3,1,0,0,1,0,0
2016-11-25,80,28,71,10,15,6,7,20,19,2,0,4,0,3,1,1,0,0,4,0,0
2016-11-26,75,27,62,7,15,4,11,27,16,1,0,9,1,1,2,1,0,0,2,0,0
2016-11-27,74,18,64,5,23,11,8,17,29,6,0,12,1,2,4,1,0,0,1,2,0
2016-11-28,79,18,82,6,20,7,11,13,18,3,0,5,1,1,3,3,0,0,2,0,0
2016-11-29,79,26,73,5,15,7,6,14,14,5,0,10,1,0,0,0,0,0,4,0,0
2016-11-30,75,19,81,5,18,9,10,15,23,3,0,10,2,1,5,3,0,0,4,0,0
2016-12-01,75,24,54,10,18,4,10,18,15,2,0,6,1,3,3,1,0,0,0,0,0
2016-12-02,60,27,85,10,14,4,11,14,25,3,0,7,1,3,1,0,0,0,4,0,0
2016-12-03,75,22,63,2,17,5,7,12,26,3,0,8,0,2,0,1,0,0,1,0,0
2016-12-04,78,24,65,5,18,6,8,15,23,3,0,7,3,2,1,0,0,0,0,0,0
2016-12-05,67,28,55,7,21,5,9,15,25,5,0,6,0,1,2,1,0,0,1,0,0
2016-12-06,85,22,59,6,21,5,4,13,18,2,0,8,0,3,3,2,0,0,2,0,0
2016-12-07,91,16,71,4,17,4,11,13,19,5,0,13,1,3,4,1,0,0,2,0,0
2016-12-08,78,18,73,2,17,6,10,13,21,4,0,7,0,2,1,0,0,0,4,0,0
2016-12-09,79,26,66,1,17,6,9,17,22,3,0,15,1,2,6,0,0,0,1,0,0
2016-12-10,68,22,58,8,16,6,5,11,14,3,0,10,2,0,3,4,0,0,0,0,0
2016-12-11,77,23,76,5,21,8,7,9,31,4,0,10,2,1,1,1,0,0,1,0,0
2016-12-12,80,25,80,11,26,7,10,15,17,3,0,6,1,0,3,1,0,0,3,0,0
2016-12-13,81,26,52,7,26,7,6,11,21,6,0,9,0,2,2,0,0,0,2,0,0
2016-12-14,84,21,66,5,21,5,11,13,16,0,0,10,0,0,0,0,0,0,1,1,0
2016-12-15,83,19,67,9,18,5,9,11,23,7,0,6,1,2,3,1,0,0,2,0,0
2016-12-16,74,16,58,8,25,5,11,7,19,3,0,5,2,3,2,1,0,0,5,0,0
2016-12-17,63,16,72,11,17,6,12,16,22,6,0,6,1,1,1,4,0,0,5,0,0
2016-12-18,65,28,79,8,20,5,12,21,30,4,0,14,3,1,0,2,0,0,3,0,0
2016-12-19,66,18,68,9,13,9,12,12,17,4,0,9,2,3,4,0,0,0,0,0,0
2016-12-20,65,30,68,8,16,7,10,14,19,4,0,9,0,2,5,2,0,0,2,0,0
2016-12-21,77,22,73,6,17,10,6,14,25,2,0,6,2,6,4,0,0,0,0,0,0
2016-12-22,72,22,66,9,24,7,10,14,23,4,0,10,1,3,2,4,0,0,1,0,0
2016-12-23,71,15,67,10,20,2,8,20,13,5,0,11,2,2,4,0,0,0,3,0,0
2016-12-24,69,18,69,6,19,2,10,12,25,3,0,10,1,2,0,1,0,0,2,0,0
2016-12-25,62,17,75,11,19,9,8,9,39,5,0,13,0,1,1,0,0,0,7,0,0
2016-12-26,72,13,69,3,19,5,6,7,17,5,0,9,2,1,2,1,0,0,1,0,0
2016-12-27,72,21,65,3,12,6,10,13,19,6,0,6,0,2,4,2,0,0,0,1,0
2016-12-28,64,20,67,9,19,3,9,16,22,5,0,9,2,3,2,1,0,0,1,0,0
2016-12-29,75,22,60,8,12,10,8,16,24,5,0,9,0,2,2,2,0,0,0,0,0
2016-12-30,46,11,32,3,12,1,10,8,25,2,0,6,0,0,2,1,0,0,4,0,0
2016-12-31,48,19,54,7,14,3,6,10,23,3,0,14,3,3,3,1,0,0,4,0,0
2017-01-01,84,21,77,6,15,4,13,10,42,2,0,5,1,2,1,1,0,0,1,0,0
2017-01-02,76,33,79,6,21,4,6,8,25,8,0,10,1,0,1,1,0,0,3,0,0
2017-01-03,74,36,85,9,18,6,12,11,22,3,0,9,1,1,1,3,0,0,2,0,0
2017-01-04,84,13,74,5,18,7,6,6,14,0,0,9,1,1,3,1,0,0,2,0,0
2017-01-05,65,27,56,3,22,4,5,18,19,4,0,10,2,2,1,5,0,0,6,0,0
2017-01-06,83,15,69,7,19,3,6,20,11,6,0,15,1,1,2,1,0,0,1,0,0
2017-01-07,80,24,63,6,21,9,8,18,29,2,0,12,1,6,1,1,0,0,3,0,0
2017-01-08,80,23,72,5,18,9,10,9,22,2,0,10,0,1,3,0,0,0,3,1,0
2017-01-09,79,20,63,4,15,4,10,8,21,5,0,5,0,2,4,0,0,0,2,0,0
2017-01-10,83,28,71,4,17,4,15,12,20,7,0,8,3,0,2,0,0,0,2,0,0
2017-01-11,79,22,61,5,21,8,16,14,24,4,0,7,0,0,3,2,0,0,4,0,0
2017-01-12,84,19,67,9,23,3,9,14,14,6,0,15,1,1,1,0,0,0,3,0,0
2017-01-13,72,23,63,7,17,6,16,15,16,8,0,8,0,0,2,0,0,0,3,0,0
2017-01-14,75,21,82,5,25,2,10,15,30,2,0,9,0,0,2,3,0,0,1,0,0
2017-01-15,70,19,62,7,23,5,6,20,36,2,0,11,4,2,2,3,0,0,2,0,0
2017-01-16,82,25,60,5,27,8,11,18,22,2,0,10,0,0,3,1,0,0,0,0,0
2017-01-17,58,20,71,11,31,4,7,17,19,4,0,13,2,1,2,4,0,0,1,0,0
2017-01-18,75,19,68,9,21,7,15,18,18,5,0,10,3,2,0,3,0,0,4,0,0
2017-01-19,91,20,71,8,26,5,15,20,21,5,0,10,1,4,2,1,0,0,1,0,0
2017-01-20,80,37,62,12,22,9,11,13,16,7,0,11,2,2,4,5,0,0,3,0,0
2017-01-21,80,30,91,11,32,7,11,19,26,6,0,19,2,1,2,2,0,0,2,0,0
2017-01-22,71,31,63,11,14,5,9,14,29,14,0,10,1,4,2,2,0,0,0,0,0
2017-01-23,71,30,76,13,14,6,9,16,21,6,0,11,2,2,2,0,0,0,2,0,0
2017-01-24,79,23,79,7,18,9,14,21,23,8,0,12,2,3,5,4,0,0,1,1,0
2017-01-25,79,30,72,9,26,10,10,22,20,4,0,19,1,1,7,2,0,0,1,0,0
2017-01-26,70,25,81,9,20,6,9,9,35,4,0,16,2,1,4,1,0,0,1,1,0
2017-01-27,85,27,73,9,16,8,11,17,16,4,0,15,3,1,5,2,0,0,4,1,0
2017-01-28,73,34,82,7,19,11,10,18,26,5,0,9,2,4,0,1,0,0,5,0,0
2017-01-29,67,34,63,12,17,4,8,19,31,7,0,16,0,2,0,3,0,0,1,0,0
2017-01-30,70,25,70,6,21,9,9,14,21,8,0,10,0,1,1,4,0,0,5,0,0
2017-01-31,72,30,74,5,20,7,10,16,23,4,0,9,0,0,0,0,0,0,1,0,0
2017-02-01,79,30,66,8,28,10,7,14,28,4,0,14,1,1,3,0,0,0,2,0,0
2017-02-02,68,10,60,7,21,7,4,19,19,8,0,8,0,4,2,2,0,0,1,0,0
2017-02-03,88,21,78,8,22,6,6,20,20,2,0,10,2,2,1,3,0,0,1,0,0
2017-02-04,65,18,70,8,18,5,10,16,18,3,0,8,0,2,2,2,0,0,0,0,0
2017-02-05,55,22,82,6,26,7,9,9,29,8,0,15,0,3,3,0,0,0,3,0,0
2017-02-06,68,31,67,6,25,3,10,11,31,3,0,9,4,0,1,1,0,0,4,1,0
2017-02-07,70,26,50,9,14,6,13,9,14,4,0,6,0,2,3,0,0,0,1,0,0
2017-02-08,72,10,54,7,19,7,8,9,23,4,0,10,1,1,4,1,0,0,3,0,0
2017-02-09,55,25,60,7,20,7,10,14,17,5,0,8,1,1,2,0,0,0,2,0,0
2017-02-10,87,18,72,5,21,10,5,11,25,2,0,13,1,3,3,2,0,0,0,1,0
2017-02-11,91,22,62,2,18,9,6,11,23,2,0,10,0,0,4,0,0,0,2,0,0
2017-02-12,77,16,63,9,21,9,5,14,35,11,0,13,1,2,3,1,0,0,1,0,0
2017-02-13,90,19,68,9,26,6,10,13,15,5,0,13,0,0,3,2,0,0,2,0,0
2017-02-14,66,18,67,3,24,10,6,15,32,2,0,3,0,3,2,1,0,0,1,0,0
2017-02-15,71,17,61,3,28,4,9,11,25,7,0,8,2,2,1,1,0,0,3,0,0
2017-02-16,85,21,65,5,28,6,8,17,16,5,0,10,0,1,6,0,0,0,1,0,0
2017-02-17,63,16,59,7,22,6,4,15,20,2,0,12,0,2,4,0,0,0,5,0,0
2017-02-18,80,28,57,6,17,4,9,18,20,2,0,8,2,0,0,0,0,0,4,0,0
2017-02-19,72,15,72,6,23,2,12,18,24,1,0,6,1,6,2,1,0,0,0,0,0
2017-02-20,91,23,68,5,21,9,8,15,16,6,0,9,0,1,2,1,0,0,1,0,0
2017-02-21,90,11,67,8,25,6,12,19,22,4,0,8,0,0,2,2,0,0,2,0,0
2017-02-22,84,24,65,12,15,11,10,13,23,3,0,8,0,4,5,2,0,0,1,0,0
2017-02-23,77,20,75,9,25,7,10,13,24,5,0,10,3,2,0,2,0,1,3,0,0
2017-02-24,78,18,66,10,21,0,17,13,26,4,0,12,3,1,1,2,0,1,1,1,0
2017-02-25,66,20,70,6,23,3,10,14,23,3,0,9,0,4,3,1,0,0,0,2,0
2017-02-26,68,31,90,9,28,9,8,20,35,4,0,8,3,1,0,0,0,0,4,0,0
2017-02-27,75,17,66,8,17,5,17,20,22,6,0,12,1,3,4,1,0,0,2,0,0
2017-02-28,67,19,55,5,23,4,9,7,23,7,0,11,0,3,4,2,0,0,0,0,0
2017-03-01,62,19,59,10,16,4,11,15,13,8,0,7,0,2,5,0,0,0,0,0,0
2017-03-02,74,23,52,5,26,7,11,10,18,7,0,6,5,1,3,1,0,0,1,0,0
2017-03-03,63,25,67,5,22,5,11,12,19,5,0,14,1,1,0,0,0,0,3,0,0
2017-03-04,65,17,68,12,17,6,5,10,25,5,0,8,1,1,3,0,0,0,0,0,0
2017-03-05,66,16,67,5,17,3,12,7,24,3,0,13,2,1,1,0,0,0,1,0,0
2017-03-06,72,20,63,3,18,8,4,12,22,1,0,10,1,2,5,0,0,0,4,0,0
2017-03-07,82,23,65,8,14,7,4,19,23,4,0,14,1,1,2,1,0,0,1,0,0
2017-03-08,74,20,63,4,19,8,3,11,9,6,0,8,3,1,6,3,0,0,2,0,0
2017-03-09,56,21,58,7,30,10,13,9,19,3,0,11,3,2,1,0,0,0,1,0,0
2017-03-10,58,14,70,5,28,2,4,8,15,2,0,14,2,1,5,4,0,0,2,0,0
2017-03-11,71,15,74,9,17,2,6,9,23,3,0,7,3,3,1,0,0,0,0,0,0
2017-03-12,70,17,69,8,22,10,8,15,24,1,0,13,0,1,4,1,0,0,2,0,0
2017-03-13,69,15,68,10,19,3,7,12,27,4,0,10,2,0,0,3,0,0,1,0,0
2017-03-14,71,27,70,4,17,4,8,6,13,4,0,8,0,1,2,1,0,0,2,1,0
2017-03-15,69,21,66,8,20,2,4,14,18,5,0,5,2,3,4,1,0,0,4,1,0
2017-03-16,67,14,70,7,20,10,10,16,10,3,0,1,0,1,3,4,0,0,1,0,0
2017-03-17,72,15,51,8,21,7,3,13,20,2,0,4,1,2,6,3,0,0,4,0,0
2017-03-18,80,26,67,4,23,3,14,17,25,6,0,12,2,0,1,3,0,0,3,0,0
2017-03-19,83,13,60,8,14,7,13,14,28,5,0,11,0,3,2,1,0,0,2,0,0
2017-03-20,67,18,53,6,18,7,11,9,12,6,0,10,4,0,2,2,0,0,6,1,0
2017-03-21,69,20,63,4,22,6,11,16,16,3,0,8,2,1,4,1,0,0,2,0,0
2017-03-22,84,26,64,1,18,7,6,10,4,5,0,6,1,2,1,0,0,0,0,0,0
2017-03-23,85,17,65,4,18,6,7,14,20,4,0,11,1,1,2,0,0,0,6,0,0
2017-03-24,93,27,59,7,20,5,4,10,23,2,0,10,1,1,2,1,0,0,0,0,0
2017-03-25,74,22,72,8,17,11,8,16,17,6,0,14,1,1,1,1,0,0,2,0,0
2017-03-26,72,22,79,4,16,4,5,19,19,4,0,7,0,1,3,2,0,0,2,0,0
2017-03-27,74,22,78,4,19,6,5,10,16,3,0,10,3,1,4,2,0,0,0,0,0
2017-03-28,79,26,69,4,23,9,7,8,21,6,0,10,2,3,2,0,0,0,2,0,0
2017-03-29,77,15,53,6,22,12,10,15,17,3,0,7,0,1,3,1,0,0,2,0,0
2017-03-30,67,22,75,7,22,5,5,15,16,4,0,11,1,1,3,1,0,0,4,0,0
2017-03-31,91,19,51,2,22,3,10,13,19,4,0,7,1,3,5,3,0,0,2,0,0
2017-04-01,69,21,74,4,13,4,8,13,29,7,0,5,2,1,3,1,0,0,1,1,0
2017-04-02,68,28,58,5,18,9,15,17,30,0,0,7,2,0,2,0,0,0,1,0,0
2017-04-03,87,18,78,7,19,11,15,10,20,5,0,13,0,1,2,0,0,0,1,0,0
2017-04-04,72,21,66,3,30,8,8,23,14,4,0,8,2,3,0,2,0,0,2,0,0
2017-04-05,87,21,73,4,24,11,13,12,20,8,0,8,0,2,4,2,0,0,1,1,0
2017-04-06,64,27,60,9,12,5,5,16,19,4,0,12,2,2,2,1,0,0,5,0,0
2017-04-07,72,25,68,7,22,6,13,10,17,5,0,7,2,1,1,1,0,0,1,0,0
2017-04-08,63,22,75,4,19,7,7,16,24,4,0,13,1,3,1,0,0,0,4,0,0
2017-04-09,81,14,81,10,27,5,4,15,26,5,0,13,0,0,0,0,0,0,4,0,0
2017-04-10,84,26,72,12,24,5,8,12,19,6,0,7,1,2,4,2,0,0,3,1,0
2017-04-11,83,23,78,8,25,11,9,18,19,4,0,13,4,1,4,1,0,0,2,0,0
2017-04-12,72,25,68,4,23,9,10,10,15,7,0,9,1,4,2,1,0,0,0,2,0
2017-04-13,100,25,69,1,19,7,8,12,19,7,0,11,1,3,2,3,0,0,2,0,0
2017-04-14,73,20,74,6,17,6,10,18,17,4,0,11,0,0,2,1,0,0,2,0,0
2017-04-15,87,35,71,2,17,3,8,11,25,0,0,5,1,0,1,1,0,0,2,1,0
2017-04-16,70,24,65,6,26,4,9,19,22,11,0,9,2,1,2,3,0,0,5,0,0
2017-04-17,95,27,69,7,20,6,5,20,28,4,0,7,0,0,1,0,0,0,1,0,0
2017-04-18,72,17,68,2,20,4,6,14,29,2,0,3,0,1,2,0,0,0,0,0,0
2017-04-19,71,33,62,6,22,6,11,10,15,3,0,13,5,2,1,2,0,0,2,1,0
2017-04-20,81,28,78,7,21,2,14,18,18,4,0,4,0,0,2,1,0,0,4,0,0
2017-04-21,78,22,80,1,22,6,7,5,21,3,0,14,0,4,2,2,0,0,4,0,0
2017-04-22,67,25,59,7,18,7,6,10,26,5,0,6,0,2,1,2,0,0,2,0,0
2017-04-23,63,24,82,8,18,6,12,17,12,6,0,6,0,2,0,1,0,0,0,0,0
2017-04-24,74,20,70,3,23,2,10,19,24,7,0,11,1,0,2,1,0,0,3,0,0
2017-04-25,74,24,73,5,13,4,13,19,22,2,0,10,0,1,3,0,0,0,2,0,0
2017-04-26,74,27,67,4,24,5,12,18,21,9,0,15,2,1,3,2,0,0,1,0,0
2017-04-27,73,25,61,8,23,8,9,14,18,6,0,11,3,3,3,1,0,0,2,0,0
2017-04-28,82,21,78,4,27,6,6,21,16,4,0,10,0,5,1,1,0,0,3,0,0
2017-04-29,92,34,78,7,22,4,11,14,25,5,0,9,0,5,2,0,0,0,3,0,0
2017-04-30,69,29,83,10,17,7,8,10,31,8,0,6,0,5,1,3,0,0,0,0,0
2017-05-01,72,27,73,5,21,6,11,11,31,5,0,9,4,2,4,2,0,0,3,0,0
2017-05-02,71,24,61,3,25,10,10,13,14,4,0,7,2,1,5,0,0,0,1,1,0
2017-05-03,77,18,91,3,24,5,9,7,14,4,0,11,5,6,1,0,0,0,1,0,0
2017-05-04,91,25,88,3,22,10,8,16,18,7,0,9,2,1,1,4,0,0,1,0,0
2017-05-05,70,27,92,7,21,11,12,19,18,3,0,11,0,0,4,2,0,0,0,0,0
2017-05-06,74,25,70,5,26,5,8,18,15,3,0,11,1,1,2,2,0,0,3,0,0
2017-05-07,83,26,63,9,22,5,8,14,19,11,0,11,1,2,2,1,0,0,2,0,0
2017-05-08,70,22,68,3,18,2,15,17,21,1,0,13,1,1,2,2,0,0,3,0,0
2017-05-09,66,19,74,4,22,7,7,16,15,6,0,12,2,3,2,1,0,0,1,0,0
2017-05-10,54,23,68,4,23,6,8,14,17,6,0,8,3,1,3,0,0,0,3,0,0
2017-05-11,72,35,85,3,15,4,7,12,8,1,0,12,2,1,3,1,0,0,3,0,0
2017-05-12,109,25,63,9,23,7,6,13,17,5,0,10,3,0,2,3,0,0,4,0,0
2017-05-13,79,36,72,7,17,11,11,12,30,7,0,7,0,1,2,3,0,0,3,1,0
2017-05-14,85,29,76,5,23,8,9,11,29,4,0,11,2,4,4,1,0,0,3,0,0
2017-05-15,72,21,64,8,26,7,7,13,18,6,0,12,3,1,2,3,0,0,1,2,0
2017-05-16,88,23,107,6,29,2,12,16,16,7,0,7,0,3,2,4,0,0,1,0,0
2017-05-17,74,30,59,6,13,5,10,14,25,4,0,11,0,1,2,4,0,0,2,0,0
2017-05-18,83,23,82,4,29,5,7,21,12,2,0,13,0,2,1,1,0,0,2,0,0
2017-05-19,59,27,80,3,20,4,7,16,17,8,0,10,3,1,2,2,0,0,1,0,0
2017-05-20,92,30,86,6,23,4,9,9,21,6,0,9,0,4,2,0,0,0,1,0,0
2017-05-21,82,37,99,4,31,3,14,18,20,4,0,7,2,4,1,2,0,0,1,0,0
2017-05-22,79,36,94,14,28,7,7,19,24,4,0,5,2,1,1,1,0,0,1,0,0
2017-05-23,90,42,73,7,20,7,16,21,22,9,0,10,1,0,0,3,0,0,1,0,0
2017-05-24,62,41,105,6,18,10,7,17,19,3,0,19,3,1,2,2,0,0,2,1,0
2017-05-25,61,38,67,9,30,3,11,18,20,3,0,16,1,2,2,1,0,0,5,0,0
2017-05-26,71,34,97,6,25,6,11,19,20,5,0,12,0,1,2,0,0,0,1,0,0
2017-05-27,68,39,82,8,22,4,15,31,20,5,0,6,0,2,2,2,0,0,1,0,0
2017-05-28,70,19,110,11,28,10,7,20,30,9,0,19,1,0,2,4,0,0,3,0,0
2017-05-29,95,31,101,9,26,6,12,21,21,6,0,11,1,4,2,1,0,0,1,0,0
2017-05-30,73,31,86,6,27,7,6,17,23,6,0,16,3,1,0,3,0,0,1,1,0
2017-05-31,77,32,102,10,22,8,15,22,16,6,0,14,2,2,2,3,0,0,2,0,0
2017-06-01,86,40,79,11,21,7,11,20,12,5,0,16,1,4,3,2,0,0,1,0,0
2017-06-02,83,27,78,12,22,4,6,16,19,1,0,15,1,4,1,1,0,0,1,0,0
2017-06-03,99,45,110,7,19,9,20,24,18,3,0,14,0,5,1,2,0,0,0,0,0
2017-06-04,83,38,108,14,30,4,14,21,22,3,0,12,2,4,2,1,0,0,1,1,0
2017-06-05,75,52,81,5,16,11,13,21,21,6,0,8,2,3,2,0,0,0,2,0,0
2017-06-06,71,42,93,6,30,1,18,22,11,7,0,11,0,3,1,1,0,0,2,0,0
2017-06-07,77,38,86,13,19,3,12,23,15,9,0,11,3,2,3,5,0,0,1,0,0
2017-06-08,71,48,113,10,27,11,7,24,22,6,0,18,4,0,4,2,0,0,2,0,0
