fecha,Tumores [Neoplasias],Enfermedades del sistema respiratorio ,Enfermedades del sistema circulatorio ,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema genitourinario,"Enfermedades endocrinas, nutricionales y metabólicas",Causas externas de morbilidad y de mortalidad,Trastornos mentales y del comportamiento,COVID-19,Enfermedades del sistema nervioso central,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades de la piel y del tejido subcutáneo,Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2018-03-12,68,17,68,4,17,5,10,8,15,8,0,10,2,2,1,0,0,0,1,0,0
2018-03-13,86,27,64,2,19,4,10,11,12,3,0,9,2,4,0,1,0,0,3,0,0
2018-03-14,80,14,50,5,24,6,14,13,24,10,0,4,0,2,0,2,0,0,2,0,0
2018-03-15,66,28,58,9,22,7,11,7,21,5,0,8,4,0,3,3,0,0,5,1,0
2018-03-16,67,28,58,9,23,2,9,10,21,6,0,11,0,1,1,5,0,0,3,0,0
2018-03-17,69,25,75,3,24,5,11,11,19,3,0,11,3,1,1,2,0,0,3,0,0
2018-03-18,79,24,66,3,20,3,11,8,30,2,0,16,0,2,3,0,0,0,2,0,0
2018-03-19,71,26,66,7,25,9,10,14,19,5,0,6,0,3,2,1,0,0,1,0,0
2018-03-20,76,24,73,4,27,5,5,17,13,6,0,13,1,4,0,1,0,0,3,0,0
2018-03-21,78,21,72,4,20,5,7,17,13,7,0,12,1,0,2,2,0,0,3,0,0
2018-03-22,77,23,65,7,14,2,8,6,17,6,0,14,5,4,1,0,0,0,3,0,0
2018-03-23,77,22,79,2,20,3,7,5,20,7,0,9,0,1,4,3,0,0,1,1,0
2018-03-24,64,27,56,5,18,5,6,8,26,8,0,8,1,1,0,2,0,0,2,0,0
2018-03-25,85,23,65,3,27,7,10,8,19,5,0,11,0,0,3,3,0,0,2,0,0
2018-03-26,77,26,86,6,21,6,9,7,12,8,0,9,3,1,1,1,0,0,1,1,0
2018-03-27,86,37,63,8,29,4,11,13,29,6,0,7,3,0,3,1,0,0,0,0,0
2018-03-28,92,29,65,4,24,11,8,17,14,7,0,13,4,2,1,0,0,0,4,0,0
2018-03-29,57,30,70,5,17,5,9,12,19,2,0,10,1,1,7,2,0,0,4,0,0
2018-03-30,85,25,69,5,21,4,9,14,22,9,0,14,2,2,2,2,0,0,3,0,0
2018-03-31,95,27,85,7,18,3,5,18,22,5,0,9,2,2,1,4,0,0,1,0,0
2018-04-01,68,31,68,8,19,3,10,8,19,4,0,5,0,1,3,2,0,0,1,1,0
2018-04-02,79,26,69,4,18,8,8,7,22,2,0,7,2,2,2,2,0,0,1,0,0
2018-04-03,75,31,64,4,14,5,20,9,23,7,0,17,0,1,1,4,0,0,0,0,0
2018-04-04,71,28,73,6,26,7,5,8,17,6,0,11,3,0,4,7,0,0,1,0,0
2018-04-05,68,16,65,5,25,5,7,9,9,5,0,12,1,1,4,1,0,0,0,0,0
2018-04-06,76,21,71,6,26,7,10,11,13,4,0,11,3,3,2,2,0,0,4,0,0
2018-04-07,84,40,84,11,23,6,8,11,29,4,0,12,1,3,6,2,0,0,3,0,0
2018-04-08,70,32,66,9,16,5,10,10,23,5,0,16,3,0,1,0,0,0,2,0,0
2018-04-09,79,20,66,4,28,2,9,10,24,8,0,16,5,1,4,1,0,0,2,0,0
2018-04-10,77,34,62,4,21,8,2,15,19,8,0,11,2,2,1,2,0,0,4,0,0
2018-04-11,86,35,69,7,28,1,7,9,18,7,0,11,1,1,0,5,0,0,3,2,0
2018-04-12,83,23,70,6,24,7,10,8,25,5,0,4,0,1,5,2,0,0,0,0,0
2018-04-13,57,33,93,8,23,9,10,9,18,8,0,10,2,0,6,0,0,0,1,0,0
2018-04-14,77,28,65,7,18,5,10,11,25,4,0,13,1,1,2,2,0,0,2,0,0
2018-04-15,69,22,78,9,15,7,10,10,24,2,0,14,1,3,1,1,0,0,1,0,0
2018-04-16,65,25,64,8,26,4,8,17,20,5,0,11,1,0,2,1,0,0,4,0,0
2018-04-17,68,26,56,4,16,4,13,9,22,3,0,13,3,0,1,2,0,0,0,1,0
2018-04-18,71,32,72,6,26,7,7,9,30,7,0,8,1,1,0,5,0,0,1,0,0
2018-04-19,79,33,75,4,22,7,9,5,26,10,0,7,2,2,5,1,0,0,1,0,0
2018-04-20,76,30,64,5,25,8,5,11,26,6,0,9,3,1,2,4,0,0,0,0,0
2018-04-21,73,35,79,4,23,9,8,12,27,2,0,11,3,3,0,2,0,0,1,1,0
2018-04-22,81,15,69,7,29,6,9,8,30,6,0,11,0,3,0,3,0,0,3,0,0
2018-04-23,68,36,64,9,18,2,8,13,14,4,0,10,0,0,2,3,0,0,2,0,0
2018-04-24,75,33,89,4,31,4,17,9,13,4,0,9,1,1,2,1,0,1,6,1,0
2018-04-25,78,18,69,8,15,10,12,8,14,2,0,8,3,0,6,2,0,0,1,0,0
2018-04-26,84,25,82,7,23,5,6,14,11,9,0,11,1,3,0,3,0,0,2,0,0
2018-04-27,63,21,75,9,29,4,14,11,20,7,0,11,2,0,2,1,0,0,4,0,0
2018-04-28,78,30,77,8,18,2,5,17,29,5,0,6,0,0,2,2,0,0,2,0,0
2018-04-29,80,25,60,7,24,9,5,7,28,5,0,9,2,1,4,2,0,0,1,0,0
2018-04-30,77,40,67,7,22,6,15,6,17,5,0,7,1,1,0,3,0,0,3,0,0
2018-05-01,85,29,73,2,23,9,13,12,25,6,0,14,3,2,1,3,0,0,5,0,0
2018-05-02,75,31,90,9,16,8,7,12,16,4,0,13,2,0,0,3,0,0,1,0,0
2018-05-03,72,25,69,6,33,6,3,13,15,5,0,7,0,3,3,1,0,0,4,0,0
2018-05-04,72,31,92,6,21,8,5,9,8,9,0,8,2,3,2,1,0,0,2,0,0
2018-05-05,78,34,88,7,23,5,9,12,21,6,0,9,1,1,1,0,0,0,4,0,0
2018-05-06,69,26,80,7,24,2,8,8,19,3,0,8,2,4,1,3,0,0,2,0,0
2018-05-07,71,29,59,2,21,2,3,6,18,6,0,11,1,0,2,1,0,0,4,1,0
2018-05-08,61,27,69,7,23,7,11,9,19,5,0,13,1,3,2,0,0,0,4,0,0
2018-05-09,72,40,55,5,20,2,6,7,23,5,0,8,0,2,1,0,0,0,1,0,0
2018-05-10,84,28,70,3,24,7,8,13,20,5,0,9,2,4,0,2,0,0,3,0,0
2018-05-11,80,27,82,3,15,6,7,12,10,3,0,11,2,0,3,2,0,0,1,1,0
2018-05-12,63,34,71,11,27,9,7,13,17,6,0,9,2,1,2,0,0,0,1,0,0
2018-05-13,92,31,76,7,21,0,5,15,27,7,0,13,1,1,1,4,0,0,0,1,0
2018-05-14,74,39,84,14,18,2,19,15,24,2,0,13,3,2,3,4,0,0,1,0,0
2018-05-15,83,38,57,7,28,5,8,10,17,7,0,16,1,0,3,1,0,0,3,0,0
2018-05-16,65,27,70,11,30,4,11,19,15,5,0,6,1,1,0,4,0,0,1,0,0
2018-05-17,79,27,69,5,19,6,12,5,22,4,0,13,2,1,4,1,0,0,3,0,0
2018-05-18,69,30,65,11,30,11,6,10,20,8,0,11,3,1,1,1,0,0,0,0,0
2018-05-19,65,37,90,6,20,6,8,10,25,4,0,13,1,1,1,2,0,0,3,0,0
2018-05-20,76,42,85,8,21,7,13,15,25,5,0,8,2,0,3,2,0,0,1,0,0
2018-05-21,75,28,83,6,22,7,8,18,22,2,0,15,2,1,0,1,0,0,0,0,0
2018-05-22,75,29,87,7,23,7,8,14,17,1,0,8,2,2,3,4,0,0,1,0,0
2018-05-23,97,42,96,4,19,10,16,9,18,6,0,6,1,2,0,5,0,0,0,1,0
2018-05-24,67,36,75,9,23,3,10,9,19,6,0,10,2,0,5,3,0,0,2,0,0
2018-05-25,88,24,86,6,24,10,7,8,19,5,0,18,1,1,2,5,0,0,0,0,0
2018-05-26,72,28,84,4,27,6,8,12,31,7,0,11,2,0,2,2,0,0,4,0,0
2018-05-27,76,32,95,8,27,3,4,7,22,10,0,7,1,1,3,1,0,0,1,0,0
2018-05-28,76,33,80,3,30,3,8,12,17,7,0,9,0,0,2,2,0,0,2,0,0
2018-05-29,66,34,74,5,25,9,7,13,11,9,0,9,2,1,3,6,0,0,2,0,0
2018-05-30,102,34,85,10,20,6,12,9,13,4,0,13,3,2,4,4,0,0,3,0,0
2018-05-31,84,41,86,6,25,0,12,10,27,7,0,10,3,1,4,1,0,0,2,0,0
2018-06-01,77,39,80,7,27,5,11,17,19,7,0,14,0,1,2,3,0,0,1,1,0
2018-06-02,80,39,84,8,14,5,11,12,24,5,0,16,3,1,2,0,0,0,3,0,0
2018-06-03,73,34,77,13,21,6,12,13,26,4,0,16,2,2,1,1,0,0,2,0,0
2018-06-04,72,46,91,9,22,12,8,9,17,8,0,15,2,2,3,1,0,0,3,0,0
2018-06-05,70,32,108,9,19,7,12,15,18,5,0,11,4,4,2,1,0,0,1,0,0
2018-06-06,91,42,103,13,21,8,19,23,22,5,0,16,1,1,4,4,0,0,3,0,0
2018-06-07,97,31,95,13,29,5,16,11,18,2,0,12,2,0,4,0,0,0,4,0,0
2018-06-08,73,41,99,8,19,5,13,19,16,13,0,14,3,3,3,4,0,0,4,0,0
2018-06-09,84,48,95,10,21,4,14,15,22,5,0,13,1,0,1,0,0,0,1,0,0
2018-06-10,86,35,115,6,25,7,11,11,20,1,0,19,1,1,1,3,0,0,3,0,0
2018-06-11,88,37,84,9,20,11,5,12,28,3,0,7,0,1,3,3,0,0,2,0,0
2018-06-12,88,44,85,16,25,9,10,15,20,7,0,10,1,1,3,1,0,0,1,0,0
2018-06-13,84,26,97,5,23,6,16,21,23,7,0,14,1,1,5,3,0,0,7,0,0
2018-06-14,96,37,119,6,21,11,13,25,21,9,0,21,1,0,2,3,0,0,4,0,0
2018-06-15,83,51,91,10,26,5,10,16,18,6,0,11,5,3,4,1,0,0,1,0,0
2018-06-16,100,43,98,8,16,8,9,12,24,9,0,11,3,4,4,3,0,0,1,1,0
2018-06-17,80,44,82,17,25,8,20,16,35,7,0,12,5,2,2,4,0,0,0,0,0
2018-06-18,84,46,86,7,21,8,6,14,23,9,0,13,3,3,1,0,0,0,3,0,0
2018-06-19,83,52,84,13,24,7,11,16,15,8,0,8,0,1,1,2,0,0,0,0,0
2018-06-20,69,37,73,7,26,6,12,15,19,7,0,16,5,4,8,3,0,0,1,0,0
2018-06-21,79,44,88,9,26,2,7,14,23,5,0,10,3,2,2,4,0,0,3,0,0
2018-06-22,79,40,74,8,32,3,14,14,17,9,0,12,1,2,2,4,0,0,1,0,0
2018-06-23,70,47,80,5,24,4,13,19,21,5,0,16,1,3,1,4,0,0,1,0,0
2018-06-24,75,33,106,10,27,8,7,14,30,10,0,15,2,0,0,3,0,0,0,0,0
2018-06-25,77,46,82,6,29,7,18,14,19,6,0,10,1,1,2,1,0,0,3,0,0
2018-06-26,93,54,99,10,25,2,9,14,15,13,0,8,3,2,3,6,0,0,1,0,0
2018-06-27,85,36,97,5,27,14,8,15,15,7,0,12,0,1,2,5,0,0,0,1,0
2018-06-28,72,39,82,10,24,5,12,19,20,7,0,14,0,4,1,4,0,0,4,0,0
2018-06-29,81,48,99,8,23,8,13,12,12,9,0,14,2,3,1,3,0,0,2,0,0
2018-06-30,78,48,111,5,29,5,12,12,24,3,0,7,4,0,4,5,0,0,2,0,0
2018-07-01,83,44,100,9,22,5,12,18,22,6,0,13,5,1,1,2,0,0,4,0,0
2018-07-02,65,46,85,3,28,10,8,11,29,8,0,12,1,3,2,3,1,0,0,1,0
2018-07-03,78,55,101,8,27,9,15,13,24,9,0,18,1,2,2,1,0,0,4,0,0
2018-07-04,84,35,87,7,17,4,14,13,25,7,0,19,1,0,2,5,0,0,4,0,0
2018-07-05,96,42,97,5,25,7,8,11,24,9,0,9,1,1,4,3,0,0,1,0,0
2018-07-06,73,45,83,15,19,8,12,22,20,4,0,8,2,0,3,2,0,0,3,0,0
2018-07-07,73,37,90,9,16,6,8,17,31,5,0,15,1,3,2,3,0,0,0,1,0
2018-07-08,84,47,90,6,28,10,13,15,29,5,0,10,0,4,2,2,0,0,5,0,0
2018-07-09,69,49,92,8,24,5,13,16,21,10,0,12,1,1,1,5,0,0,0,0,0
2018-07-10,66,30,90,8,29,7,10,18,17,5,0,18,0,1,4,6,0,0,1,0,0
2018-07-11,85,44,73,8,25,13,12,16,22,7,0,19,3,0,3,3,0,0,1,0,0
2018-07-12,76,40,91,9,34,13,6,17,14,3,0,11,3,1,4,1,0,0,1,0,0
2018-07-13,81,55,84,5,30,9,9,17,20,7,0,9,1,2,3,5,0,0,2,0,0
2018-07-14,71,51,77,8,22,6,11,9,22,7,0,8,2,3,3,2,0,0,1,0,0
2018-07-15,78,50,87,16,27,8,9,11,24,6,0,11,2,1,3,2,0,0,4,0,0
2018-07-16,82,48,91,8,19,8,9,13,23,4,0,16,3,1,1,2,0,0,2,0,0
2018-07-17,79,40,98,10,29,6,12,16,19,3,0,17,0,2,3,4,0,0,2,0,0
2018-07-18,81,53,77,4,20,5,10,13,21,7,0,6,2,0,2,4,0,0,3,0,0
2018-07-19,79,41,83,9,24,11,6,16,18,6,0,12,5,3,2,2,0,0,1,0,0
2018-07-20,73,57,81,5,29,14,7,17,14,5,0,14,1,4,2,2,0,0,4,1,0
2018-07-21,56,46,102,10,34,8,11,15,24,6,0,15,2,3,3,1,0,0,0,0,0
2018-07-22,91,34,106,14,25,9,11,21,22,11,0,16,2,3,3,3,0,0,1,0,0
2018-07-23,88,52,101,9,24,4,9,16,16,8,0,16,5,1,0,1,0,0,2,0,0
2018-07-24,81,51,110,11,20,7,5,22,25,8,0,13,2,2,1,4,0,0,2,0,0
2018-07-25,100,53,83,7,30,5,12,12,16,13,0,15,4,0,1,2,1,0,3,0,0
2018-07-26,92,44,111,9,17,4,11,20,15,9,0,15,3,2,1,4,0,0,2,1,0
2018-07-27,80,58,112,9,26,7,5,20,22,16,0,12,0,4,2,4,0,0,0,0,0
2018-07-28,71,49,99,9,15,4,9,16,27,7,0,13,3,2,4,5,0,0,2,0,0
2018-07-29,78,46,115,7,28,6,7,15,19,7,0,17,2,0,0,2,0,0,4,0,0
2018-07-30,81,55,97,12,36,9,14,15,28,10,0,19,2,3,0,3,0,0,1,0,0
2018-07-31,76,44,105,9,18,5,15,15,20,9,0,13,3,4,1,4,0,0,1,1,0
2018-08-01,77,39,115,9,22,4,8,17,25,8,0,15,6,2,2,2,0,0,2,0,0
2018-08-02,74,51,112,8,31,8,17,14,17,14,0,21,1,3,2,2,0,0,0,0,0
2018-08-03,75,41,107,10,32,6,14,7,17,12,0,12,1,4,3,6,0,0,2,0,0
2018-08-04,84,52,96,11,16,7,16,12,19,8,0,19,2,2,1,4,0,0,3,0,0
2018-08-05,68,67,89,9,21,10,10,14,31,15,0,13,2,7,1,1,0,0,0,0,0
2018-08-06,100,47,112,12,26,6,17,17,19,6,0,14,3,3,1,5,0,0,2,0,0
2018-08-07,82,55,84,9,22,7,12,20,19,13,0,7,0,0,2,2,0,0,2,0,0
2018-08-08,77,59,92,8,25,4,14,15,22,11,0,19,6,6,1,0,0,0,0,0,0
2018-08-09,77,48,98,7,26,9,9,13,21,9,0,18,1,3,1,4,0,0,2,1,0
2018-08-10,96,51,96,6,19,9,10,16,18,10,0,11,2,2,4,0,0,0,1,0,0
2018-08-11,96,44,84,11,18,6,8,14,21,3,0,11,5,2,2,3,0,0,3,0,0
2018-08-12,71,51,78,15,17,7,14,26,23,7,0,14,3,5,2,1,0,0,2,0,0
2018-08-13,73,53,112,5,16,9,9,14,21,7,0,15,2,4,3,1,0,0,1,0,0
2018-08-14,69,41,90,4,23,6,10,14,38,5,0,17,1,5,3,1,0,0,2,0,0
2018-08-15,85,54,95,11,17,6,10,7,15,4,0,17,0,0,1,0,0,0,3,0,0
2018-08-16,80,46,89,16,25,5,3,16,25,9,0,9,1,2,2,2,0,0,1,0,0
2018-08-17,82,41,76,8,24,7,10,18,16,11,0,16,1,5,3,5,0,0,4,0,0
2018-08-18,89,45,95,10,20,4,15,18,17,7,0,20,3,1,3,3,0,0,1,0,0
2018-08-19,77,45,80,7,16,7,7,10,22,8,0,12,1,0,2,1,0,0,3,0,0
2018-08-20,93,43,88,7,25,7,9,8,20,5,0,12,1,1,4,2,0,0,0,1,0
2018-08-21,87,43,89,11,20,3,6,21,16,7,0,10,3,3,3,2,0,0,2,0,0
2018-08-22,84,57,89,9,19,8,9,15,24,12,0,17,2,3,3,2,0,0,2,0,0
2018-08-23,75,49,82,4,18,5,9,15,29,10,0,17,2,4,2,4,0,0,0,0,0
2018-08-24,78,60,99,6,19,6,15,15,22,7,0,10,2,2,2,2,0,0,3,0,0
2018-08-25,95,45,91,8,19,10,12,14,24,7,0,14,1,3,1,0,0,0,2,1,0
2018-08-26,84,48,86,11,22,5,25,18,23,10,0,20,5,2,0,2,0,0,1,0,0
2018-08-27,87,54,85,5,20,12,7,11,17,10,0,13,0,0,2,3,0,0,2,0,0
2018-08-28,68,46,83,7,27,5,5,8,23,9,0,4,1,1,4,4,0,0,0,0,0
2018-08-29,80,41,104,7,24,9,7,19,15,9,0,9,2,1,0,3,0,0,3,0,0
2018-08-30,78,35,80,4,26,7,10,10,22,6,0,7,1,2,3,2,0,0,0,0,0
2018-08-31,67,51,88,6,26,4,12,12,19,12,0,10,1,0,2,4,0,0,4,0,0
2018-09-01,68,48,75,7,24,7,10,16,25,4,0,18,1,0,2,1,0,0,0,1,0
2018-09-02,68,42,90,10,12,5,10,15,17,13,0,13,2,3,3,0,0,0,2,1,0
2018-09-03,80,46,92,4,22,11,12,19,21,10,0,13,2,1,3,1,0,0,2,0,0
2018-09-04,84,45,76,7,19,9,18,14,17,10,0,11,1,2,2,1,0,0,4,0,0
2018-09-05,77,46,68,13,32,8,6,17,17,9,0,15,3,3,1,2,0,0,2,0,0
2018-09-06,80,44,77,7,21,4,11,13,14,5,0,14,1,3,6,3,0,0,6,0,0
2018-09-07,79,41,82,6,18,4,5,20,15,7,0,10,5,5,2,3,0,0,1,1,0
2018-09-08,97,43,76,4,24,8,6,10,21,8,0,10,0,3,1,0,0,0,5,0,0
2018-09-09,85,40,92,11,24,7,6,16,20,6,0,12,3,3,3,4,0,0,0,0,0
2018-09-10,70,52,81,2,18,7,8,13,17,4,0,16,2,2,1,2,0,0,1,0,0
2018-09-11,87,41,66,6,29,6,3,16,24,6,0,12,4,0,1,1,0,0,4,0,0
2018-09-12,69,47,63,4,23,6,7,11,22,5,0,17,2,0,4,2,0,0,0,0,0
2018-09-13,75,42,92,6,22,7,9,11,19,4,0,12,1,1,2,1,0,0,3,0,0
2018-09-14,68,41,82,4,17,9,5,15,29,11,0,7,1,6,5,4,0,0,2,0,0
2018-09-15,82,38,86,4,18,6,12,11,28,4,0,9,2,2,1,6,0,0,3,0,0
2018-09-16,91,38,84,11,28,5,15,12,26,4,0,6,2,1,2,1,0,0,5,2,0
2018-09-17,78,34,88,7,25,12,9,11,24,14,0,12,0,2,2,1,0,0,4,0,0
2018-09-18,64,47,88,14,26,7,7,13,35,10,0,14,2,3,1,2,0,0,1,1,0
2018-09-19,82,42,85,7,22,5,13,7,24,7,0,13,2,2,3,1,0,0,4,0,0
2018-09-20,71,41,85,12,20,13,8,14,24,5,0,13,2,1,2,3,0,0,0,0,0
2018-09-21,70,24,89,9,28,8,10,16,20,5,0,9,3,1,2,1,0,0,1,1,0
2018-09-22,87,56,73,5,25,2,11,16,23,15,0,14,1,2,1,5,0,0,1,0,0
2018-09-23,65,37,76,6,30,7,12,16,19,6,0,10,2,1,4,3,0,0,1,0,0
2018-09-24,66,44,74,5,19,11,13,14,14,6,0,6,3,3,2,0,0,0,1,0,0
2018-09-25,60,34,74,4,25,5,12,10,15,9,0,11,0,0,3,4,0,0,4,0,0
2018-09-26,75,45,72,4,24,7,15,18,21,5,0,13,1,4,3,4,0,0,2,0,0
2018-09-27,80,38,77,7,23,5,17,10,24,12,0,14,3,2,1,2,0,0,2,0,0
2018-09-28,69,34,82,5,29,6,9,11,11,12,0,8,0,1,2,2,0,0,3,0,0
2018-09-29,70,36,87,5,20,5,9,15,24,3,0,12,1,1,1,4,0,0,5,0,0
2018-09-30,68,26,82,2,18,10,3,14,28,7,0,13,1,1,1,6,0,0,3,0,0
2018-10-01,65,34,91,2,17,9,11,13,17,3,0,21,2,2,1,2,0,0,3,0,0
2018-10-02,78,41,82,9,16,5,11,11,18,8,0,10,4,2,2,0,0,0,1,0,0
2018-10-03,72,43,73,7,16,8,14,19,16,7,0,6,2,0,3,4,0,0,1,0,0
2018-10-04,64,41,90,9,31,8,13,12,15,6,0,18,2,3,0,2,0,0,3,0,0
2018-10-05,70,42,67,7,22,3,8,8,17,8,0,16,2,0,0,8,0,0,2,0,0
2018-10-06,68,37,97,5,19,5,11,8,15,7,0,15,2,0,4,2,0,0,2,0,0
2018-10-07,65,33,74,4,23,6,10,11,30,11,0,11,0,1,3,0,0,0,0,0,0
2018-10-08,57,33,83,7,17,5,7,14,15,5,0,14,1,1,1,4,0,0,3,0,0
2018-10-09,82,36,87,4,15,10,6,11,12,4,0,12,0,1,4,3,0,0,2,0,0
2018-10-10,64,34,81,8,19,10,7,5,14,5,0,14,3,3,4,0,0,0,2,0,0
2018-10-11,71,29,90,8,24,8,8,11,18,3,0,15,2,1,1,4,0,0,3,0,0
2018-10-12,77,22,85,9,20,6,7,8,16,3,0,11,2,1,2,1,0,0,2,0,0
2018-10-13,76,29,68,13,25,11,7,9,27,5,0,11,1,4,2,0,0,0,2,0,0
2018-10-14,67,40,86,2,29,2,14,8,25,7,0,12,2,1,3,0,0,0,1,0,0
2018-10-15,71,32,81,9,17,6,12,8,20,6,0,8,2,5,2,4,0,0,2,0,0
2018-10-16,75,37,71,7,22,9,8,17,21,6,0,8,2,3,1,3,0,0,1,0,0
2018-10-17,65,36,74,8,22,4,7,7,14,6,0,7,3,5,2,2,0,0,0,0,0
2018-10-18,76,25,70,5,17,5,6,9,20,3,0,15,1,3,2,2,0,0,2,0,0
2018-10-19,87,28,70,11,13,4,7,12,22,5,0,17,2,0,1,2,0,0,4,0,0
2018-10-20,84,23,76,10,27,5,7,11,21,10,0,11,3,1,6,3,0,0,2,0,0
2018-10-21,79,31,84,7,19,7,13,18,28,10,0,13,3,2,2,3,0,0,1,0,0
2018-10-22,74,32,73,3,19,6,12,11,25,8,0,8,1,1,2,1,0,0,3,0,0
2018-10-23,79,26,77,3,26,3,8,18,16,8,0,15,0,1,4,2,0,0,0,0,0
2018-10-24,85,41,89,3,23,9,7,14,25,6,0,11,4,3,1,2,0,0,1,0,0
2018-10-25,77,32,74,7,19,3,6,9,20,9,0,14,0,1,1,0,0,0,2,0,0
2018-10-26,74,28,65,6,15,8,12,12,22,7,0,14,1,2,0,3,0,0,0,0,0
2018-10-27,78,30,73,9,17,7,7,12,21,10,0,11,0,2,2,2,0,0,2,0,0
2018-10-28,76,42,94,6,23,11,8,10,21,4,0,11,1,2,2,1,0,0,3,0,0
2018-10-29,79,29,77,11,16,7,10,15,24,8,0,6,5,1,4,2,0,0,1,0,0
2018-10-30,63,37,70,9,16,3,9,11,12,5,0,9,0,1,2,2,0,0,3,1,0
2018-10-31,83,35,82,5,15,7,8,5,20,5,0,11,2,6,2,2,0,0,2,0,0
2018-11-01,77,28,79,8,18,3,10,7,18,6,0,11,1,2,2,3,0,0,1,0,0
2018-11-02,59,28,75,7,14,5,7,10,21,7,0,16,2,1,0,4,0,0,1,1,0
2018-11-03,65,29,88,2,19,6,9,12,26,3,0,9,1,0,3,1,0,0,1,0,0
2018-11-04,68,38,82,5,17,7,17,11,19,8,0,20,0,0,0,1,0,0,5,0,0
2018-11-05,72,26,69,13,14,4,7,16,19,7,0,12,0,5,2,2,0,0,3,0,0
2018-11-06,71,29,81,5,25,6,10,17,22,6,0,14,3,1,2,2,0,0,2,0,0
2018-11-07,82,25,91,5,27,4,11,15,24,5,0,17,1,1,1,4,0,0,4,0,0
2018-11-08,67,23,58,11,23,11,10,16,25,10,0,17,0,1,2,1,0,0,3,0,0
2018-11-09,79,31,64,3,25,8,6,9,22,5,0,9,0,2,4,1,0,0,4,0,0
2018-11-10,70,30,76,5,22,6,4,11,23,5,0,21,1,2,1,3,0,0,3,0,0
2018-11-11,79,17,61,7,13,10,12,10,17,3,0,7,1,1,0,5,0,0,1,0,0
2018-11-12,77,39,71,7,17,3,5,9,12,3,0,15,0,0,4,3,0,0,3,0,0
2018-11-13,63,27,87,9,20,8,6,14,17,9,0,11,0,3,0,1,0,0,2,1,0
2018-11-14,81,37,86,11,17,5,4,10,16,3,0,16,1,1,3,3,0,0,2,0,0
2018-11-15,76,25,72,7,13,6,11,14,15,2,0,12,1,2,4,2,0,0,1,0,0
2018-11-16,85,19,74,7,17,9,5,7,21,5,0,11,3,0,4,2,0,0,1,0,0
2018-11-17,78,21,75,7,20,6,6,10,21,8,0,14,2,1,3,3,0,0,2,0,0
2018-11-18,84,44,67,5,21,6,7,8,24,3,0,13,1,3,2,1,0,0,4,1,0
2018-11-19,80,35,69,10,20,5,9,11,23,3,0,12,0,1,0,3,0,0,1,1,0
2018-11-20,88,32,74,8,22,7,11,13,13,10,0,10,2,1,2,4,0,0,3,0,0
2018-11-21,82,44,76,7,26,6,9,6,25,5,0,7,4,1,2,2,0,0,3,1,0
2018-11-22,91,16,55,14,20,4,8,7,22,6,0,15,3,1,4,1,0,0,1,0,0
2018-11-23,83,33,76,14,17,8,5,8,19,5,0,12,1,3,0,2,0,0,1,0,0
2018-11-24,73,35,58,9,24,7,10,10,25,6,0,8,2,0,2,1,0,0,4,0,0
2018-11-25,76,34,70,7,15,6,10,7,27,8,0,10,0,0,3,3,0,0,1,0,0
2018-11-26,86,33,69,5,23,5,8,6,26,6,0,13,2,4,7,2,0,0,2,0,0
2018-11-27,75,35,60,10,26,9,9,7,23,7,0,8,1,1,0,2,0,0,1,1,0
2018-11-28,65,26,58,3,22,7,9,11,24,4,0,10,1,0,2,3,0,0,1,0,0
2018-11-29,80,31,73,8,15,7,7,6,16,1,0,12,1,1,2,2,0,0,0,1,0
2018-11-30,78,30,64,6,25,5,9,11,23,5,0,7,2,2,0,1,0,0,3,1,0
2018-12-01,80,25,75,9,23,4,5,11,23,6,0,15,2,0,2,2,0,0,3,0,0
2018-12-02,81,27,65,10,21,4,11,11,30,0,0,15,3,1,2,2,0,0,3,0,0
2018-12-03,66,31,46,8,22,4,10,9,14,8,0,9,5,0,1,0,0,0,2,0,0
2018-12-04,79,29,68,8,20,6,7,12,19,5,0,10,3,1,0,2,0,0,0,0,0
2018-12-05,82,25,55,7,27,10,8,13,16,8,0,4,2,3,2,1,0,0,2,0,0
2018-12-06,82,29,66,4,24,9,12,17,18,6,0,14,0,5,1,3,0,0,2,0,0
2018-12-07,72,26,75,8,21,5,4,13,21,7,0,13,1,0,1,2,0,0,2,0,0
2018-12-08,56,22,70,5,22,6,8,9,19,2,0,10,5,2,3,0,0,0,0,0,0
2018-12-09,89,26,71,4,22,5,10,8,14,3,0,20,3,0,3,1,0,0,2,0,0
2018-12-10,94,31,69,7,17,8,10,12,30,6,0,9,1,1,1,3,0,0,3,0,0
2018-12-11,87,27,58,3,21,8,5,7,23,6,0,10,1,0,2,5,0,0,1,0,0
2018-12-12,82,22,69,7,20,7,7,17,29,6,0,14,0,0,0,5,0,0,3,0,0
