fecha,COVID-19,Causas externas de morbilidad y de mortalidad,Enfermedades del sistema genitourinario,Enfermedades del sistema nervioso central,Trastornos mentales y del comportamiento,Tumores [Neoplasias],Enfermedades del sistema circulatorio ,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedades del sistema respiratorio ,Enfermedades del sistema digestivo,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Ciertas enfermedades infecciosas y parasitarias,Enfermedades de la piel y del tejido subcutáneo,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2017-06-09,0,4,1,6,2,32,34,8,24,8,5,2,1,0,1,1,0,1,0,0,0
2017-06-10,0,10,7,6,3,29,40,7,21,5,2,6,0,2,2,2,0,0,0,0,0
2017-06-11,0,7,6,4,5,26,51,8,27,11,5,2,0,0,1,0,0,0,1,0,0
2017-06-12,0,12,4,7,6,16,49,10,23,12,4,4,0,0,1,4,0,0,0,0,0
2017-06-13,0,8,4,8,3,44,35,12,13,13,9,3,1,0,1,0,0,0,0,0,0
2017-06-14,0,9,6,7,4,29,39,9,17,9,3,5,0,2,1,1,0,0,3,0,0
2017-06-15,0,6,4,3,7,44,36,8,18,9,5,8,2,0,1,3,0,0,1,0,0
2017-06-16,0,6,4,3,5,34,40,8,23,9,6,9,0,0,2,0,0,0,3,0,0
2017-06-17,0,9,7,8,2,27,37,9,22,9,7,3,0,1,0,2,0,0,0,0,0
2017-06-18,0,6,5,5,6,34,34,13,20,17,9,4,1,2,1,0,0,0,0,0,0
2017-06-19,0,7,10,9,4,25,45,13,30,7,1,3,1,1,0,1,0,0,0,0,0
2017-06-20,0,6,2,9,5,35,49,10,23,13,3,4,2,0,1,0,0,0,0,0,0
2017-06-21,0,3,2,9,2,36,46,8,20,12,4,4,1,0,0,0,0,0,0,0,0
2017-06-22,0,9,9,7,6,33,43,13,24,6,8,4,0,3,2,2,0,0,2,0,0
2017-06-23,0,8,1,15,1,26,47,7,20,15,2,0,2,3,0,1,0,0,0,0,0
2017-06-24,0,6,7,6,1,32,38,5,21,9,4,2,2,0,4,1,0,0,0,0,0
2017-06-25,0,7,2,6,3,40,46,9,22,9,6,3,0,2,4,0,0,0,1,0,0
2017-06-26,0,10,6,6,4,24,46,17,20,4,3,5,0,1,0,0,0,0,0,0,0
2017-06-27,0,7,4,5,7,33,44,12,22,3,3,5,3,1,2,0,0,0,0,0,0
2017-06-28,0,4,9,6,2,30,30,11,29,8,2,0,1,0,1,0,0,0,1,0,0
2017-06-29,0,6,7,4,2,25,42,8,18,14,3,3,2,0,1,4,0,0,0,0,0
2017-06-30,0,9,1,3,0,26,35,11,20,8,6,4,3,0,0,0,0,0,1,0,0
2017-07-01,0,12,6,6,3,28,43,8,28,6,3,3,1,1,2,0,0,0,0,0,0
2017-07-02,0,12,3,5,2,20,32,14,19,7,9,3,1,0,0,0,0,0,3,0,0
2017-07-03,0,5,5,1,4,25,42,11,19,8,3,2,0,2,0,1,0,0,0,0,0
2017-07-04,0,4,3,9,7,28,38,12,19,6,1,3,2,0,1,0,0,0,1,0,0
2017-07-05,0,3,3,6,3,36,30,11,22,8,4,2,1,0,0,0,0,0,0,0,0
2017-07-06,0,10,1,4,4,20,47,13,19,9,2,4,0,1,0,1,0,0,1,0,0
2017-07-07,0,10,6,6,2,28,38,6,29,9,2,3,3,0,2,1,0,0,0,0,0
2017-07-08,0,4,3,5,3,25,43,12,31,7,8,1,0,1,0,2,0,0,2,0,0
2017-07-09,0,12,3,3,1,21,55,6,21,8,5,3,0,0,0,1,0,0,1,0,0
2017-07-10,0,10,3,10,3,32,47,8,23,9,2,3,0,1,0,1,0,0,1,1,0
2017-07-11,0,5,4,4,0,28,38,6,29,9,4,3,0,0,0,1,0,0,2,0,0
2017-07-12,0,4,3,2,1,28,38,5,18,6,3,2,1,0,0,0,0,0,1,0,0
2017-07-13,0,4,7,1,3,25,36,4,17,8,2,1,1,1,1,2,0,0,1,0,0
2017-07-14,0,7,4,3,7,31,40,9,22,11,7,3,3,0,1,1,0,0,1,0,0
2017-07-15,0,5,5,6,3,29,31,10,11,5,4,3,0,0,0,2,0,0,0,0,0
2017-07-16,0,8,8,6,1,30,42,10,23,3,2,0,0,2,0,1,0,0,0,0,0
2017-07-17,0,5,6,5,7,38,43,10,21,6,6,1,0,0,2,1,0,0,0,0,0
2017-07-18,0,10,5,8,5,33,50,7,22,11,5,3,2,1,1,2,0,0,1,0,0
2017-07-19,0,4,6,8,4,27,29,6,22,15,5,3,0,0,0,2,0,0,0,0,0
2017-07-20,0,6,4,4,4,23,42,6,19,5,1,2,0,1,2,2,0,0,0,0,0
2017-07-21,0,5,3,2,2,27,48,7,13,11,1,4,0,0,0,0,0,0,1,0,0
2017-07-22,0,3,5,2,3,22,37,7,26,11,4,1,0,0,0,2,0,0,2,0,0
2017-07-23,0,8,2,4,0,28,38,9,12,5,7,6,0,2,0,0,0,0,0,0,0
2017-07-24,0,3,5,4,1,17,46,6,18,10,4,2,1,1,1,1,0,0,0,0,0
2017-07-25,0,4,8,7,1,26,31,4,14,12,1,1,1,0,3,2,0,0,0,0,0
2017-07-26,0,4,5,7,3,23,33,8,17,14,4,4,0,3,0,3,0,0,0,0,0
2017-07-27,0,3,4,5,2,26,37,11,19,7,3,3,0,0,0,0,0,0,2,0,0
2017-07-28,0,6,7,7,2,36,35,6,22,9,2,1,2,0,2,0,0,0,0,0,0
2017-07-29,0,7,6,3,1,29,31,7,16,8,3,4,2,2,1,0,0,0,0,0,0
2017-07-30,0,9,4,6,2,30,35,9,17,11,4,2,1,0,1,0,0,0,1,0,0
2017-07-31,0,8,5,4,6,36,32,13,18,6,3,4,1,1,0,0,0,0,2,0,0
2017-08-01,0,7,2,3,2,39,39,4,15,9,5,1,1,2,3,0,0,0,1,0,0
2017-08-02,0,6,3,3,5,32,38,11,14,5,3,3,1,1,1,1,0,0,1,0,0
2017-08-03,0,9,6,3,1,26,40,10,19,13,5,5,2,0,0,1,0,0,0,0,0
2017-08-04,0,3,3,4,1,24,35,7,10,7,3,3,0,0,0,2,0,0,0,0,0
2017-08-05,0,7,1,5,5,19,31,6,17,13,3,1,1,2,0,1,0,0,0,0,0
2017-08-06,0,6,5,5,1,33,43,3,13,11,3,3,0,0,1,1,0,0,0,0,0
2017-08-07,0,4,5,5,1,26,51,5,15,5,5,4,0,1,0,1,0,0,2,0,0
2017-08-08,0,4,5,3,3,24,38,4,8,8,2,6,1,0,1,2,0,0,2,0,0
2017-08-09,0,5,4,5,1,31,47,2,18,6,1,5,0,0,0,0,0,0,2,0,0
2017-08-10,0,7,5,4,4,17,28,7,18,4,3,2,1,1,0,0,0,0,0,0,0
2017-08-11,0,8,7,2,1,34,30,7,8,5,5,1,0,1,0,2,0,0,0,0,0
2017-08-12,0,17,3,4,2,29,43,9,11,10,1,1,0,1,0,1,0,0,2,0,0
2017-08-13,0,7,3,9,2,22,33,2,20,7,3,2,2,0,1,1,0,0,1,0,0
2017-08-14,0,7,5,9,3,26,34,8,14,16,6,5,1,0,0,2,0,0,1,0,0
2017-08-15,0,6,4,4,1,23,41,6,13,9,3,2,1,0,1,3,0,0,0,0,0
2017-08-16,0,7,3,1,4,21,32,8,11,5,6,2,1,1,1,2,0,0,0,0,0
2017-08-17,0,8,5,6,2,29,31,6,19,9,7,2,2,0,1,0,0,0,2,0,0
2017-08-18,0,4,9,6,4,28,33,12,19,9,7,2,0,0,1,0,0,0,4,0,0
2017-08-19,0,11,1,7,1,26,40,5,20,10,5,1,0,1,0,0,0,0,0,0,0
2017-08-20,0,4,2,7,0,31,30,1,17,6,3,2,2,1,1,1,0,0,0,0,0
2017-08-21,0,8,7,8,4,23,44,8,20,3,3,1,1,0,0,1,0,0,1,0,0
2017-08-22,0,4,3,3,4,33,32,8,14,8,5,5,0,0,0,2,0,0,0,1,0
2017-08-23,0,5,5,5,3,25,28,3,14,3,1,3,1,0,1,0,0,0,0,0,0
2017-08-24,0,6,1,4,3,24,30,8,16,10,6,2,0,1,0,2,0,0,3,0,0
2017-08-25,0,1,7,3,1,27,31,8,15,7,4,6,1,0,1,1,0,0,0,0,0
2017-08-26,0,9,3,5,0,24,39,4,14,6,2,2,1,1,0,1,0,0,0,0,0
2017-08-27,0,12,1,4,1,22,47,5,16,14,2,1,1,0,0,0,0,0,0,0,0
2017-08-28,0,9,2,6,1,30,32,6,9,7,4,1,1,2,0,2,0,0,2,0,0
2017-08-29,0,6,5,7,1,25,33,8,17,11,3,3,0,0,0,2,0,0,0,1,0
2017-08-30,0,12,4,4,1,25,49,7,14,6,2,0,1,0,1,1,0,0,0,0,0
2017-08-31,0,8,4,8,2,35,28,9,15,9,2,1,1,0,1,0,0,0,0,0,0
2017-09-01,0,6,2,7,3,33,31,5,18,3,4,4,1,0,0,0,0,0,1,0,0
2017-09-02,0,7,3,3,3,20,29,9,15,9,1,3,0,0,0,0,0,0,1,0,0
2017-09-03,0,10,3,2,2,26,35,4,10,2,6,1,0,0,1,0,0,0,1,0,0
2017-09-04,0,10,5,4,4,21,32,11,10,6,1,2,1,0,0,1,0,0,0,0,0
2017-09-05,0,5,6,5,1,30,31,6,12,8,1,2,1,0,2,2,0,0,1,0,0
2017-09-06,0,4,2,5,3,26,27,5,16,7,5,4,1,0,1,0,0,0,1,0,0
2017-09-07,0,7,4,2,3,27,35,3,14,7,1,2,0,0,0,2,0,0,0,0,0
2017-09-08,0,7,2,3,2,40,31,5,15,0,2,2,0,0,0,0,0,0,2,0,0
2017-09-09,0,10,3,3,0,31,31,7,6,8,2,5,0,0,0,2,0,0,2,0,0
2017-09-10,0,13,3,5,3,24,43,7,13,5,6,1,0,1,1,1,0,0,0,0,0
2017-09-11,0,3,3,6,4,25,33,3,14,8,5,2,1,2,0,0,0,0,1,0,0
2017-09-12,0,12,4,7,2,33,45,10,12,5,3,3,0,0,0,1,0,0,1,0,0
2017-09-13,0,3,5,11,2,35,28,5,16,5,1,1,0,2,0,1,0,0,1,0,0
2017-09-14,0,2,3,4,1,31,39,4,8,9,7,2,1,0,0,3,0,0,3,0,0
2017-09-15,0,4,3,3,2,31,30,5,4,6,3,4,1,1,1,1,0,0,0,0,0
2017-09-16,0,11,2,4,4,36,44,7,18,5,1,1,1,0,1,1,0,0,0,0,0
2017-09-17,0,7,4,5,3,29,37,8,8,4,0,2,2,0,0,2,0,0,0,0,0
2017-09-18,0,5,6,6,3,24,37,11,10,8,4,6,2,2,0,0,0,0,2,0,0
2017-09-19,0,7,4,4,4,26,38,6,7,8,3,3,1,1,0,0,0,0,0,0,0
2017-09-20,0,7,4,3,1,21,37,7,12,6,3,1,0,1,0,2,0,0,1,1,0
2017-09-21,0,6,4,5,3,39,26,3,17,5,1,2,0,1,0,1,0,0,4,0,0
2017-09-22,0,8,3,4,1,26,43,7,16,6,3,2,1,0,3,5,0,0,1,1,0
2017-09-23,0,9,3,4,3,27,32,8,18,4,1,3,1,0,0,0,0,0,1,0,0
2017-09-24,0,8,2,5,1,31,41,5,8,6,3,1,2,0,0,1,0,0,0,0,0
2017-09-25,0,7,7,6,3,35,27,4,10,8,2,5,0,0,0,0,0,0,3,1,0
2017-09-26,0,9,5,3,4,36,37,5,18,8,2,2,0,0,2,2,0,0,0,0,0
2017-09-27,0,7,4,1,1,27,35,5,13,8,3,2,0,0,0,1,0,0,0,0,0
2017-09-28,0,5,4,3,3,29,35,3,10,4,3,3,1,0,2,0,0,0,1,0,0
2017-09-29,0,8,4,5,2,30,29,6,16,7,2,3,1,0,0,0,0,0,0,0,0
2017-09-30,0,7,2,3,1,35,29,8,7,9,6,1,3,1,2,1,0,0,0,0,0
2017-10-01,0,8,6,4,2,22,29,12,7,8,2,5,2,1,0,0,0,0,2,0,0
2017-10-02,0,5,2,4,3,25,29,6,13,9,1,1,0,1,0,1,0,0,0,0,0
2017-10-03,0,14,3,6,2,29,36,8,11,10,4,2,1,0,1,1,0,0,1,0,0
2017-10-04,0,4,5,5,2,35,33,5,14,10,2,2,1,0,0,2,0,0,1,0,0
2017-10-05,0,6,2,5,3,19,29,13,11,7,0,1,1,0,1,2,0,0,3,0,0
2017-10-06,0,14,5,5,4,34,25,6,13,8,4,1,2,2,1,2,0,0,0,0,0
2017-10-07,0,8,5,1,0,26,32,6,4,8,0,4,1,1,1,0,0,0,2,0,0
2017-10-08,0,7,5,3,3,29,42,1,16,6,5,2,1,3,1,0,0,0,1,0,0
2017-10-09,0,9,7,2,3,29,26,3,12,8,1,2,1,1,0,0,0,0,1,0,0
2017-10-10,0,8,2,6,0,31,24,3,15,6,5,0,1,0,1,1,0,0,0,0,0
2017-10-11,0,3,2,3,4,28,38,10,17,9,1,2,0,1,1,0,0,0,0,0,0
2017-10-12,0,4,4,3,2,31,32,7,12,7,5,1,0,1,1,1,0,0,1,0,0
2017-10-13,0,8,2,3,1,27,32,4,9,7,6,1,1,0,0,3,0,0,0,0,0
2017-10-14,0,8,2,6,1,23,31,4,13,7,4,4,1,1,0,1,0,0,0,0,0
2017-10-15,0,14,5,4,2,32,30,10,12,9,1,3,0,0,1,1,0,0,0,0,0
2017-10-16,0,6,4,5,0,29,38,10,10,7,4,0,3,2,1,1,0,0,0,0,0
2017-10-17,0,12,6,4,3,32,18,6,10,10,3,0,2,0,0,2,0,0,0,0,0
2017-10-18,0,7,2,4,3,30,25,8,10,5,3,1,0,1,0,1,0,0,1,0,0
2017-10-19,0,2,5,4,1,27,32,4,12,10,1,3,0,1,2,2,0,0,0,0,0
2017-10-20,0,8,9,2,4,30,29,8,9,5,3,3,1,1,0,1,0,0,0,1,0
2017-10-21,0,10,2,4,2,19,22,5,11,7,2,3,1,1,0,0,0,0,2,0,0
2017-10-22,0,9,5,2,1,27,28,3,12,6,4,3,1,1,2,3,0,0,0,0,0
2017-10-23,0,6,3,3,2,24,28,9,4,7,1,3,0,0,1,0,0,0,1,0,0
2017-10-24,0,7,5,5,1,37,24,4,16,9,3,2,0,0,2,0,0,0,1,0,0
2017-10-25,0,6,5,6,1,25,26,3,5,11,3,1,1,1,0,1,0,0,2,0,0
2017-10-26,0,3,7,4,1,31,30,1,11,9,1,6,0,0,0,2,0,0,1,0,0
2017-10-27,0,8,3,1,3,27,19,4,11,5,7,2,1,2,0,1,0,0,1,0,0
2017-10-28,0,6,3,2,2,25,19,5,5,5,2,6,1,1,1,1,0,0,0,0,0
2017-10-29,0,7,1,4,0,33,25,6,12,5,5,1,0,1,0,0,0,0,0,0,0
2017-10-30,0,12,1,1,2,25,38,6,12,7,6,3,0,0,1,1,0,0,2,0,0
2017-10-31,0,5,1,5,3,32,25,10,5,8,2,3,3,2,1,1,0,0,0,0,0
2017-11-01,0,8,5,7,0,24,27,4,10,5,2,2,0,0,0,0,0,0,0,0,0
2017-11-02,0,3,3,5,1,18,29,4,3,6,0,2,0,0,1,2,0,0,0,0,0
2017-11-03,0,6,1,2,1,23,22,9,10,6,2,5,2,0,1,1,0,0,0,1,0
2017-11-04,0,10,4,4,0,22,22,3,4,7,4,2,1,0,0,0,0,0,0,0,0
2017-11-05,0,12,2,1,2,27,27,6,12,5,3,3,1,0,0,0,0,0,1,0,0
2017-11-06,0,9,1,5,3,26,36,6,19,6,3,5,0,0,0,1,0,0,0,0,0
2017-11-07,0,7,2,3,1,37,32,6,4,6,3,3,1,2,0,0,0,0,1,0,0
2017-11-08,0,7,3,3,2,36,21,9,7,5,1,5,0,2,0,1,0,0,1,0,0
2017-11-09,0,7,1,6,1,32,14,10,8,6,2,1,0,0,1,0,0,0,0,0,0
2017-11-10,0,7,1,4,2,28,34,6,8,11,2,1,0,0,0,0,0,0,2,0,0
2017-11-11,0,11,5,5,2,27,18,6,11,10,2,2,0,1,0,1,0,0,1,0,0
2017-11-12,0,7,2,6,1,23,28,4,5,8,3,3,0,0,1,2,0,0,1,0,0
2017-11-13,0,4,2,6,1,27,34,4,14,5,4,2,2,0,0,0,0,0,2,0,0
2017-11-14,0,5,7,7,1,34,25,8,6,6,2,5,0,1,0,1,0,0,2,0,0
2017-11-15,0,8,3,5,3,23,18,9,9,11,2,4,1,1,0,0,0,0,1,0,0
2017-11-16,0,5,4,6,1,25,26,8,10,4,1,2,2,0,2,2,0,0,0,0,0
2017-11-17,0,5,6,1,3,27,30,8,7,8,3,2,0,0,1,1,0,0,2,0,0
2017-11-18,0,6,6,1,3,35,21,3,6,9,4,2,1,0,0,1,0,0,3,0,0
2017-11-19,0,5,1,2,0,13,18,5,7,8,2,3,2,0,1,1,0,0,2,0,0
2017-11-20,0,4,3,1,5,20,32,4,6,5,4,1,0,0,0,1,0,0,3,0,0
2017-11-21,0,5,2,2,4,25,32,4,10,5,2,3,3,1,2,1,0,0,0,1,0
2017-11-22,0,9,2,1,3,34,26,2,4,10,4,3,0,0,1,1,0,0,1,0,0
2017-11-23,0,5,4,3,0,28,32,7,13,11,0,1,0,0,2,3,0,0,0,0,0
2017-11-24,0,3,4,2,5,26,27,7,12,7,3,4,1,1,0,0,0,0,2,0,0
2017-11-25,0,7,3,6,4,30,27,1,12,4,1,2,0,0,1,1,0,0,0,0,0
2017-11-26,0,4,5,3,0,22,25,5,8,10,4,4,0,3,0,1,0,0,4,0,0
2017-11-27,0,5,0,3,1,19,24,3,13,9,1,0,0,1,0,0,0,0,1,0,0
2017-11-28,0,6,0,4,3,29,20,1,11,8,2,0,1,1,0,1,0,0,0,0,0
2017-11-29,0,8,2,4,1,25,32,3,13,9,4,1,0,0,0,1,0,0,1,0,0
2017-11-30,0,7,3,4,2,26,13,3,10,12,1,1,0,1,1,0,0,0,0,0,0
2017-12-01,0,3,2,3,1,30,22,3,12,10,8,3,2,1,0,2,0,0,2,0,0
2017-12-02,0,10,2,1,3,27,32,9,6,9,3,6,1,0,1,1,0,0,0,0,0
2017-12-03,0,9,3,2,1,25,23,5,7,8,2,2,1,2,1,1,0,0,0,0,0
2017-12-04,0,9,2,6,2,19,33,4,5,3,3,2,0,0,1,2,0,0,1,0,0
2017-12-05,0,6,3,6,4,29,16,5,7,6,3,1,2,0,0,0,0,0,1,0,0
2017-12-06,0,3,2,4,0,30,22,2,9,8,2,2,2,0,2,2,0,0,1,0,0
2017-12-07,0,12,5,3,0,33,21,2,7,4,1,4,1,0,0,0,0,0,0,0,0
2017-12-08,0,7,2,9,3,28,24,5,7,8,3,2,1,0,1,0,0,0,2,0,0
2017-12-09,0,6,8,1,6,21,29,6,10,9,2,4,1,0,1,0,0,0,0,0,0
2017-12-10,0,7,4,6,2,33,29,2,10,9,3,3,2,0,1,0,0,0,1,1,0
2017-12-11,0,4,7,5,0,25,35,2,9,6,5,0,1,2,0,0,0,0,0,0,0
2017-12-12,0,5,2,2,2,26,35,3,11,7,3,1,1,0,1,2,0,0,0,0,0
2017-12-13,0,6,1,2,2,27,18,3,11,3,4,2,3,0,0,2,0,0,0,1,0
2017-12-14,0,7,6,2,1,32,26,8,13,5,2,2,0,0,0,1,0,0,2,0,0
2017-12-15,0,16,5,7,2,20,33,6,12,14,4,0,0,1,0,0,0,0,0,1,0
2017-12-16,0,5,1,2,2,21,36,4,8,6,1,2,1,1,2,1,0,0,3,0,0
2017-12-17,0,5,1,3,3,20,30,7,13,6,3,2,0,0,1,1,0,0,1,0,0
2017-12-18,0,8,4,3,0,26,15,7,11,13,3,2,1,0,1,0,0,0,0,0,0
2017-12-19,0,7,3,3,4,30,28,6,11,9,2,2,0,1,1,1,0,0,2,0,0
2017-12-20,0,9,0,1,0,25,31,1,13,7,2,0,1,1,0,1,0,0,0,0,0
2017-12-21,0,4,1,3,0,25,32,3,15,9,2,2,2,1,1,0,0,0,2,0,0
2017-12-22,0,12,2,4,2,24,22,4,14,7,1,3,1,0,0,2,0,0,0,0,0
2017-12-23,0,6,8,5,0,23,19,3,6,2,2,3,1,0,0,1,0,0,2,0,0
2017-12-24,0,9,5,4,0,18,21,5,10,10,5,1,1,2,0,1,0,0,2,0,0
2017-12-25,0,12,4,4,3,40,31,6,7,5,3,2,1,0,2,1,0,0,4,0,0
2017-12-26,0,8,5,3,2,30,31,5,13,7,1,3,3,0,0,0,0,0,0,0,0
2017-12-27,0,8,6,3,3,27,19,5,16,9,5,3,0,1,2,1,0,0,0,0,0
2017-12-28,0,3,5,1,2,30,22,5,12,4,6,3,1,1,0,0,0,0,1,0,0
2017-12-29,0,1,0,2,0,16,7,2,1,2,0,2,0,1,1,1,0,0,1,0,0
2017-12-30,0,6,0,0,1,4,7,1,1,1,2,1,1,0,0,1,0,0,1,0,0
2017-12-31,0,8,2,7,0,29,22,4,4,4,2,2,0,2,0,1,0,0,2,0,0
2018-01-01,0,16,3,9,3,25,27,2,5,8,2,2,1,0,2,0,0,0,0,0,0
2018-01-02,0,9,2,7,2,22,22,3,10,2,3,3,0,0,2,0,0,0,0,0,0
2018-01-03,0,7,1,3,2,31,21,4,14,9,3,4,0,1,0,0,0,0,2,1,0
2018-01-04,0,10,5,6,4,29,16,4,9,9,4,4,0,1,3,0,0,0,0,0,0
2018-01-05,0,10,5,6,2,24,31,6,4,4,3,1,2,1,0,2,0,0,1,0,0
2018-01-06,0,6,1,4,1,32,28,5,9,5,2,1,0,0,1,0,0,0,4,0,0
2018-01-07,0,8,5,6,2,22,23,6,11,8,2,4,0,0,1,1,0,0,0,0,0
2018-01-08,0,9,5,5,2,21,23,3,11,6,4,1,2,1,1,0,0,0,0,0,0
2018-01-09,0,9,3,6,4,25,19,6,9,12,4,1,1,0,0,1,0,0,0,0,0
2018-01-10,0,11,3,9,2,18,29,6,17,8,3,3,0,0,2,0,0,0,1,0,0
2018-01-11,0,3,3,2,1,26,29,4,13,6,3,2,1,0,0,0,0,0,0,0,0
2018-01-12,0,6,5,3,0,28,29,1,6,6,0,4,2,0,0,2,0,0,1,0,0
2018-01-13,0,12,2,3,2,23,27,4,6,8,0,0,1,0,0,1,0,0,0,0,0
2018-01-14,0,13,2,5,1,23,22,3,14,2,4,2,0,0,0,1,0,0,1,0,0
2018-01-15,0,5,4,2,2,29,23,5,9,4,4,4,2,0,2,1,0,0,1,0,0
2018-01-16,0,11,4,8,0,41,31,1,11,6,0,3,1,0,1,2,0,0,0,0,0
2018-01-17,0,5,2,4,0,35,20,2,10,6,3,2,0,0,0,2,0,0,0,0,0
2018-01-18,0,5,2,4,4,35,12,5,8,6,2,3,0,0,0,1,0,0,1,0,0
2018-01-19,0,5,3,2,1,25,23,3,10,6,4,2,1,1,0,1,0,0,0,0,0
2018-01-20,0,9,4,3,2,22,26,2,10,3,3,3,1,1,0,1,0,0,0,0,0
2018-01-21,0,9,0,3,2,14,21,4,8,6,1,2,0,2,0,1,0,0,2,0,0
2018-01-22,0,5,4,4,2,18,27,4,9,7,3,2,0,1,0,1,0,0,1,0,0
2018-01-23,0,6,4,5,1,38,26,2,7,4,1,0,1,1,0,1,0,0,0,0,0
2018-01-24,0,4,4,3,2,27,30,3,10,7,2,2,0,0,0,3,0,0,0,0,0
2018-01-25,0,7,3,1,2,25,35,2,12,5,1,0,1,2,0,1,0,0,0,0,0
2018-01-26,0,4,1,7,1,26,23,4,10,5,2,4,1,0,0,0,0,0,0,0,0
2018-01-27,0,9,4,3,1,18,19,2,10,8,0,1,1,0,0,0,0,0,4,0,0
2018-01-28,0,14,2,4,1,26,25,2,7,6,3,4,2,0,0,1,0,0,1,0,0
2018-01-29,0,8,6,5,2,21,21,5,8,8,5,1,1,1,0,0,0,0,0,0,0
2018-01-30,0,7,2,2,3,24,28,0,8,7,1,3,0,0,0,1,0,0,0,0,0
2018-01-31,0,5,4,3,1,30,32,3,8,11,3,2,0,0,0,1,0,0,0,0,0
2018-02-01,0,9,1,8,1,26,25,4,6,6,2,1,0,0,1,0,0,0,1,0,0
2018-02-02,0,5,5,1,1,22,23,5,12,6,2,3,0,1,1,0,0,0,0,0,0
2018-02-03,0,8,4,4,4,29,25,3,7,6,3,4,0,0,0,0,0,0,1,0,0
2018-02-04,0,14,0,2,4,27,31,4,10,8,4,1,0,0,1,0,0,0,1,0,0
2018-02-05,0,9,9,3,1,26,21,3,13,6,7,4,1,0,0,0,0,0,1,0,0
2018-02-06,0,7,5,2,0,34,19,3,7,10,0,6,0,0,2,1,0,0,0,0,0
2018-02-07,0,10,2,4,0,31,27,7,6,2,3,5,1,0,0,3,0,0,1,0,0
2018-02-08,0,6,6,3,1,22,18,6,13,4,9,0,0,0,0,1,0,0,1,0,0
2018-02-09,0,11,5,6,1,34,18,6,8,5,2,3,0,0,0,1,0,0,0,1,0
2018-02-10,0,10,5,3,2,33,26,4,10,8,5,4,0,1,0,1,0,0,1,0,0
2018-02-11,0,9,4,4,1,25,28,3,9,5,4,2,3,0,1,0,0,0,0,0,0
2018-02-12,0,9,5,4,0,32,24,0,8,5,2,4,0,0,2,1,0,0,0,0,0
2018-02-13,0,6,6,0,3,34,25,11,12,5,0,5,2,1,0,1,0,0,1,0,0
2018-02-14,0,7,4,7,2,32,34,2,8,7,0,4,1,1,1,0,0,0,4,0,0
2018-02-15,0,7,4,5,3,33,17,9,6,9,3,5,0,1,0,1,0,0,1,0,0
2018-02-16,0,14,2,5,2,16,17,3,8,9,2,2,2,3,1,1,0,0,1,0,0
2018-02-17,0,11,4,0,2,18,21,4,7,3,3,1,0,1,1,1,0,0,1,0,0
2018-02-18,0,4,3,5,3,34,30,3,8,11,4,4,0,3,0,2,0,0,0,0,0
2018-02-19,0,7,7,3,3,22,23,4,12,10,6,1,2,1,1,4,0,0,0,0,0
2018-02-20,0,3,1,3,0,20,30,2,10,6,4,0,1,1,0,1,0,0,0,0,0
2018-02-21,0,5,3,2,4,30,24,2,6,8,1,1,0,1,0,1,0,0,0,0,0
2018-02-22,0,13,5,2,1,31,25,2,13,14,3,1,0,1,0,1,0,0,2,0,0
2018-02-23,0,7,2,3,2,30,21,4,9,6,5,3,1,0,1,2,0,0,0,0,0
2018-02-24,0,14,2,2,2,27,25,3,9,9,0,2,1,0,1,0,0,0,0,0,0
2018-02-25,0,6,3,3,3,22,26,6,3,6,3,4,0,0,1,0,0,0,1,0,0
2018-02-26,0,4,2,2,2,28,26,6,9,5,2,4,1,1,0,0,0,0,1,0,0
2018-02-27,0,4,0,2,2,21,30,3,9,7,1,2,2,0,1,0,0,0,0,0,0
2018-02-28,0,5,3,1,2,31,15,1,11,7,1,2,0,2,0,0,0,0,0,0,0
2018-03-01,0,7,5,2,1,26,25,5,9,6,0,5,0,1,0,1,0,0,0,0,0
2018-03-02,0,5,2,4,2,29,16,5,12,9,2,2,0,0,0,1,0,0,0,0,0
2018-03-03,0,15,3,2,2,20,22,6,6,9,5,2,0,0,1,0,0,0,0,0,0
2018-03-04,0,13,2,3,3,24,27,3,9,5,3,1,2,1,1,1,0,0,1,0,0
2018-03-05,0,8,3,3,2,24,27,3,11,7,3,2,0,1,1,1,0,0,1,1,0
2018-03-06,0,9,1,5,4,29,21,4,5,11,3,1,0,1,0,0,0,0,0,0,0
2018-03-07,0,8,2,2,5,22,28,2,10,10,3,2,3,0,1,0,0,0,2,0,0
2018-03-08,0,11,5,10,1,22,26,2,11,11,1,3,1,0,1,0,0,0,0,0,0
2018-03-09,0,7,4,3,4,25,27,1,8,10,1,3,1,1,1,1,0,0,3,0,0
2018-03-10,0,6,1,5,2,36,28,3,14,6,1,5,0,0,1,0,0,0,2,0,0
2018-03-11,0,4,1,1,5,27,29,2,7,6,4,3,1,0,2,0,0,0,0,0,0
