fecha,COVID-19,Causas externas de morbilidad y de mortalidad,Enfermedades del sistema genitourinario,Enfermedades del sistema nervioso central,Trastornos mentales y del comportamiento,Tumores [Neoplasias],Enfermedades del sistema circulatorio ,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedades del sistema respiratorio ,Enfermedades del sistema digestivo,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Ciertas enfermedades infecciosas y parasitarias,Enfermedades de la piel y del tejido subcutáneo,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2016-09-06,0,9,6,10,2,32,39,6,15,12,2,4,0,1,0,0,0,0,0,0,0
2016-09-07,0,4,3,0,3,39,39,8,18,13,5,5,2,1,0,3,0,0,0,0,0
2016-09-08,0,1,6,3,2,29,32,10,12,8,2,5,1,0,0,2,0,0,0,0,0
2016-09-09,0,14,8,4,0,32,33,4,14,4,1,3,0,0,0,0,0,0,0,0,0
2016-09-10,0,8,5,6,1,28,39,7,17,13,5,1,1,3,1,2,0,0,2,0,0
2016-09-11,0,7,4,3,4,37,42,6,11,3,3,3,1,1,1,0,0,0,1,0,0
2016-09-12,0,9,3,7,5,32,28,8,23,9,3,2,0,0,0,1,0,0,1,0,0
2016-09-13,0,12,5,3,2,31,30,5,9,10,0,2,0,0,0,0,0,0,0,0,0
2016-09-14,0,5,3,5,1,31,33,4,7,14,2,3,0,0,0,1,0,0,3,0,0
2016-09-15,0,4,3,5,1,31,32,12,10,10,1,2,0,1,0,1,0,0,0,0,0
2016-09-16,0,8,5,0,0,25,32,6,13,6,2,3,1,1,1,3,0,0,0,0,0
2016-09-17,0,7,3,3,3,20,30,9,9,12,4,4,1,0,1,2,0,0,0,0,0
2016-09-18,0,9,6,1,1,25,33,8,15,10,4,2,0,1,1,0,0,0,1,0,0
2016-09-19,0,7,2,8,0,29,33,9,16,12,6,4,0,1,1,1,0,0,0,0,0
2016-09-20,0,8,5,2,3,36,33,11,16,7,2,1,1,1,2,0,0,0,1,0,0
2016-09-21,0,6,3,3,1,32,34,7,15,15,1,0,0,0,0,1,0,0,1,0,0
2016-09-22,0,9,4,2,2,23,33,8,13,9,0,4,0,0,1,5,0,0,0,0,0
2016-09-23,0,6,4,0,3,22,32,5,11,12,3,0,0,0,0,2,0,0,1,0,0
2016-09-24,0,10,2,4,2,19,34,8,18,3,6,2,0,0,0,1,0,0,1,0,0
2016-09-25,0,7,2,4,2,27,36,10,14,5,4,1,0,1,0,0,0,0,1,0,0
2016-09-26,0,8,2,6,4,24,22,6,12,13,5,3,0,1,0,1,0,0,2,0,0
2016-09-27,0,7,3,8,1,22,37,5,17,7,0,1,0,0,0,0,0,0,4,0,0
2016-09-28,0,6,6,4,2,31,22,2,6,9,5,3,1,1,1,0,0,0,0,0,0
2016-09-29,0,9,2,6,3,27,28,10,9,4,1,4,0,0,0,2,0,0,1,0,0
2016-09-30,0,4,0,4,1,19,33,8,12,8,2,0,0,0,1,2,0,0,0,0,0
2016-10-01,0,3,2,4,3,15,32,8,13,8,4,0,0,1,0,3,0,0,2,0,0
2016-10-02,0,10,6,2,1,30,41,8,5,6,2,3,0,0,0,0,0,0,1,0,0
2016-10-03,0,10,2,2,1,26,25,5,9,9,0,3,0,3,0,0,0,0,2,0,0
2016-10-04,0,7,3,6,1,26,38,1,14,3,0,5,0,0,0,1,0,0,0,0,0
2016-10-05,0,11,1,5,3,29,33,6,11,5,0,3,0,0,1,2,0,0,0,0,0
2016-10-06,0,4,4,4,1,31,28,6,7,10,1,1,0,0,1,2,0,0,1,0,0
2016-10-07,0,10,2,5,4,23,30,8,11,8,1,2,0,0,2,1,0,0,1,0,0
2016-10-08,0,12,4,2,4,28,26,4,14,5,0,4,0,0,0,1,0,0,1,0,0
2016-10-09,0,8,5,5,4,28,34,7,11,18,2,1,1,0,3,0,0,0,0,0,0
2016-10-10,0,8,2,4,2,28,29,5,10,9,1,5,0,0,0,2,0,0,2,0,0
2016-10-11,0,6,5,5,3,25,33,7,14,8,1,3,0,0,1,1,0,0,0,0,0
2016-10-12,0,8,1,5,1,29,27,4,7,4,2,5,0,0,1,2,0,0,1,0,0
2016-10-13,0,2,3,4,4,28,24,5,4,10,2,3,0,0,0,0,0,0,0,0,0
2016-10-14,0,6,1,2,0,24,28,5,11,5,4,4,1,0,2,2,0,0,1,0,0
2016-10-15,0,7,2,2,0,21,25,6,11,2,2,1,0,0,1,0,0,0,0,0,0
2016-10-16,0,7,3,1,2,32,29,5,10,7,5,1,0,1,0,1,0,0,3,1,0
2016-10-17,0,3,6,2,4,24,32,3,7,12,4,2,0,0,0,1,0,0,0,0,0
2016-10-18,0,6,1,5,3,26,28,2,10,9,2,2,1,1,1,1,0,0,2,0,0
2016-10-19,0,5,3,4,1,20,33,5,14,3,1,0,0,0,0,2,0,0,1,0,0
2016-10-20,0,9,2,5,0,26,29,2,12,9,2,4,1,0,1,0,0,0,0,0,0
2016-10-21,0,11,3,1,2,30,32,6,12,6,2,3,0,0,1,0,0,0,1,1,0
2016-10-22,0,5,4,6,1,25,28,3,7,9,3,1,0,0,0,0,0,0,0,0,0
2016-10-23,0,8,3,5,1,36,32,6,14,7,3,4,0,0,0,0,0,0,2,0,0
2016-10-24,0,6,1,4,2,22,26,7,11,7,4,1,1,1,2,1,0,0,1,0,0
2016-10-25,0,4,3,3,0,21,29,8,8,6,3,2,0,3,0,0,0,0,1,0,0
2016-10-26,0,7,2,1,1,39,34,4,6,8,1,0,3,0,1,1,0,0,0,0,0
2016-10-27,0,3,7,6,1,35,31,7,11,10,6,1,2,0,1,0,0,0,1,0,0
2016-10-28,0,3,7,8,1,26,25,5,7,8,2,3,1,1,1,2,0,0,1,0,0
2016-10-29,0,11,2,2,1,23,43,5,11,5,3,1,0,0,0,0,0,0,1,0,0
2016-10-30,0,8,2,5,1,20,24,2,5,8,5,1,0,0,0,0,0,0,0,0,0
2016-10-31,0,8,3,1,0,14,28,8,13,6,5,0,0,0,1,0,0,0,1,0,0
2016-11-01,0,8,4,5,4,24,21,5,7,6,3,1,0,0,1,0,0,0,0,0,0
2016-11-02,0,8,3,0,4,23,35,5,14,10,1,3,0,3,0,2,0,0,2,0,0
2016-11-03,0,7,2,4,1,27,26,6,6,8,0,2,4,1,0,1,0,0,2,0,0
2016-11-04,0,7,3,5,4,32,33,9,11,7,0,5,2,1,0,0,0,0,0,0,0
2016-11-05,0,7,8,4,1,26,31,11,14,11,1,2,0,1,1,2,0,0,0,0,0
2016-11-06,0,12,5,7,0,25,18,3,16,16,4,1,0,0,0,1,0,0,1,0,0
2016-11-07,0,4,3,3,3,24,36,4,11,6,5,2,1,2,1,0,0,0,0,0,0
2016-11-08,0,2,6,3,2,22,29,4,12,17,2,6,1,1,1,2,0,0,0,0,0
2016-11-09,0,6,6,2,1,24,15,7,7,6,1,1,1,1,0,1,0,0,2,0,0
2016-11-10,0,10,2,1,1,21,23,4,13,13,3,1,2,1,2,1,0,0,0,0,0
2016-11-11,0,7,5,1,4,36,26,6,9,4,2,4,2,0,1,0,0,0,0,0,0
2016-11-12,0,7,2,2,1,27,24,5,10,9,2,1,0,3,2,1,0,0,0,0,0
2016-11-13,0,8,2,4,3,32,31,6,10,8,2,4,0,0,1,0,0,0,0,0,0
2016-11-14,0,9,4,4,2,21,24,5,9,1,4,0,1,0,1,0,0,0,0,0,0
2016-11-15,0,9,4,3,1,28,23,6,7,5,0,2,2,1,1,0,0,0,1,0,0
2016-11-16,0,5,7,2,2,20,23,6,9,7,2,3,0,0,0,2,0,0,0,0,0
2016-11-17,0,5,5,4,2,28,28,6,9,5,0,6,0,0,0,1,0,0,0,0,0
2016-11-18,0,8,4,4,1,20,23,9,8,8,3,5,1,2,0,2,0,0,1,0,0
2016-11-19,0,9,2,4,2,26,26,9,11,11,3,4,1,0,1,3,0,0,0,0,0
2016-11-20,0,11,2,1,1,18,17,7,4,4,4,2,0,0,0,2,0,0,1,0,0
2016-11-21,0,5,4,3,2,23,23,4,5,6,1,2,0,0,0,3,0,0,0,0,0
2016-11-22,0,3,1,4,0,16,21,6,7,9,4,0,1,0,0,0,0,0,1,0,0
2016-11-23,0,8,0,3,2,26,28,12,9,4,1,1,0,0,2,0,0,0,0,0,0
2016-11-24,0,5,2,3,1,24,27,8,11,7,2,0,1,2,0,1,0,0,0,0,0
2016-11-25,0,4,2,2,1,23,31,9,8,5,1,3,0,0,1,1,0,0,2,0,0
2016-11-26,0,3,5,3,0,20,20,10,6,7,0,3,0,0,1,0,0,0,1,0,0
2016-11-27,0,8,1,6,3,30,24,7,7,9,1,6,0,1,0,1,0,0,1,0,0
2016-11-28,0,7,5,2,0,27,25,5,8,3,4,3,2,0,0,1,0,0,1,0,0
2016-11-29,0,5,1,4,2,22,22,5,13,7,2,2,0,1,0,0,0,0,1,0,0
2016-11-30,0,10,4,0,2,26,25,8,6,7,0,4,0,0,0,1,0,0,2,0,0
2016-12-01,0,5,4,0,2,30,17,9,14,7,2,2,0,1,1,2,0,0,0,0,0
2016-12-02,0,10,6,3,1,22,33,6,10,6,4,2,0,0,2,0,0,0,4,0,0
2016-12-03,0,5,0,5,3,31,34,0,6,6,1,2,0,0,1,0,0,0,0,0,0
2016-12-04,0,9,1,0,1,30,18,7,7,7,3,3,0,1,1,0,0,0,0,0,0
2016-12-05,0,9,4,2,2,22,16,8,8,5,3,1,1,0,1,1,0,0,0,0,0
2016-12-06,0,10,2,5,1,33,17,4,9,8,2,0,0,0,2,2,0,0,0,0,0
2016-12-07,0,3,4,6,3,35,27,5,5,3,2,3,0,0,1,3,0,0,0,0,0
2016-12-08,0,9,3,3,0,32,25,6,4,5,2,3,0,0,1,1,0,0,1,0,0
2016-12-09,0,6,6,2,0,26,28,5,12,4,0,1,0,1,0,3,0,0,0,0,0
2016-12-10,0,5,2,1,0,24,22,4,10,5,2,3,2,1,0,2,0,0,0,0,0
2016-12-11,0,11,3,5,3,34,37,2,5,6,3,2,0,0,1,0,0,0,0,0,0
2016-12-12,0,5,3,4,1,32,30,5,11,9,4,0,0,0,0,1,0,0,2,0,0
2016-12-13,0,7,3,3,0,34,26,4,10,10,2,2,0,0,1,1,0,0,0,0,0
2016-12-14,0,7,4,2,0,33,26,5,7,9,2,1,0,0,0,0,0,0,0,0,0
2016-12-15,0,8,3,2,3,31,35,4,4,10,2,1,0,0,1,1,0,0,0,0,0
2016-12-16,0,8,2,2,3,15,13,2,8,4,2,2,0,1,1,1,0,0,4,0,0
2016-12-17,0,13,5,2,3,29,25,8,8,6,5,1,2,0,1,0,0,0,1,0,0
2016-12-18,0,8,1,5,3,20,27,12,15,6,3,3,1,1,0,0,0,0,1,0,0
2016-12-19,0,8,4,5,1,25,22,5,7,5,2,4,0,1,1,2,0,0,0,0,0
2016-12-20,0,10,5,2,3,18,28,6,13,5,1,1,0,0,1,2,0,0,0,0,0
2016-12-21,0,9,2,5,1,25,27,8,8,4,1,4,0,1,2,1,0,0,0,0,0
2016-12-22,0,5,6,2,2,22,26,5,9,11,6,4,0,0,0,0,0,0,0,0,0
2016-12-23,0,4,2,1,2,22,21,9,7,5,2,0,0,1,0,0,0,0,2,0,0
2016-12-24,0,9,3,4,0,29,35,6,5,12,3,0,0,0,1,0,0,0,0,0,0
2016-12-25,0,14,4,6,3,16,30,4,4,6,5,3,0,0,1,0,0,0,5,0,0
2016-12-26,0,4,3,7,3,23,19,4,7,4,1,3,1,2,1,0,0,0,0,0,0
2016-12-27,0,9,3,4,3,19,28,3,7,6,0,4,0,0,0,2,0,0,0,0,0
2016-12-28,0,8,1,0,3,24,20,8,9,7,2,2,1,1,2,0,0,0,0,0,0
2016-12-29,0,7,2,4,3,32,19,7,5,4,3,1,1,0,1,0,0,0,0,0,0
2016-12-30,0,13,2,1,1,13,11,2,2,1,0,0,0,0,0,0,0,0,1,0,0
2016-12-31,0,3,1,4,2,11,26,4,4,3,3,1,0,2,0,3,0,0,2,0,0
2017-01-01,0,10,2,1,1,28,16,6,11,2,3,1,0,0,1,0,0,0,1,0,0
2017-01-02,0,12,3,2,5,25,29,2,15,9,2,1,1,0,0,0,0,0,1,0,0
2017-01-03,0,9,5,4,1,25,43,6,15,9,4,5,1,1,0,1,0,0,2,0,0
2017-01-04,0,2,0,3,0,31,24,5,5,8,0,2,0,0,1,2,0,0,0,0,0
2017-01-05,0,8,0,6,2,25,16,7,9,8,3,1,0,2,2,1,0,0,1,0,0
2017-01-06,0,5,2,7,3,33,29,7,3,8,4,2,0,1,1,0,0,0,0,0,0
2017-01-07,0,9,1,3,0,33,28,5,10,9,2,2,0,1,2,0,0,0,3,0,0
2017-01-08,0,7,5,2,1,32,27,3,7,6,1,1,0,0,0,0,0,0,2,0,0
2017-01-09,0,13,1,2,2,27,15,2,8,5,2,0,0,0,1,2,0,0,1,0,0
2017-01-10,0,9,4,1,4,23,30,4,14,4,2,0,0,1,0,1,0,0,1,0,0
2017-01-11,0,11,6,3,2,27,25,7,9,9,0,2,0,0,0,0,0,0,3,0,0
2017-01-12,0,5,4,5,4,36,25,2,8,7,5,1,0,0,1,0,0,0,0,0,0
2017-01-13,0,7,7,1,3,19,29,2,12,7,3,2,0,0,0,0,0,0,1,0,0
2017-01-14,0,15,4,3,2,19,38,4,9,7,2,1,2,0,0,0,0,0,1,0,0
2017-01-15,0,6,2,6,0,36,25,8,7,8,5,2,1,2,0,1,0,0,2,0,0
2017-01-16,0,5,6,7,1,27,21,4,7,8,1,3,0,0,0,1,0,0,0,0,0
2017-01-17,0,7,4,6,2,21,32,4,6,10,5,2,2,2,0,1,0,0,0,0,0
2017-01-18,0,10,4,6,4,30,33,6,9,7,3,3,1,1,1,0,0,0,3,0,0
2017-01-19,0,8,2,4,1,31,33,8,6,12,5,0,0,0,2,0,0,0,1,0,0
2017-01-20,0,7,3,3,4,26,25,5,13,13,8,3,1,1,1,1,0,0,2,0,0
2017-01-21,0,5,6,7,3,31,32,7,12,11,4,1,1,0,1,1,0,0,0,0,0
2017-01-22,0,10,2,4,9,24,18,7,15,6,4,1,2,1,2,2,0,0,0,0,0
2017-01-23,0,8,4,5,2,25,29,3,13,3,6,2,0,2,0,2,0,0,2,0,0
2017-01-24,0,5,7,4,3,23,28,10,10,8,1,4,1,1,3,0,0,0,0,0,0
2017-01-25,0,11,3,6,2,27,21,7,17,11,3,4,2,0,0,1,0,0,0,0,0
2017-01-26,0,11,2,11,1,26,36,0,15,7,2,2,1,1,1,0,0,0,0,0,0
2017-01-27,0,4,5,11,2,36,29,9,11,5,3,2,1,2,1,3,0,0,1,0,0
2017-01-28,0,12,3,3,3,33,32,9,17,7,3,8,1,1,2,0,0,0,2,0,0
2017-01-29,0,7,1,7,1,21,18,5,10,6,4,2,1,0,1,0,0,0,0,0,0
2017-01-30,0,10,2,7,2,26,29,10,14,7,2,3,1,0,0,0,0,0,2,0,0
2017-01-31,0,8,7,3,1,34,34,7,10,8,1,0,0,0,0,0,0,0,1,0,0
2017-02-01,0,10,3,5,0,25,33,4,13,13,4,3,0,1,1,0,0,0,1,0,0
2017-02-02,0,7,0,4,7,24,20,11,3,11,3,2,1,0,2,1,0,0,1,0,0
2017-02-03,0,5,1,4,1,31,32,6,6,10,4,3,0,0,0,1,0,0,1,0,0
2017-02-04,0,7,2,3,2,23,20,7,3,4,2,2,1,0,0,1,0,0,0,0,0
2017-02-05,0,6,6,4,4,20,40,2,13,10,2,2,0,0,0,2,0,0,1,0,0
2017-02-06,0,6,3,3,2,22,27,5,11,6,3,0,1,1,0,0,0,0,2,0,0
2017-02-07,0,5,3,2,1,23,15,2,17,5,4,2,0,0,1,2,0,0,1,0,0
2017-02-08,0,11,3,3,2,23,22,5,3,7,2,2,1,0,0,1,0,0,3,0,0
2017-02-09,0,7,6,3,3,19,20,5,13,5,3,2,0,0,0,1,0,0,1,0,0
2017-02-10,0,5,3,6,0,28,32,6,9,9,1,2,1,0,0,2,0,0,0,1,0
2017-02-11,0,4,2,2,0,29,21,4,8,4,1,1,0,0,0,1,0,0,0,0,0
2017-02-12,0,8,2,7,5,27,20,5,8,8,2,3,1,0,2,1,0,0,1,0,0
2017-02-13,0,6,4,5,3,32,27,11,10,8,5,2,1,0,0,1,0,0,0,0,0
2017-02-14,0,14,5,0,0,21,20,5,10,7,0,3,1,0,0,1,0,0,1,0,0
2017-02-15,0,9,7,3,3,20,16,4,4,13,0,0,1,0,1,1,0,0,0,0,0
2017-02-16,0,7,3,4,3,32,31,5,9,7,1,2,0,0,0,4,0,0,0,0,0
2017-02-17,0,8,2,6,0,19,21,9,6,8,2,2,0,0,0,2,0,0,3,0,0
2017-02-18,0,6,2,3,1,34,26,9,12,5,3,4,0,2,0,0,0,0,0,0,0
2017-02-19,0,8,4,2,0,26,30,6,10,7,3,0,0,0,3,1,0,0,0,0,0
2017-02-20,0,3,3,2,3,33,26,4,11,4,1,2,0,0,0,0,0,0,0,0,0
2017-02-21,0,14,3,6,2,29,25,6,1,8,2,1,1,0,0,0,0,0,0,0,0
2017-02-22,0,5,5,2,3,34,25,7,11,5,5,1,1,0,0,2,0,0,1,0,0
2017-02-23,0,12,4,6,0,28,30,5,9,9,2,3,1,1,0,0,0,1,2,0,0
2017-02-24,0,9,5,5,2,28,21,3,7,4,6,0,1,1,1,0,0,0,1,1,0
2017-02-25,0,6,2,6,1,26,23,9,8,12,5,0,0,0,0,1,0,0,0,1,0
2017-02-26,0,13,1,1,3,28,25,7,11,14,2,6,0,0,0,0,0,0,2,0,0
2017-02-27,0,9,5,3,3,32,23,7,8,7,4,1,1,1,2,2,0,0,1,0,0
2017-02-28,0,4,3,6,6,23,20,4,5,2,2,1,1,0,1,2,0,0,0,0,0
2017-03-01,0,4,6,5,1,26,24,6,9,6,5,2,0,0,1,4,0,0,0,0,0
2017-03-02,0,7,4,3,0,22,23,3,6,11,3,3,1,1,0,1,0,0,1,0,0
2017-03-03,0,8,6,5,3,22,32,5,10,5,3,2,0,0,1,0,0,0,0,0,0
2017-03-04,0,6,2,3,3,22,28,2,7,11,6,1,0,0,1,2,0,0,0,0,0
2017-03-05,0,6,7,6,2,15,24,2,9,6,0,1,0,1,1,0,0,0,0,0,0
2017-03-06,0,7,3,2,0,28,21,4,5,4,0,3,0,0,0,2,0,0,3,0,0
2017-03-07,0,12,1,6,1,30,25,7,8,8,1,1,0,0,0,0,0,0,1,0,0
2017-03-08,0,2,0,2,3,24,20,5,11,7,2,4,3,1,0,1,0,0,0,0,0
2017-03-09,0,4,6,5,1,22,22,4,7,12,3,5,0,0,1,0,0,0,1,0,0
2017-03-10,0,5,2,5,0,29,28,3,6,7,3,1,2,0,0,2,0,0,2,0,0
2017-03-11,0,12,3,4,3,24,20,1,6,7,1,0,0,1,0,0,0,0,0,0,0
2017-03-12,0,9,1,5,1,24,24,2,4,5,2,5,0,0,1,1,0,0,2,0,0
2017-03-13,0,14,2,2,0,25,33,5,3,8,6,1,3,0,0,0,0,0,0,0,0
2017-03-14,0,9,0,3,2,19,31,0,10,9,1,2,1,0,0,2,0,0,0,1,0
2017-03-15,0,6,1,2,2,28,28,3,7,7,2,1,0,1,2,2,0,0,0,1,0
2017-03-16,0,5,4,0,0,32,21,7,5,11,2,3,1,0,1,1,0,0,0,0,0
2017-03-17,0,10,0,2,0,22,19,7,6,11,6,2,2,0,1,2,0,0,2,0,0
2017-03-18,0,9,5,4,1,26,25,9,11,12,2,0,2,0,0,0,0,0,0,0,0
2017-03-19,0,8,2,4,3,27,22,6,6,9,3,3,0,0,0,2,0,0,0,0,0
2017-03-20,0,4,3,4,3,29,20,1,5,7,3,3,2,4,0,0,0,0,1,1,0
2017-03-21,0,7,4,4,1,19,28,6,10,8,2,2,1,0,1,1,0,0,0,0,0
2017-03-22,0,2,3,0,2,24,26,7,10,7,1,1,0,0,1,0,0,0,0,0,0
2017-03-23,0,10,4,7,2,22,28,4,7,7,1,1,0,1,0,1,0,0,0,0,0
2017-03-24,0,3,2,3,2,32,21,3,9,7,4,2,0,0,0,2,0,0,0,0,0
2017-03-25,0,3,4,6,5,30,28,6,9,10,0,4,0,0,1,0,0,0,2,0,0
2017-03-26,0,5,2,2,2,24,22,6,9,3,2,2,1,0,0,2,0,0,1,0,0
2017-03-27,0,5,3,4,3,28,32,6,3,4,3,0,1,1,0,4,0,0,0,0,0
2017-03-28,0,10,2,4,2,30,23,3,10,9,3,2,0,1,1,0,0,0,1,0,0
2017-03-29,0,9,3,3,2,37,21,8,5,6,3,4,1,0,0,1,0,0,1,0,0
2017-03-30,0,9,2,6,0,26,29,4,11,3,5,2,1,0,0,1,0,0,2,0,0
2017-03-31,0,10,2,2,1,37,21,4,11,7,1,0,1,1,1,2,0,0,1,0,0
2017-04-01,0,8,4,4,2,28,29,7,7,6,1,0,0,1,0,1,0,0,0,0,0
2017-04-02,0,8,4,0,0,28,26,6,8,10,1,3,0,0,0,1,0,0,0,0,0
2017-04-03,0,8,8,4,2,40,33,2,5,5,3,5,0,0,1,1,0,0,0,0,0
2017-04-04,0,4,4,5,2,24,22,7,15,6,1,2,2,0,2,0,0,0,0,0,0
2017-04-05,0,6,6,3,3,29,32,3,8,11,1,2,0,0,0,2,0,0,1,0,0
2017-04-06,0,7,0,2,2,31,25,4,11,7,6,3,0,0,2,0,0,0,0,0,0
2017-04-07,0,3,3,2,3,28,29,4,12,9,2,2,0,0,1,1,0,0,0,0,0
2017-04-08,0,5,4,4,2,24,32,4,9,9,1,2,0,1,2,0,0,0,0,0,0
2017-04-09,0,10,1,3,1,30,37,6,4,5,4,2,0,0,0,0,0,0,2,0,0
2017-04-10,0,5,3,1,3,26,23,6,9,13,4,3,0,0,0,3,0,0,1,1,0
2017-04-11,0,4,3,5,1,35,30,3,6,9,3,6,0,1,0,2,0,0,0,0,0
2017-04-12,0,7,4,2,4,30,26,6,8,6,2,5,0,1,2,1,0,0,0,1,0
2017-04-13,0,7,6,2,4,40,23,3,17,7,0,5,1,0,1,0,0,0,0,0,0
2017-04-14,0,3,5,4,0,23,35,8,6,4,3,3,1,0,0,1,0,0,1,0,0
2017-04-15,0,10,3,3,0,27,34,4,18,7,1,0,0,0,0,1,0,0,2,1,0
2017-04-16,0,7,5,4,5,21,29,9,11,10,1,1,1,1,0,1,0,0,4,0,0
2017-04-17,0,8,2,4,1,38,24,10,11,8,2,3,0,0,0,0,0,0,0,0,0
2017-04-18,0,12,1,1,1,25,36,4,6,10,1,1,0,0,1,1,0,0,0,0,0
2017-04-19,0,7,4,6,1,26,27,2,14,7,1,2,1,5,0,0,0,0,0,1,0
2017-04-20,0,5,4,1,3,27,38,5,11,8,3,1,1,0,0,1,0,0,2,0,0
2017-04-21,0,3,3,5,1,28,33,3,7,8,0,3,1,0,2,0,0,0,2,0,0
2017-04-22,0,11,2,5,1,28,29,2,6,6,3,3,0,0,0,0,0,0,0,0,0
2017-04-23,0,6,2,1,3,23,31,8,7,6,2,2,0,0,0,0,0,0,0,0,0
2017-04-24,0,8,5,6,3,20,23,7,6,10,1,2,0,1,0,0,0,0,0,0,0
2017-04-25,0,6,5,3,0,32,26,7,5,7,3,1,0,0,0,1,0,0,1,0,0
2017-04-26,0,7,5,10,3,26,20,6,11,10,1,2,2,1,0,0,0,0,1,0,0
2017-04-27,0,6,2,4,4,34,26,5,10,9,3,0,0,0,0,2,0,0,1,0,0
2017-04-28,0,4,3,6,0,33,31,9,10,7,1,3,0,0,2,1,0,0,1,0,0
2017-04-29,0,10,2,2,4,35,32,8,10,8,2,1,0,0,3,1,0,0,2,0,0
2017-04-30,0,14,6,1,2,22,41,6,8,5,5,4,0,0,1,1,0,0,0,0,0
2017-05-01,0,10,6,3,2,24,27,7,9,10,2,2,0,3,1,2,0,0,2,0,0
2017-05-02,0,0,4,2,2,32,28,5,7,12,2,2,0,1,1,2,0,0,0,0,0
2017-05-03,0,5,4,3,3,32,40,4,11,9,1,2,0,4,2,1,0,0,0,0,0
2017-05-04,0,3,5,2,2,35,43,7,14,5,3,3,1,1,0,0,0,0,1,0,0
2017-05-05,0,6,2,5,0,31,29,7,12,10,4,6,1,0,0,1,0,0,0,0,0
2017-05-06,0,5,3,3,1,23,26,10,8,10,3,2,0,0,0,1,0,0,0,0,0
2017-05-07,0,9,3,4,4,34,21,7,9,7,3,4,0,1,0,2,0,0,0,0,0
2017-05-08,0,4,5,6,0,27,24,8,12,4,1,1,0,1,1,2,0,0,0,0,0
2017-05-09,0,6,2,5,3,24,31,7,7,8,1,6,0,0,2,2,0,0,0,0,0
2017-05-10,0,6,3,5,2,17,32,7,7,7,1,2,0,2,0,0,0,0,0,0,0
2017-05-11,0,3,1,3,0,24,34,5,14,4,1,1,0,2,0,2,0,0,0,0,0
2017-05-12,0,6,3,7,4,49,18,3,15,8,4,2,0,0,0,0,0,0,3,0,0
2017-05-13,0,8,4,5,3,31,25,6,13,7,3,5,1,0,1,0,0,0,2,1,0
2017-05-14,0,8,5,5,1,24,35,4,17,8,3,1,0,1,1,1,0,0,1,0,0
2017-05-15,0,10,3,8,1,28,18,4,11,8,3,4,1,1,1,0,0,0,0,0,0
2017-05-16,0,3,5,1,2,37,43,6,7,11,1,1,1,0,1,0,0,0,1,0,0
2017-05-17,0,11,5,2,4,25,33,8,14,2,2,1,2,0,1,0,0,0,1,0,0
2017-05-18,0,3,3,3,1,28,41,10,16,9,1,1,1,0,1,1,0,0,1,0,0
2017-05-19,0,4,2,1,3,31,34,4,6,7,2,0,0,2,0,0,0,0,0,0,0
2017-05-20,0,9,3,3,3,37,36,3,11,7,3,2,0,0,1,1,0,0,0,0,0
2017-05-21,0,4,6,2,2,29,45,8,17,7,2,1,0,0,1,0,0,0,0,0,0
2017-05-22,0,6,1,1,1,41,36,8,12,13,7,4,0,1,1,0,0,0,1,0,0
2017-05-23,0,9,8,4,1,32,18,8,20,8,1,3,0,1,0,0,0,0,1,0,0
2017-05-24,0,8,1,9,1,26,43,6,13,2,2,6,0,0,1,1,0,0,1,1,0
2017-05-25,0,8,4,4,2,14,27,11,10,15,3,1,0,0,1,0,0,0,3,0,0
2017-05-26,0,4,6,3,1,26,40,7,17,11,3,1,0,0,0,0,0,0,1,0,0
2017-05-27,0,6,3,3,0,23,37,14,11,10,2,0,1,0,0,1,0,0,0,0,0
2017-05-28,0,13,1,5,6,19,38,9,7,13,4,5,2,0,0,1,0,0,1,0,0
2017-05-29,0,6,1,3,1,42,46,7,9,10,3,2,0,0,2,0,0,0,0,0,0
2017-05-30,0,12,2,3,4,26,38,5,10,12,1,3,1,0,0,0,0,0,0,0,0
2017-05-31,0,6,6,5,1,27,45,9,11,6,5,3,1,0,1,1,0,0,0,0,0
2017-06-01,0,2,4,9,1,24,33,11,12,8,5,2,0,1,1,1,0,0,1,0,0
2017-06-02,0,6,3,8,1,31,33,7,13,9,5,1,1,1,3,1,0,0,0,0,0
2017-06-03,0,7,7,4,1,35,48,5,18,10,2,4,1,0,0,0,0,0,0,0,0
2017-06-04,0,5,3,3,1,39,42,9,11,11,5,3,0,1,1,0,0,0,0,0,0
2017-06-05,0,6,7,2,1,29,33,6,24,6,4,5,0,1,2,1,0,0,1,0,0
2017-06-06,0,5,8,6,3,33,37,9,22,10,3,1,0,0,1,0,0,0,1,0,0
2017-06-07,0,2,4,3,2,36,35,6,21,6,5,1,2,2,2,1,0,0,0,0,0
2017-06-08,0,7,1,6,1,25,54,8,18,13,2,4,0,1,0,1,0,0,1,0,0
