fecha,COVID-19,Causas externas de morbilidad y de mortalidad,Enfermedades del sistema genitourinario,Enfermedades del sistema nervioso central,Trastornos mentales y del comportamiento,Tumores [Neoplasias],Enfermedades del sistema circulatorio ,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedades del sistema respiratorio ,Enfermedades del sistema digestivo,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Ciertas enfermedades infecciosas y parasitarias,Enfermedades de la piel y del tejido subcutáneo,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades del ojo y sus anexos ,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2016-08-28,0,33,9,10,8,86,94,25,22,21,14,7,2,0,3,0,0,0,2,0,0
2016-08-29,0,17,12,9,10,76,75,21,34,15,11,8,1,1,1,5,0,0,0,0,0
2016-08-30,0,24,7,3,9,67,80,22,46,21,12,8,2,1,1,4,0,0,2,1,0
2016-08-31,0,16,5,12,5,79,85,19,40,20,7,5,1,2,2,7,0,0,0,0,0
2016-09-01,0,20,8,6,4,77,81,16,29,20,10,6,3,2,2,2,0,0,2,0,0
2016-09-02,0,14,3,12,8,70,79,17,34,20,10,3,2,1,2,4,0,0,4,1,0
2016-09-03,0,29,14,6,2,72,85,24,43,20,10,5,1,0,2,4,0,0,0,0,0
2016-09-04,0,31,7,20,3,75,94,16,31,19,13,7,0,1,0,3,0,0,0,0,0
2016-09-05,0,23,5,15,6,91,82,16,45,25,8,3,1,1,3,1,0,0,1,0,0
2016-09-06,0,24,13,21,6,62,98,24,37,24,6,11,1,1,2,1,0,0,2,0,0
2016-09-07,0,24,12,8,8,85,93,20,36,29,9,12,3,2,0,6,0,0,1,0,0
2016-09-08,0,16,11,7,6,77,92,21,38,25,4,11,2,1,1,3,0,0,0,0,0
2016-09-09,0,32,14,14,0,91,90,20,34,18,5,6,1,0,0,2,0,0,3,0,0
2016-09-10,0,30,13,14,6,80,87,12,47,25,11,2,2,3,4,2,0,0,3,0,0
2016-09-11,0,36,6,8,6,87,98,18,35,17,7,5,3,3,3,3,0,0,1,0,0
2016-09-12,0,21,14,16,8,79,71,17,35,18,8,4,0,1,0,2,0,0,1,0,0
2016-09-13,0,27,14,9,3,78,76,15,30,23,3,7,1,1,3,3,0,0,0,0,0
2016-09-14,0,20,8,11,9,68,72,18,33,28,14,8,1,0,1,3,0,0,4,0,0
2016-09-15,0,16,8,15,2,79,87,17,38,24,7,7,0,2,2,2,0,0,0,0,0
2016-09-16,0,22,8,4,2,76,72,18,31,24,5,7,1,1,3,6,0,0,1,0,0
2016-09-17,0,26,8,12,6,60,76,18,36,22,11,7,1,1,3,4,0,0,1,0,0
2016-09-18,0,28,10,8,4,70,92,21,39,25,9,6,0,2,5,2,0,0,2,0,0
2016-09-19,0,31,4,10,1,79,96,20,29,24,15,11,1,1,2,4,0,0,1,0,0
2016-09-20,0,28,10,7,5,87,81,23,41,27,7,5,1,4,4,1,0,0,3,0,0
2016-09-21,0,18,9,10,3,67,84,17,30,37,6,4,2,0,0,3,0,0,4,0,0
2016-09-22,0,28,11,17,3,63,81,17,35,23,5,13,1,1,4,5,0,0,3,0,0
2016-09-23,0,25,11,7,5,59,92,13,29,24,9,7,0,1,2,4,0,0,2,0,0
2016-09-24,0,34,8,14,7,64,81,17,33,17,10,7,0,0,0,5,0,0,2,0,0
2016-09-25,0,17,6,12,3,60,98,25,35,17,12,4,2,2,2,3,0,0,3,0,0
2016-09-26,0,23,8,14,5,77,83,14,33,32,8,5,1,1,1,5,0,0,4,0,0
2016-09-27,0,20,8,21,7,65,77,18,33,18,5,4,1,0,2,3,0,0,4,0,0
2016-09-28,0,19,11,10,10,81,69,11,25,19,10,10,1,4,6,1,0,0,1,0,0
2016-09-29,0,17,8,16,9,83,79,26,33,17,2,10,1,1,3,3,0,0,2,0,0
2016-09-30,0,13,4,5,4,59,78,17,36,27,8,3,1,2,2,4,0,0,0,1,0
2016-10-01,0,21,14,11,7,63,71,21,33,22,8,4,0,4,0,4,0,0,3,0,0
2016-10-02,0,26,8,7,9,92,93,23,24,19,8,9,1,2,0,2,0,0,3,0,0
2016-10-03,0,23,10,7,2,73,70,17,20,19,7,8,0,4,1,1,0,0,2,0,0
2016-10-04,0,21,9,11,2,81,82,11,36,18,7,8,1,0,0,2,0,0,0,0,0
2016-10-05,0,25,8,13,9,64,78,13,17,19,3,6,0,2,3,4,0,0,1,0,0
2016-10-06,0,21,7,8,3,79,80,14,22,25,7,6,1,1,4,5,0,0,1,0,0
2016-10-07,0,18,7,9,8,70,72,17,24,28,3,6,0,0,4,3,0,0,2,0,0
2016-10-08,0,33,14,10,8,74,72,17,28,19,3,9,1,2,2,1,0,0,2,0,0
2016-10-09,0,29,9,9,5,78,78,18,28,34,2,6,1,0,4,0,0,0,0,0,0
2016-10-10,0,30,8,8,2,77,81,12,28,19,8,8,0,0,0,2,0,0,4,0,0
2016-10-11,0,26,7,11,6,76,66,16,34,22,9,5,0,1,3,3,0,0,2,0,0
2016-10-12,0,22,5,8,7,85,77,13,26,20,4,12,1,0,4,3,0,0,3,0,0
2016-10-13,0,10,8,16,4,74,72,16,12,29,9,4,1,0,2,2,0,0,0,0,0
2016-10-14,0,13,7,5,2,70,61,15,29,18,7,9,1,2,2,3,0,0,2,0,0
2016-10-15,0,20,10,10,4,86,55,17,26,18,11,6,0,0,2,0,0,0,0,0,0
2016-10-16,0,25,11,10,6,77,70,20,30,19,7,6,0,2,2,3,0,0,3,1,0
2016-10-17,0,20,10,8,6,68,75,13,24,25,6,9,1,1,1,1,0,0,1,0,0
2016-10-18,0,12,6,10,3,60,71,11,25,18,7,4,2,4,2,2,0,0,3,0,0
2016-10-19,0,14,8,6,4,64,90,14,27,12,4,3,1,1,1,4,0,0,2,0,0
2016-10-20,0,20,12,16,3,71,69,11,32,23,3,11,2,0,3,2,0,0,1,0,0
2016-10-21,0,19,6,8,5,76,91,11,29,15,5,7,0,2,4,3,0,0,1,1,0
2016-10-22,0,17,8,11,6,72,83,13,23,20,10,4,0,1,0,1,0,0,0,0,0
2016-10-23,0,26,15,11,3,81,81,13,30,16,5,8,1,1,1,0,0,0,4,0,0
2016-10-24,0,21,12,8,5,70,73,17,26,15,9,4,1,1,2,1,0,0,4,0,0
2016-10-25,0,16,8,7,2,79,64,20,24,22,12,4,1,9,0,3,0,0,2,0,0
2016-10-26,0,21,6,7,2,81,80,15,25,24,5,1,4,1,3,2,0,0,4,0,0
2016-10-27,0,12,11,12,2,86,74,13,24,23,11,5,2,0,1,5,0,0,3,0,0
2016-10-28,0,13,15,15,3,75,71,21,21,18,5,7,1,1,2,2,0,0,1,0,0
2016-10-29,0,33,13,5,4,63,81,14,38,13,6,2,1,0,2,3,0,0,2,0,0
2016-10-30,0,30,8,11,3,55,65,10,25,22,8,5,0,2,0,1,0,0,3,0,0
2016-10-31,0,18,9,7,4,58,71,18,29,18,9,3,1,1,2,1,0,0,2,0,0
2016-11-01,0,27,16,11,10,70,70,12,29,18,7,4,0,3,2,2,0,0,2,1,0
2016-11-02,0,26,9,7,5,67,78,10,30,23,5,9,1,3,1,3,0,0,2,0,0
2016-11-03,0,19,8,8,2,74,66,12,22,19,5,5,4,2,0,1,0,0,4,0,0
2016-11-04,0,26,10,12,6,79,82,15,32,25,3,9,3,3,1,0,0,0,0,1,0
2016-11-05,0,26,15,7,2,79,78,19,35,25,5,7,0,2,1,3,0,0,1,0,0
2016-11-06,0,29,12,13,2,59,71,7,40,25,6,5,3,0,1,3,0,0,3,0,0
2016-11-07,0,16,14,7,7,59,78,13,28,22,9,5,3,2,3,1,0,0,1,0,0
2016-11-08,0,13,10,9,3,71,68,12,26,22,4,11,2,1,3,5,0,0,2,1,0
2016-11-09,0,20,12,9,2,62,39,16,21,18,6,5,2,2,0,3,0,0,3,0,0
2016-11-10,0,17,10,6,2,69,77,8,24,22,11,6,3,1,2,3,0,0,2,0,0
2016-11-11,0,24,8,4,6,72,74,18,25,22,4,7,3,1,4,1,0,0,0,0,0
2016-11-12,0,20,10,5,4,67,68,11,24,25,8,7,0,3,6,2,0,0,2,0,0
2016-11-13,0,22,8,8,8,72,69,13,29,12,8,6,2,0,2,1,0,0,2,0,0
2016-11-14,0,26,6,10,4,67,58,19,18,13,10,0,3,1,3,0,0,0,1,0,0
2016-11-15,0,18,13,7,1,62,76,15,17,15,3,5,2,1,2,2,0,0,3,0,0
2016-11-16,0,16,14,8,6,65,60,13,19,18,12,5,0,0,1,3,0,0,0,0,0
2016-11-17,0,15,13,10,4,76,66,14,33,17,5,13,1,0,2,2,0,0,2,0,0
2016-11-18,0,13,8,9,4,84,58,16,23,20,7,9,4,5,0,4,0,0,2,1,0
2016-11-19,0,29,8,9,2,79,63,15,24,18,7,7,2,1,3,3,0,0,1,0,0
2016-11-20,0,36,5,7,8,69,64,19,22,21,12,7,1,1,1,3,0,0,2,0,0
2016-11-21,0,15,10,5,4,68,75,13,19,15,8,6,2,0,2,4,0,0,0,0,0
2016-11-22,0,19,7,9,1,60,75,18,23,23,8,1,1,0,1,0,0,0,1,0,0
2016-11-23,0,25,3,9,4,84,74,19,22,17,5,2,1,0,3,0,0,0,1,0,0
2016-11-24,0,14,6,7,4,85,72,22,21,23,4,2,1,2,1,3,0,0,1,0,0
2016-11-25,0,19,7,4,2,80,71,20,28,15,10,6,1,0,3,1,0,0,4,0,0
2016-11-26,0,16,11,9,1,75,62,27,27,15,7,4,1,1,1,2,0,0,2,0,0
2016-11-27,0,29,8,12,6,74,64,17,18,23,5,11,1,1,2,4,0,0,1,2,0
2016-11-28,0,18,11,5,3,79,82,13,18,20,6,7,3,1,1,3,0,0,2,0,0
2016-11-29,0,14,6,10,5,79,73,14,26,15,5,7,0,1,0,0,0,0,4,0,0
2016-11-30,0,23,10,10,3,75,81,15,19,18,5,9,3,2,1,5,0,0,4,0,0
2016-12-01,0,15,10,6,2,75,54,18,24,18,10,4,1,1,3,3,0,0,0,0,0
2016-12-02,0,25,11,7,3,60,85,14,27,14,10,4,0,1,3,1,0,0,4,0,0
2016-12-03,0,26,7,8,3,75,63,12,22,17,2,5,1,0,2,0,0,0,1,0,0
2016-12-04,0,23,8,7,3,78,65,15,24,18,5,6,0,3,2,1,0,0,0,0,0
2016-12-05,0,25,9,6,5,67,55,15,28,21,7,5,1,0,1,2,0,0,1,0,0
2016-12-06,0,18,4,8,2,85,59,13,22,21,6,5,2,0,3,3,0,0,2,0,0
2016-12-07,0,19,11,13,5,91,71,13,16,17,4,4,1,1,3,4,0,0,2,0,0
2016-12-08,0,21,10,7,4,78,73,13,18,17,2,6,0,0,2,1,0,0,4,0,0
2016-12-09,0,22,9,15,3,79,66,17,26,17,1,6,0,1,2,6,0,0,1,0,0
2016-12-10,0,14,5,10,3,68,58,11,22,16,8,6,4,2,0,3,0,0,0,0,0
2016-12-11,0,31,7,10,4,77,76,9,23,21,5,8,1,2,1,1,0,0,1,0,0
2016-12-12,0,17,10,6,3,80,80,15,25,26,11,7,1,1,0,3,0,0,3,0,0
2016-12-13,0,21,6,9,6,81,52,11,26,26,7,7,0,0,2,2,0,0,2,0,0
2016-12-14,0,16,11,10,0,84,66,13,21,21,5,5,0,0,0,0,0,0,1,1,0
2016-12-15,0,23,9,6,7,83,67,11,19,18,9,5,1,1,2,3,0,0,2,0,0
2016-12-16,0,19,11,5,3,74,58,7,16,25,8,5,1,2,3,2,0,0,5,0,0
2016-12-17,0,22,12,6,6,63,72,16,16,17,11,6,4,1,1,1,0,0,5,0,0
2016-12-18,0,30,12,14,4,65,79,21,28,20,8,5,2,3,1,0,0,0,3,0,0
2016-12-19,0,17,12,9,4,66,68,12,18,13,9,9,0,2,3,4,0,0,0,0,0
2016-12-20,0,19,10,9,4,65,68,14,30,16,8,7,2,0,2,5,0,0,2,0,0
2016-12-21,0,25,6,6,2,77,73,14,22,17,6,10,0,2,6,4,0,0,0,0,0
2016-12-22,0,23,10,10,4,72,66,14,22,24,9,7,4,1,3,2,0,0,1,0,0
2016-12-23,0,13,8,11,5,71,67,20,15,20,10,2,0,2,2,4,0,0,3,0,0
2016-12-24,0,25,10,10,3,69,69,12,18,19,6,2,1,1,2,0,0,0,2,0,0
2016-12-25,0,39,8,13,5,62,75,9,17,19,11,9,0,0,1,1,0,0,7,0,0
2016-12-26,0,17,6,9,5,72,69,7,13,19,3,5,1,2,1,2,0,0,1,0,0
2016-12-27,0,19,10,6,6,72,65,13,21,12,3,6,2,0,2,4,0,0,0,1,0
2016-12-28,0,22,9,9,5,64,67,16,20,19,9,3,1,2,3,2,0,0,1,0,0
2016-12-29,0,24,8,9,5,75,60,16,22,12,8,10,2,0,2,2,0,0,0,0,0
2016-12-30,0,25,10,6,2,46,32,8,11,12,3,1,1,0,0,2,0,0,4,0,0
2016-12-31,0,23,6,14,3,48,54,10,19,14,7,3,1,3,3,3,0,0,4,0,0
2017-01-01,0,42,13,5,2,84,77,10,21,15,6,4,1,1,2,1,0,0,1,0,0
2017-01-02,0,25,6,10,8,76,79,8,33,21,6,4,1,1,0,1,0,0,3,0,0
2017-01-03,0,22,12,9,3,74,85,11,36,18,9,6,3,1,1,1,0,0,2,0,0
2017-01-04,0,14,6,9,0,84,74,6,13,18,5,7,1,1,1,3,0,0,2,0,0
2017-01-05,0,19,5,10,4,65,56,18,27,22,3,4,5,2,2,1,0,0,6,0,0
2017-01-06,0,11,6,15,6,83,69,20,15,19,7,3,1,1,1,2,0,0,1,0,0
2017-01-07,0,29,8,12,2,80,63,18,24,21,6,9,1,1,6,1,0,0,3,0,0
2017-01-08,0,22,10,10,2,80,72,9,23,18,5,9,0,0,1,3,0,0,3,1,0
2017-01-09,0,21,10,5,5,79,63,8,20,15,4,4,0,0,2,4,0,0,2,0,0
2017-01-10,0,20,15,8,7,83,71,12,28,17,4,4,0,3,0,2,0,0,2,0,0
2017-01-11,0,24,16,7,4,79,61,14,22,21,5,8,2,0,0,3,0,0,4,0,0
2017-01-12,0,14,9,15,6,84,67,14,19,23,9,3,0,1,1,1,0,0,3,0,0
2017-01-13,0,16,16,8,8,72,63,15,23,17,7,6,0,0,0,2,0,0,3,0,0
2017-01-14,0,30,10,9,2,75,82,15,21,25,5,2,3,0,0,2,0,0,1,0,0
2017-01-15,0,36,6,11,2,70,62,20,19,23,7,5,3,4,2,2,0,0,2,0,0
2017-01-16,0,22,11,10,2,82,60,18,25,27,5,8,1,0,0,3,0,0,0,0,0
2017-01-17,0,19,7,13,4,58,71,17,20,31,11,4,4,2,1,2,0,0,1,0,0
2017-01-18,0,18,15,10,5,75,68,18,19,21,9,7,3,3,2,0,0,0,4,0,0
2017-01-19,0,21,15,10,5,91,71,20,20,26,8,5,1,1,4,2,0,0,1,0,0
2017-01-20,0,16,11,11,7,80,62,13,37,22,12,9,5,2,2,4,0,0,3,0,0
2017-01-21,0,26,11,19,6,80,91,19,30,32,11,7,2,2,1,2,0,0,2,0,0
2017-01-22,0,29,9,10,14,71,63,14,31,14,11,5,2,1,4,2,0,0,0,0,0
2017-01-23,0,21,9,11,6,71,76,16,30,14,13,6,0,2,2,2,0,0,2,0,0
2017-01-24,0,23,14,12,8,79,79,21,23,18,7,9,4,2,3,5,0,0,1,1,0
2017-01-25,0,20,10,19,4,79,72,22,30,26,9,10,2,1,1,7,0,0,1,0,0
2017-01-26,0,35,9,16,4,70,81,9,25,20,9,6,1,2,1,4,0,0,1,1,0
2017-01-27,0,16,11,15,4,85,73,17,27,16,9,8,2,3,1,5,0,0,4,1,0
2017-01-28,0,26,10,9,5,73,82,18,34,19,7,11,1,2,4,0,0,0,5,0,0
2017-01-29,0,31,8,16,7,67,63,19,34,17,12,4,3,0,2,0,0,0,1,0,0
2017-01-30,0,21,9,10,8,70,70,14,25,21,6,9,4,0,1,1,0,0,5,0,0
2017-01-31,0,23,10,9,4,72,74,16,30,20,5,7,0,0,0,0,0,0,1,0,0
2017-02-01,0,28,7,14,4,79,66,14,30,28,8,10,0,1,1,3,0,0,2,0,0
2017-02-02,0,19,4,8,8,68,60,19,10,21,7,7,2,0,4,2,0,0,1,0,0
2017-02-03,0,20,6,10,2,88,78,20,21,22,8,6,3,2,2,1,0,0,1,0,0
2017-02-04,0,18,10,8,3,65,70,16,18,18,8,5,2,0,2,2,0,0,0,0,0
2017-02-05,0,29,9,15,8,55,82,9,22,26,6,7,0,0,3,3,0,0,3,0,0
2017-02-06,0,31,10,9,3,68,67,11,31,25,6,3,1,4,0,1,0,0,4,1,0
2017-02-07,0,14,13,6,4,70,50,9,26,14,9,6,0,0,2,3,0,0,1,0,0
2017-02-08,0,23,8,10,4,72,54,9,10,19,7,7,1,1,1,4,0,0,3,0,0
2017-02-09,0,17,10,8,5,55,60,14,25,20,7,7,0,1,1,2,0,0,2,0,0
2017-02-10,0,25,5,13,2,87,72,11,18,21,5,10,2,1,3,3,0,0,0,1,0
2017-02-11,0,23,6,10,2,91,62,11,22,18,2,9,0,0,0,4,0,0,2,0,0
2017-02-12,0,35,5,13,11,77,63,14,16,21,9,9,1,1,2,3,0,0,1,0,0
2017-02-13,0,15,10,13,5,90,68,13,19,26,9,6,2,0,0,3,0,0,2,0,0
2017-02-14,0,32,6,3,2,66,67,15,18,24,3,10,1,0,3,2,0,0,1,0,0
2017-02-15,0,25,9,8,7,71,61,11,17,28,3,4,1,2,2,1,0,0,3,0,0
2017-02-16,0,16,8,10,5,85,65,17,21,28,5,6,0,0,1,6,0,0,1,0,0
2017-02-17,0,20,4,12,2,63,59,15,16,22,7,6,0,0,2,4,0,0,5,0,0
2017-02-18,0,20,9,8,2,80,57,18,28,17,6,4,0,2,0,0,0,0,4,0,0
2017-02-19,0,24,12,6,1,72,72,18,15,23,6,2,1,1,6,2,0,0,0,0,0
2017-02-20,0,16,8,9,6,91,68,15,23,21,5,9,1,0,1,2,0,0,1,0,0
2017-02-21,0,22,12,8,4,90,67,19,11,25,8,6,2,0,0,2,0,0,2,0,0
2017-02-22,0,23,10,8,3,84,65,13,24,15,12,11,2,0,4,5,0,0,1,0,0
2017-02-23,0,24,10,10,5,77,75,13,20,25,9,7,2,3,2,0,0,1,3,0,0
2017-02-24,0,26,17,12,4,78,66,13,18,21,10,0,2,3,1,1,0,1,1,1,0
2017-02-25,0,23,10,9,3,66,70,14,20,23,6,3,1,0,4,3,0,0,0,2,0
2017-02-26,0,35,8,8,4,68,90,20,31,28,9,9,0,3,1,0,0,0,4,0,0
2017-02-27,0,22,17,12,6,75,66,20,17,17,8,5,1,1,3,4,0,0,2,0,0
2017-02-28,0,23,9,11,7,67,55,7,19,23,5,4,2,0,3,4,0,0,0,0,0
2017-03-01,0,13,11,7,8,62,59,15,19,16,10,4,0,0,2,5,0,0,0,0,0
2017-03-02,0,18,11,6,7,74,52,10,23,26,5,7,1,5,1,3,0,0,1,0,0
2017-03-03,0,19,11,14,5,63,67,12,25,22,5,5,0,1,1,0,0,0,3,0,0
2017-03-04,0,25,5,8,5,65,68,10,17,17,12,6,0,1,1,3,0,0,0,0,0
2017-03-05,0,24,12,13,3,66,67,7,16,17,5,3,0,2,1,1,0,0,1,0,0
2017-03-06,0,22,4,10,1,72,63,12,20,18,3,8,0,1,2,5,0,0,4,0,0
2017-03-07,0,23,4,14,4,82,65,19,23,14,8,7,1,1,1,2,0,0,1,0,0
2017-03-08,0,9,3,8,6,74,63,11,20,19,4,8,3,3,1,6,0,0,2,0,0
2017-03-09,0,19,13,11,3,56,58,9,21,30,7,10,0,3,2,1,0,0,1,0,0
2017-03-10,0,15,4,14,2,58,70,8,14,28,5,2,4,2,1,5,0,0,2,0,0
2017-03-11,0,23,6,7,3,71,74,9,15,17,9,2,0,3,3,1,0,0,0,0,0
2017-03-12,0,24,8,13,1,70,69,15,17,22,8,10,1,0,1,4,0,0,2,0,0
2017-03-13,0,27,7,10,4,69,68,12,15,19,10,3,3,2,0,0,0,0,1,0,0
2017-03-14,0,13,8,8,4,71,70,6,27,17,4,4,1,0,1,2,0,0,2,1,0
2017-03-15,0,18,4,5,5,69,66,14,21,20,8,2,1,2,3,4,0,0,4,1,0
2017-03-16,0,10,10,1,3,67,70,16,14,20,7,10,4,0,1,3,0,0,1,0,0
2017-03-17,0,20,3,4,2,72,51,13,15,21,8,7,3,1,2,6,0,0,4,0,0
2017-03-18,0,25,14,12,6,80,67,17,26,23,4,3,3,2,0,1,0,0,3,0,0
2017-03-19,0,28,13,11,5,83,60,14,13,14,8,7,1,0,3,2,0,0,2,0,0
2017-03-20,0,12,11,10,6,67,53,9,18,18,6,7,2,4,0,2,0,0,6,1,0
2017-03-21,0,16,11,8,3,69,63,16,20,22,4,6,1,2,1,4,0,0,2,0,0
2017-03-22,0,4,6,6,5,84,64,10,26,18,1,7,0,1,2,1,0,0,0,0,0
2017-03-23,0,20,7,11,4,85,65,14,17,18,4,6,0,1,1,2,0,0,6,0,0
2017-03-24,0,23,4,10,2,93,59,10,27,20,7,5,1,1,1,2,0,0,0,0,0
2017-03-25,0,17,8,14,6,74,72,16,22,17,8,11,1,1,1,1,0,0,2,0,0
2017-03-26,0,19,5,7,4,72,79,19,22,16,4,4,2,0,1,3,0,0,2,0,0
2017-03-27,0,16,5,10,3,74,78,10,22,19,4,6,2,3,1,4,0,0,0,0,0
2017-03-28,0,21,7,10,6,79,69,8,26,23,4,9,0,2,3,2,0,0,2,0,0
2017-03-29,0,17,10,7,3,77,53,15,15,22,6,12,1,0,1,3,0,0,2,0,0
2017-03-30,0,16,5,11,4,67,75,15,22,22,7,5,1,1,1,3,0,0,4,0,0
2017-03-31,0,19,10,7,4,91,51,13,19,22,2,3,3,1,3,5,0,0,2,0,0
2017-04-01,0,29,8,5,7,69,74,13,21,13,4,4,1,2,1,3,0,0,1,1,0
2017-04-02,0,30,15,7,0,68,58,17,28,18,5,9,0,2,0,2,0,0,1,0,0
2017-04-03,0,20,15,13,5,87,78,10,18,19,7,11,0,0,1,2,0,0,1,0,0
2017-04-04,0,14,8,8,4,72,66,23,21,30,3,8,2,2,3,0,0,0,2,0,0
2017-04-05,0,20,13,8,8,87,73,12,21,24,4,11,2,0,2,4,0,0,1,1,0
2017-04-06,0,19,5,12,4,64,60,16,27,12,9,5,1,2,2,2,0,0,5,0,0
2017-04-07,0,17,13,7,5,72,68,10,25,22,7,6,1,2,1,1,0,0,1,0,0
2017-04-08,0,24,7,13,4,63,75,16,22,19,4,7,0,1,3,1,0,0,4,0,0
2017-04-09,0,26,4,13,5,81,81,15,14,27,10,5,0,0,0,0,0,0,4,0,0
2017-04-10,0,19,8,7,6,84,72,12,26,24,12,5,2,1,2,4,0,0,3,1,0
2017-04-11,0,19,9,13,4,83,78,18,23,25,8,11,1,4,1,4,0,0,2,0,0
2017-04-12,0,15,10,9,7,72,68,10,25,23,4,9,1,1,4,2,0,0,0,2,0
2017-04-13,0,19,8,11,7,100,69,12,25,19,1,7,3,1,3,2,0,0,2,0,0
2017-04-14,0,17,10,11,4,73,74,18,20,17,6,6,1,0,0,2,0,0,2,0,0
2017-04-15,0,25,8,5,0,87,71,11,35,17,2,3,1,1,0,1,0,0,2,1,0
2017-04-16,0,22,9,9,11,70,65,19,24,26,6,4,3,2,1,2,0,0,5,0,0
2017-04-17,0,28,5,7,4,95,69,20,27,20,7,6,0,0,0,1,0,0,1,0,0
2017-04-18,0,29,6,3,2,72,68,14,17,20,2,4,0,0,1,2,0,0,0,0,0
2017-04-19,0,15,11,13,3,71,62,10,33,22,6,6,2,5,2,1,0,0,2,1,0
2017-04-20,0,18,14,4,4,81,78,18,28,21,7,2,1,0,0,2,0,0,4,0,0
2017-04-21,0,21,7,14,3,78,80,5,22,22,1,6,2,0,4,2,0,0,4,0,0
2017-04-22,0,26,6,6,5,67,59,10,25,18,7,7,2,0,2,1,0,0,2,0,0
2017-04-23,0,12,12,6,6,63,82,17,24,18,8,6,1,0,2,0,0,0,0,0,0
2017-04-24,0,24,10,11,7,74,70,19,20,23,3,2,1,1,0,2,0,0,3,0,0
2017-04-25,0,22,13,10,2,74,73,19,24,13,5,4,0,0,1,3,0,0,2,0,0
2017-04-26,0,21,12,15,9,74,67,18,27,24,4,5,2,2,1,3,0,0,1,0,0
2017-04-27,0,18,9,11,6,73,61,14,25,23,8,8,1,3,3,3,0,0,2,0,0
2017-04-28,0,16,6,10,4,82,78,21,21,27,4,6,1,0,5,1,0,0,3,0,0
2017-04-29,0,25,11,9,5,92,78,14,34,22,7,4,0,0,5,2,0,0,3,0,0
2017-04-30,0,31,8,6,8,69,83,10,29,17,10,7,3,0,5,1,0,0,0,0,0
2017-05-01,0,31,11,9,5,72,73,11,27,21,5,6,2,4,2,4,0,0,3,0,0
2017-05-02,0,14,10,7,4,71,61,13,24,25,3,10,0,2,1,5,0,0,1,1,0
2017-05-03,0,14,9,11,4,77,91,7,18,24,3,5,0,5,6,1,0,0,1,0,0
2017-05-04,0,18,8,9,7,91,88,16,25,22,3,10,4,2,1,1,0,0,1,0,0
2017-05-05,0,18,12,11,3,70,92,19,27,21,7,11,2,0,0,4,0,0,0,0,0
2017-05-06,0,15,8,11,3,74,70,18,25,26,5,5,2,1,1,2,0,0,3,0,0
2017-05-07,0,19,8,11,11,83,63,14,26,22,9,5,1,1,2,2,0,0,2,0,0
2017-05-08,0,21,15,13,1,70,68,17,22,18,3,2,2,1,1,2,0,0,3,0,0
2017-05-09,0,15,7,12,6,66,74,16,19,22,4,7,1,2,3,2,0,0,1,0,0
2017-05-10,0,17,8,8,6,54,68,14,23,23,4,6,0,3,1,3,0,0,3,0,0
2017-05-11,0,8,7,12,1,72,85,12,35,15,3,4,1,2,1,3,0,0,3,0,0
2017-05-12,0,17,6,10,5,109,63,13,25,23,9,7,3,3,0,2,0,0,4,0,0
2017-05-13,0,30,11,7,7,79,72,12,36,17,7,11,3,0,1,2,0,0,3,1,0
2017-05-14,0,29,9,11,4,85,76,11,29,23,5,8,1,2,4,4,0,0,3,0,0
2017-05-15,0,18,7,12,6,72,64,13,21,26,8,7,3,3,1,2,0,0,1,2,0
2017-05-16,0,16,12,7,7,88,107,16,23,29,6,2,4,0,3,2,0,0,1,0,0
2017-05-17,0,25,10,11,4,74,59,14,30,13,6,5,4,0,1,2,0,0,2,0,0
2017-05-18,0,12,7,13,2,83,82,21,23,29,4,5,1,0,2,1,0,0,2,0,0
2017-05-19,0,17,7,10,8,59,80,16,27,20,3,4,2,3,1,2,0,0,1,0,0
2017-05-20,0,21,9,9,6,92,86,9,30,23,6,4,0,0,4,2,0,0,1,0,0
2017-05-21,0,20,14,7,4,82,99,18,37,31,4,3,2,2,4,1,0,0,1,0,0
2017-05-22,0,24,7,5,4,79,94,19,36,28,14,7,1,2,1,1,0,0,1,0,0
2017-05-23,0,22,16,10,9,90,73,21,42,20,7,7,3,1,0,0,0,0,1,0,0
2017-05-24,0,19,7,19,3,62,105,17,41,18,6,10,2,3,1,2,0,0,2,1,0
2017-05-25,0,20,11,16,3,61,67,18,38,30,9,3,1,1,2,2,0,0,5,0,0
2017-05-26,0,20,11,12,5,71,97,19,34,25,6,6,0,0,1,2,0,0,1,0,0
2017-05-27,0,20,15,6,5,68,82,31,39,22,8,4,2,0,2,2,0,0,1,0,0
2017-05-28,0,30,7,19,9,70,110,20,19,28,11,10,4,1,0,2,0,0,3,0,0
2017-05-29,0,21,12,11,6,95,101,21,31,26,9,6,1,1,4,2,0,0,1,0,0
2017-05-30,0,23,6,16,6,73,86,17,31,27,6,7,3,3,1,0,0,0,1,1,0
