fecha,Enfermedades del sistema circulatorio ,COVID-19,Enfermedades del sistema respiratorio ,Enfermedades del sistema nervioso central,Enfermedades del sistema digestivo,Trastornos mentales y del comportamiento,Causas externas de morbilidad y de mortalidad,Tumores [Neoplasias],"Enfermedades endocrinas, nutricionales y metabÃ³licas","SÃ­ntomas, signos y hallazgos anormales clÃ­nicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema genitourinario,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades de la piel y del tejido subcutÃ¡neo,"Malformaciones congÃ©nitas, deformidades y anomalÃ­as cromosÃ³micas","Enfermedades de la sangre y de los Ã³rganos hematopoyÃ©ticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del oÃ­do y de la apÃ³fisis mastoides,Enfermedades del ojo y sus anexos ,Ciertas afecciones originadas en el perÃ­odo perinatal,"Embarazo, parto y puerperio",CÃ³digos para propÃ³sitos especiales
2018-11-15,72,0,25,12,13,2,15,76,14,7,11,6,2,2,4,1,0,0,1,0,0
2018-11-16,74,0,19,11,17,5,21,85,7,7,5,9,0,2,4,3,0,0,1,0,0
2018-11-17,75,0,21,14,20,8,21,78,10,7,6,6,1,3,3,2,0,0,2,0,0
2018-11-18,67,0,44,13,21,3,24,84,8,5,7,6,3,1,2,1,0,0,4,1,0
2018-11-19,69,0,35,12,20,3,23,80,11,10,9,5,1,3,0,0,0,0,1,1,0
2018-11-20,74,0,32,10,22,10,13,88,13,8,11,7,1,4,2,2,0,0,3,0,0
2018-11-21,76,0,44,7,26,5,25,82,6,7,9,6,1,2,2,4,0,0,3,1,0
2018-11-22,55,0,16,15,20,6,22,91,7,14,8,4,1,1,4,3,0,0,1,0,0
2018-11-23,76,0,33,12,17,5,19,83,8,14,5,8,3,2,0,1,0,0,1,0,0
2018-11-24,58,0,35,8,24,6,25,73,10,9,10,7,0,1,2,2,0,0,4,0,0
2018-11-25,70,0,34,10,15,8,27,76,7,7,10,6,0,3,3,0,0,0,1,0,0
2018-11-26,69,0,33,13,23,6,26,86,6,5,8,5,4,2,7,2,0,0,2,0,0
2018-11-27,60,0,35,8,26,7,23,75,7,10,9,9,1,2,0,1,0,0,1,1,0
2018-11-28,58,0,26,10,22,4,24,65,11,3,9,7,0,3,2,1,0,0,1,0,0
2018-11-29,73,0,31,12,15,1,16,80,6,8,7,7,1,2,2,1,0,0,0,1,0
2018-11-30,64,0,30,7,25,5,23,78,11,6,9,5,2,1,0,2,0,0,3,1,0
2018-12-01,75,0,25,15,23,6,23,80,11,9,5,4,0,2,2,2,0,0,3,0,0
2018-12-02,65,0,27,15,21,0,30,81,11,10,11,4,1,2,2,3,0,0,3,0,0
2018-12-03,46,0,31,9,22,8,14,66,9,8,10,4,0,0,1,5,0,0,2,0,0
2018-12-04,68,0,29,10,20,5,19,79,12,8,7,6,1,2,0,3,0,0,0,0,0
2018-12-05,55,0,25,4,27,8,16,82,13,7,8,10,3,1,2,2,0,0,2,0,0
2018-12-06,66,0,29,14,24,6,18,82,17,4,12,9,5,3,1,0,0,0,2,0,0
2018-12-07,75,0,26,13,21,7,21,72,13,8,4,5,0,2,1,1,0,0,2,0,0
2018-12-08,70,0,22,10,22,2,19,56,9,5,8,6,2,0,3,5,0,0,0,0,0
2018-12-09,71,0,26,20,22,3,14,89,8,4,10,5,0,1,3,3,0,0,2,0,0
2018-12-10,69,0,31,9,17,6,30,94,12,7,10,8,1,3,1,1,0,0,3,0,0
2018-12-11,58,0,27,10,21,6,23,87,7,3,5,8,0,5,2,1,0,0,1,0,0
2018-12-12,69,0,22,14,20,6,29,82,17,7,7,7,0,5,0,0,0,0,3,0,0
2018-12-13,76,0,27,11,21,9,24,61,6,7,9,4,1,2,2,1,0,0,1,0,0
2018-12-14,61,0,24,13,24,8,19,61,14,7,4,7,1,1,1,1,0,0,5,0,0
2018-12-15,59,0,20,6,21,6,27,89,12,5,5,3,2,2,1,2,0,0,1,0,0
2018-12-16,64,0,27,12,24,10,24,77,5,13,14,7,1,2,3,0,0,0,0,0,0
2018-12-17,83,0,28,5,19,5,21,63,8,8,13,6,3,0,3,1,0,0,3,0,0
2018-12-18,79,0,18,10,20,6,28,85,11,4,9,1,0,1,3,1,0,0,2,0,0
2018-12-19,85,0,30,14,14,7,23,77,9,13,7,4,1,0,2,1,0,0,2,0,0
2018-12-20,82,0,24,9,15,5,22,82,13,7,9,11,2,3,2,1,0,0,1,0,0
2018-12-21,63,0,30,15,24,6,16,83,12,6,7,7,0,3,2,0,0,0,4,0,0
2018-12-22,70,0,21,12,21,7,21,80,10,6,7,5,3,4,1,4,0,0,1,0,0
2018-12-23,53,0,25,12,20,6,26,77,10,11,9,6,0,2,3,3,0,0,3,0,0
2018-12-24,66,0,35,8,13,4,17,78,21,5,5,6,3,1,1,2,0,0,3,0,0
2018-12-25,69,0,30,15,19,7,19,64,17,6,7,6,1,1,2,3,0,0,1,0,0
2018-12-26,55,0,24,11,31,5,33,79,17,10,6,5,4,3,1,2,0,0,0,0,0
2018-12-27,68,0,19,12,16,9,19,71,12,4,5,7,1,3,3,2,0,0,4,0,0
2018-12-28,62,0,33,7,18,7,16,76,8,12,9,9,0,4,1,1,0,0,1,0,0
2018-12-29,63,0,44,8,19,2,21,81,13,5,10,9,0,4,0,1,0,0,2,0,0
2018-12-30,67,0,31,12,16,7,28,59,10,10,12,2,4,2,1,1,0,0,3,0,0
2018-12-31,69,0,23,12,19,9,28,92,7,6,7,5,0,0,0,0,0,0,3,0,0
2019-01-01,72,0,24,16,19,5,62,68,12,9,9,7,3,4,2,1,0,0,2,0,0
2019-01-02,89,0,30,7,20,5,31,70,7,15,8,3,1,1,0,0,0,0,0,0,0
2019-01-03,73,0,31,10,30,9,16,68,17,8,11,11,0,3,3,1,0,0,2,0,0
2019-01-04,70,0,37,10,22,6,19,73,14,14,10,5,4,1,1,1,0,0,1,0,0
2019-01-05,63,0,22,12,26,5,24,85,11,2,11,11,0,4,0,1,0,0,3,0,0
2019-01-06,64,0,23,19,17,4,19,100,9,13,1,6,1,2,2,2,0,0,4,1,0
2019-01-07,81,0,25,10,17,5,18,80,12,8,7,6,2,1,2,1,0,0,1,0,0
2019-01-08,67,0,19,16,23,4,17,61,3,8,10,3,6,1,4,0,0,0,1,0,0
2019-01-09,56,0,33,7,28,7,25,81,7,5,5,8,1,2,0,1,0,0,3,1,0
2019-01-10,66,0,28,10,22,3,17,65,9,5,6,5,2,2,3,0,0,0,6,0,0
2019-01-11,65,0,25,5,19,3,19,83,11,5,7,8,4,0,0,0,0,0,1,1,0
2019-01-12,52,0,23,8,21,5,16,76,7,9,8,9,2,1,1,1,0,0,0,0,0
2019-01-13,81,0,31,10,17,7,42,61,8,5,7,10,1,0,1,2,0,0,1,0,0
2019-01-14,63,0,25,11,18,4,13,70,7,3,8,8,1,0,1,2,0,0,2,0,0
2019-01-15,68,0,17,14,26,3,19,72,7,4,5,13,4,3,4,2,0,0,1,0,0
2019-01-16,73,0,30,11,17,11,22,73,11,9,6,6,2,3,1,2,0,0,1,0,0
2019-01-17,56,0,19,3,23,6,29,78,8,12,12,3,1,0,1,1,0,0,1,0,0
2019-01-18,73,0,23,7,21,3,13,79,12,9,7,6,2,3,5,0,0,0,1,0,0
2019-01-19,56,0,22,9,25,3,33,85,6,13,5,8,1,0,2,2,0,0,3,0,0
2019-01-20,67,0,25,4,14,7,27,72,16,7,3,4,0,3,1,2,0,0,0,1,0
2019-01-21,84,0,36,9,23,7,19,73,12,2,8,2,0,2,2,0,0,0,3,0,0
2019-01-22,71,0,28,11,21,6,21,73,10,8,9,3,0,2,2,1,0,0,0,0,0
2019-01-23,65,0,23,11,21,6,23,83,12,8,11,5,0,2,3,1,0,0,3,0,0
2019-01-24,70,0,17,15,19,4,22,87,14,6,13,4,2,1,2,2,0,1,7,0,0
2019-01-25,59,0,30,11,29,5,21,69,10,6,11,5,1,2,3,3,0,0,0,0,0
2019-01-26,70,0,30,7,25,2,31,79,5,14,7,11,2,1,5,2,1,0,5,0,0
2019-01-27,70,0,25,12,20,3,36,64,16,6,7,5,2,2,2,0,0,0,3,0,0
2019-01-28,70,0,32,7,26,5,15,87,15,6,10,13,2,2,0,3,0,0,1,0,0
2019-01-29,68,0,25,11,22,5,15,75,6,10,7,10,1,2,3,4,0,0,3,0,0
2019-01-30,62,0,21,14,23,4,15,76,13,7,10,14,1,1,2,0,0,0,3,1,0
2019-01-31,69,0,21,16,23,2,19,76,11,5,7,6,5,3,1,2,0,0,1,0,0
2019-02-01,77,0,26,11,25,7,29,78,10,4,9,8,0,3,2,3,0,0,2,1,0
2019-02-02,68,0,26,13,19,4,26,77,9,8,9,5,4,7,1,2,0,0,2,0,0
2019-02-03,62,0,28,12,22,12,23,82,13,10,11,6,3,4,0,1,0,1,1,0,0
2019-02-04,79,0,41,16,18,11,28,61,21,8,9,7,0,3,0,2,0,0,2,0,0
2019-02-05,70,0,24,9,13,8,15,76,15,11,7,6,2,2,5,3,0,1,1,0,0
2019-02-06,80,0,37,18,25,6,28,80,11,12,5,19,1,1,2,2,0,0,3,0,0
2019-02-07,68,0,24,12,8,8,27,78,8,11,5,10,2,2,2,4,0,0,0,0,0
2019-02-08,66,0,24,17,22,4,21,95,16,16,8,4,2,1,2,0,0,0,1,0,0
2019-02-09,60,0,32,12,19,7,22,71,11,15,1,7,0,3,0,0,0,0,0,0,0
2019-02-10,86,0,36,11,15,6,26,71,14,7,5,6,1,2,2,0,0,0,2,0,0
2019-02-11,60,0,26,9,21,11,17,59,10,6,7,8,1,1,4,1,0,0,1,0,0
2019-02-12,56,0,24,14,18,4,19,87,11,10,12,3,2,3,1,3,0,0,1,0,0
2019-02-13,61,0,21,10,20,5,22,71,12,10,6,5,3,1,1,1,0,0,1,0,0
2019-02-14,73,0,23,15,17,4,20,63,11,7,10,7,1,2,1,4,0,0,2,0,0
2019-02-15,70,0,28,11,23,13,19,92,4,10,11,10,3,2,4,2,0,0,3,0,0
2019-02-16,72,0,29,12,13,5,19,75,13,17,8,8,2,7,0,1,0,0,3,0,0
2019-02-17,60,0,29,7,29,4,31,67,7,11,6,5,1,6,1,3,0,0,0,0,0
2019-02-18,79,0,28,5,27,3,23,67,12,14,13,5,4,0,3,3,0,0,2,0,0
2019-02-19,58,0,25,15,28,4,30,79,9,7,12,9,2,2,2,3,0,0,1,0,0
2019-02-20,81,0,19,14,21,6,16,71,5,10,6,7,2,3,1,4,0,0,1,0,0
2019-02-21,69,0,33,9,14,7,24,71,11,12,8,3,0,1,3,1,0,0,3,0,0
2019-02-22,58,0,22,6,17,5,19,75,13,7,10,5,2,2,0,3,0,0,5,0,0
2019-02-23,73,0,22,6,20,13,34,90,6,5,12,11,3,1,1,5,0,0,3,0,0
2019-02-24,71,0,31,10,21,6,25,64,11,5,15,6,0,0,0,2,0,0,0,0,0
2019-02-25,66,0,25,12,20,5,21,70,7,13,10,7,1,3,2,2,0,0,2,0,0
2019-02-26,63,0,21,9,20,5,20,87,12,3,6,4,0,2,1,1,0,0,3,0,0
2019-02-27,72,0,28,9,21,8,24,75,10,11,7,6,1,2,2,1,0,0,2,0,0
2019-02-28,56,0,21,9,23,5,12,108,16,6,6,4,0,3,1,2,0,0,3,0,0
2019-03-01,68,0,19,6,18,2,17,80,11,6,9,3,4,0,5,2,0,0,1,0,0
2019-03-02,64,0,19,13,16,3,25,66,12,6,10,12,1,3,1,0,0,0,2,0,0
2019-03-03,65,0,24,8,24,13,28,79,7,12,6,2,4,4,0,4,0,0,1,0,0
2019-03-04,63,0,29,12,10,3,17,79,11,6,6,7,1,1,2,6,0,0,5,0,0
2019-03-05,60,0,21,7,16,4,14,60,9,7,4,9,4,1,4,1,0,0,0,0,0
2019-03-06,67,0,24,7,29,8,12,68,13,7,9,4,1,4,2,3,0,0,4,0,0
2019-03-07,70,0,22,13,17,8,14,76,11,6,10,6,0,1,2,1,0,0,2,0,0
2019-03-08,65,0,20,7,17,6,23,82,7,5,7,8,2,1,4,1,0,0,3,0,0
2019-03-09,63,0,24,14,27,9,25,70,8,10,4,8,3,3,1,1,0,0,3,0,0
2019-03-10,63,0,23,5,16,7,22,80,15,9,6,6,3,1,2,4,1,0,2,0,0
2019-03-11,62,0,16,11,25,8,19,98,9,11,6,8,2,2,1,2,0,0,1,0,0
2019-03-12,57,0,26,6,20,7,22,73,7,5,11,5,3,1,3,3,0,0,2,0,0
2019-03-13,76,0,18,11,29,12,6,78,8,2,9,9,0,1,5,3,0,0,2,0,0
2019-03-14,62,0,29,8,31,6,22,83,8,6,6,5,1,0,4,0,0,0,3,0,0
2019-03-15,69,0,26,8,16,6,12,75,9,6,6,4,0,3,1,3,0,0,0,0,0
2019-03-16,54,0,25,14,19,9,26,84,11,10,9,8,2,1,1,2,0,0,1,0,0
2019-03-17,77,0,20,9,19,9,29,80,7,3,9,4,0,1,2,0,0,0,3,0,0
2019-03-18,63,0,16,17,25,3,25,76,16,2,9,11,1,3,1,2,0,0,1,0,0
2019-03-19,47,0,26,6,15,7,17,61,8,6,8,5,1,3,4,1,0,0,3,0,0
2019-03-20,51,0,34,8,29,5,18,68,14,11,11,8,1,3,3,3,0,0,2,0,0
2019-03-21,49,0,31,10,26,4,19,100,7,9,7,4,3,2,3,3,0,0,1,0,0
2019-03-22,64,0,35,11,19,5,13,74,9,6,9,5,1,3,1,2,0,0,0,0,0
2019-03-23,65,0,32,8,24,7,30,82,11,5,11,9,1,0,3,3,0,0,1,0,0
2019-03-24,89,0,19,15,18,5,25,88,6,5,9,6,1,4,0,1,0,0,2,0,0
2019-03-25,60,0,26,13,23,9,21,73,12,10,5,4,3,5,3,0,0,0,4,0,0
2019-03-26,51,0,21,11,18,7,19,61,8,6,9,5,2,1,3,2,0,0,5,0,0
2019-03-27,65,0,40,12,24,7,10,77,11,9,10,8,3,1,4,3,0,0,0,0,0
2019-03-28,68,0,33,9,18,5,18,74,10,8,5,2,1,0,0,5,0,0,1,0,0
2019-03-29,46,0,21,5,22,2,18,74,5,10,6,5,2,1,2,2,0,0,3,0,0
2019-03-30,72,0,27,7,27,5,21,82,16,8,15,6,0,0,0,0,0,0,1,0,0
2019-03-31,67,0,31,8,35,8,26,79,9,9,8,6,2,3,1,1,0,0,2,0,0
2019-04-01,73,0,21,10,27,7,25,71,12,14,15,7,1,3,2,2,0,0,0,0,0
2019-04-02,63,0,26,8,24,9,23,73,13,8,8,9,3,3,2,2,0,0,4,1,0
2019-04-03,59,0,30,4,20,4,13,79,12,6,10,8,0,0,4,2,0,0,4,0,0
2019-04-04,57,0,22,3,18,7,18,83,5,15,9,7,3,3,2,1,0,0,2,0,0
2019-04-05,74,0,29,13,21,5,15,71,11,15,9,8,1,5,2,2,0,0,3,0,0
2019-04-06,91,0,32,6,15,9,22,99,11,12,7,6,0,1,2,0,0,0,2,0,0
2019-04-07,62,0,33,9,24,7,20,90,12,6,5,6,0,3,0,3,0,0,2,1,0
2019-04-08,70,0,32,17,24,8,16,86,14,10,2,7,2,3,1,4,0,0,2,0,0
2019-04-09,70,0,32,17,27,3,17,65,9,7,7,7,1,4,0,1,0,0,0,0,0
2019-04-10,63,0,29,15,22,9,15,80,15,7,7,7,4,2,2,1,0,0,2,0,0
2019-04-11,71,0,27,12,19,6,15,62,9,8,2,5,1,1,0,1,0,0,2,1,0
2019-04-12,68,0,27,8,28,12,18,92,10,17,5,5,0,0,2,2,0,0,1,0,0
2019-04-13,56,0,35,8,17,9,25,79,10,10,8,11,0,0,6,1,0,0,3,0,0
2019-04-14,83,0,27,14,24,7,31,86,14,14,6,4,1,1,0,1,0,0,0,0,0
2019-04-15,61,0,40,14,20,6,14,91,7,16,6,5,1,4,3,1,0,0,3,0,0
2019-04-16,70,0,36,11,18,4,24,77,12,12,9,5,4,2,1,4,0,0,3,0,0
2019-04-17,69,0,33,18,31,4,18,81,12,5,11,5,1,2,3,2,0,0,3,0,0
2019-04-18,58,0,28,9,25,11,17,87,10,11,3,5,2,2,2,0,0,0,1,0,0
2019-04-19,80,0,28,9,18,4,35,74,6,11,3,7,3,2,0,2,0,0,3,0,0
2019-04-20,74,0,28,16,17,4,20,80,9,14,4,8,0,3,2,0,0,0,2,0,0
2019-04-21,61,0,24,8,24,6,19,76,10,11,10,4,2,3,0,0,0,0,2,1,0
2019-04-22,76,0,39,9,30,13,23,70,13,5,7,2,1,1,1,2,0,0,1,0,0
2019-04-23,71,0,32,12,29,11,12,95,15,8,6,7,0,0,0,2,0,0,1,0,0
2019-04-24,79,0,18,8,19,7,29,93,8,8,6,7,1,3,1,3,0,0,2,0,0
2019-04-25,72,0,33,15,21,5,17,79,13,7,4,9,0,1,2,2,0,0,1,0,0
2019-04-26,75,0,20,21,23,4,21,68,10,12,6,9,3,2,2,3,0,0,2,0,0
2019-04-27,72,0,35,9,15,7,17,77,7,11,14,8,0,2,2,4,0,0,3,0,0
2019-04-28,75,0,37,9,30,6,23,78,9,21,7,2,0,0,1,2,0,0,3,0,0
2019-04-29,69,0,37,11,26,10,18,73,10,10,12,3,1,3,1,1,0,0,1,0,0
2019-04-30,77,0,41,15,21,4,22,74,7,12,9,6,2,2,0,1,0,0,2,0,0
2019-05-01,66,0,31,9,23,5,30,91,11,7,11,7,1,1,1,1,0,0,1,0,0
2019-05-02,76,0,31,10,19,10,19,76,13,12,13,6,4,1,3,0,0,0,1,0,0
2019-05-03,82,0,32,11,25,9,23,86,16,17,9,4,1,3,5,4,0,0,5,0,0
2019-05-04,79,0,43,7,19,4,25,79,13,11,11,5,1,2,2,1,0,0,4,0,0
2019-05-05,57,0,39,15,24,3,16,94,13,8,6,4,1,2,3,1,0,0,1,0,0
2019-05-06,69,0,29,6,20,4,21,79,23,8,4,6,1,2,2,2,0,0,1,0,0
2019-05-07,58,0,38,13,23,5,25,72,12,14,7,10,2,4,0,3,0,0,1,0,0
2019-05-08,61,0,39,10,21,5,12,59,10,7,8,10,5,1,2,2,0,0,0,0,0
2019-05-09,90,0,41,10,18,11,15,84,11,10,9,6,1,1,3,2,0,0,1,0,0
2019-05-10,81,0,30,10,27,5,16,63,6,20,14,3,1,3,2,3,0,0,1,0,0
2019-05-11,83,0,29,9,27,5,23,85,9,15,10,7,1,2,0,0,0,0,0,0,0
2019-05-12,104,0,42,12,22,7,29,76,16,10,14,12,2,3,2,2,0,0,1,0,0
2019-05-13,78,0,43,19,21,4,18,88,9,17,10,10,1,2,1,3,0,0,3,0,0
2019-05-14,76,0,32,11,37,7,26,65,11,17,9,8,1,2,3,3,0,0,4,0,0
2019-05-15,85,0,30,14,28,7,21,79,12,10,14,13,2,1,3,1,0,0,3,0,0
2019-05-16,66,0,41,13,25,4,16,69,6,19,13,4,3,1,1,1,0,0,3,0,0
2019-05-17,72,0,40,8,28,8,20,75,17,13,7,7,2,3,0,2,0,0,3,0,0
2019-05-18,64,0,41,6,19,3,18,86,14,11,7,9,0,4,1,3,0,0,2,0,0
2019-05-19,86,0,44,9,17,3,27,74,11,13,7,11,2,1,0,2,0,0,1,0,0
2019-05-20,83,0,43,14,19,8,26,83,15,14,8,7,1,1,2,2,0,0,2,0,0
2019-05-21,98,0,33,6,22,5,26,69,14,14,13,12,3,4,1,1,0,1,4,0,0
2019-05-22,91,0,53,14,24,9,25,86,18,13,11,5,1,3,1,4,0,0,4,0,0
2019-05-23,90,0,44,17,29,5,15,72,12,11,7,8,1,2,2,0,0,0,1,0,0
2019-05-24,90,0,45,8,25,8,21,88,17,15,10,8,2,0,3,0,0,0,1,0,0
2019-05-25,82,0,51,13,32,6,14,75,18,16,4,5,3,1,5,2,0,0,2,0,0
2019-05-26,104,0,58,13,22,10,20,71,19,18,5,12,3,2,3,1,0,0,2,0,0
2019-05-27,82,0,40,17,31,10,19,67,11,12,12,5,2,3,1,2,0,0,1,0,0
2019-05-28,72,0,66,9,26,9,13,65,15,18,9,7,3,1,1,1,0,0,5,0,0
2019-05-29,86,0,58,16,25,8,14,76,13,7,13,7,2,2,4,3,0,0,3,0,0
2019-05-30,87,0,66,19,32,4,24,95,14,17,7,6,2,2,3,2,0,0,4,0,0
2019-05-31,75,0,55,14,21,9,18,91,17,10,8,11,5,1,2,2,0,0,5,0,0
2019-06-01,76,0,51,14,15,6,19,89,17,10,20,10,2,0,1,4,0,0,3,0,0
2019-06-02,88,0,47,13,23,6,28,68,10,12,11,5,3,0,1,2,0,0,1,0,0
2019-06-03,84,0,62,10,28,5,23,74,16,11,19,11,5,1,2,2,0,0,1,0,0
2019-06-04,78,0,62,9,25,5,13,84,15,5,16,8,2,1,6,6,0,0,1,0,0
2019-06-05,80,0,55,17,22,3,15,81,11,14,10,9,5,4,3,3,0,0,1,0,0
2019-06-06,87,0,64,15,24,8,15,64,17,11,10,7,0,1,3,3,0,0,1,0,0
2019-06-07,74,0,40,8,18,2,14,73,19,20,8,6,1,1,0,1,0,0,1,0,0
2019-06-08,78,0,49,9,30,1,23,75,17,10,14,8,1,2,1,3,0,0,3,0,0
2019-06-09,81,0,73,19,17,7,19,81,17,15,10,9,1,6,3,0,0,0,2,0,0
2019-06-10,92,0,47,4,21,8,17,93,17,17,12,8,2,1,1,2,0,0,0,0,0
2019-06-11,77,0,55,15,23,5,27,73,14,10,9,12,1,2,4,3,0,0,2,0,0
2019-06-12,99,0,41,23,14,8,13,82,10,14,12,8,3,3,3,1,0,0,2,0,0
2019-06-13,84,0,46,11,26,9,27,76,15,18,8,10,2,2,7,2,0,0,0,0,0
2019-06-14,74,0,50,21,30,6,17,89,14,13,11,9,2,3,2,3,0,0,1,1,0
2019-06-15,104,0,51,9,25,12,31,79,18,13,6,13,0,0,2,2,0,0,0,0,0
2019-06-16,83,0,71,14,15,4,31,87,11,16,18,7,1,3,1,1,0,0,1,1,0
2019-06-17,89,0,51,9,22,9,21,66,11,13,13,9,2,0,5,3,0,0,2,0,0
2019-06-18,94,0,68,8,17,8,12,90,17,18,7,14,1,2,1,4,0,0,1,0,0
2019-06-19,94,0,70,17,18,8,24,87,13,20,14,10,4,2,0,4,1,0,2,0,0
2019-06-20,106,0,58,12,28,5,17,76,9,19,13,5,2,3,2,2,0,0,3,0,0
2019-06-21,86,0,49,10,30,7,16,74,13,14,17,15,1,1,1,1,0,0,1,0,0
2019-06-22,86,0,62,10,29,10,20,74,18,15,13,5,1,3,2,3,0,0,1,0,0
2019-06-23,93,0,47,14,18,4,31,80,20,16,10,8,1,4,2,8,0,0,0,0,0
2019-06-24,109,0,67,12,17,8,34,74,14,22,9,13,3,3,2,0,0,0,2,0,0
2019-06-25,87,0,59,17,20,11,25,68,24,12,10,7,3,2,1,1,0,0,1,0,0
2019-06-26,90,0,73,20,31,5,25,81,16,20,17,12,1,1,2,2,0,0,1,0,0
2019-06-27,85,0,60,11,16,8,12,80,7,15,11,6,1,2,5,1,0,0,0,0,0
2019-06-28,102,0,57,12,24,5,14,74,11,12,12,13,2,4,3,1,0,0,2,0,0
2019-06-29,115,0,65,4,12,4,23,81,8,15,10,7,1,0,3,3,0,0,3,0,0
2019-06-30,108,0,63,10,13,8,22,77,12,12,8,7,4,2,3,1,0,0,0,0,0
2019-07-01,96,0,58,13,32,9,11,101,19,14,18,3,1,2,3,1,0,0,6,0,0
2019-07-02,85,0,42,16,27,8,20,71,18,18,4,8,4,1,2,1,0,0,2,1,0
2019-07-03,99,0,46,6,28,7,19,75,14,9,14,3,1,2,0,6,0,0,3,0,0
2019-07-04,90,0,47,16,31,10,20,80,9,13,8,5,2,3,4,0,0,0,1,0,0
2019-07-05,96,0,51,12,29,10,15,89,18,8,11,11,4,3,1,1,0,0,0,0,0
2019-07-06,110,0,50,18,23,5,22,94,12,20,9,3,0,1,2,0,0,0,0,0,0
2019-07-07,95,0,56,14,24,9,20,68,19,14,9,8,2,3,1,2,0,0,1,0,0
2019-07-08,91,0,61,7,32,9,24,75,13,11,8,8,1,3,1,0,0,0,1,0,0
2019-07-09,80,0,57,11,23,6,24,89,13,10,10,8,3,3,3,1,0,0,0,0,0
2019-07-10,75,0,60,12,23,9,24,71,7,9,16,4,1,4,2,1,0,0,0,0,0
2019-07-11,93,0,57,20,19,10,28,80,10,19,8,9,4,2,3,0,0,0,0,0,0
2019-07-12,99,0,59,13,16,7,29,65,14,8,17,7,4,5,5,2,0,0,3,0,0
2019-07-13,81,0,41,14,29,7,16,71,15,14,13,10,0,1,1,2,0,0,3,0,0
2019-07-14,96,0,52,17,20,10,22,77,10,7,14,7,3,3,1,2,0,0,0,0,0
2019-07-15,90,0,71,19,22,11,23,80,16,15,6,4,2,3,2,1,0,0,1,0,0
2019-07-16,105,0,68,16,26,7,27,64,14,8,14,6,4,3,2,2,0,0,1,0,0
2019-07-17,88,0,53,13,33,6,16,64,6,18,10,7,1,3,3,0,0,0,3,0,0
2019-07-18,87,0,71,9,20,9,24,85,10,13,6,4,2,4,2,2,0,0,0,0,0
2019-07-19,75,0,49,14,28,8,12,81,16,13,9,5,2,3,3,3,0,0,5,0,0
2019-07-20,82,0,53,12,25,7,17,95,17,19,11,6,3,1,2,1,0,0,4,0,0
2019-07-21,85,0,59,10,19,7,26,58,18,20,12,7,4,1,3,2,0,0,3,0,0
2019-07-22,93,0,55,11,20,7,13,79,16,10,9,4,2,4,1,1,0,0,0,1,0
2019-07-23,96,0,55,13,29,9,17,74,12,14,7,7,1,2,0,1,0,0,1,0,0
2019-07-24,88,0,47,6,23,6,10,62,10,13,16,5,1,3,0,3,0,0,2,1,0
2019-07-25,93,0,46,21,21,11,16,78,14,14,13,6,0,4,0,3,0,0,0,0,0
2019-07-26,98,0,61,18,19,11,19,76,17,10,13,7,3,3,3,1,0,0,2,0,0
2019-07-27,81,0,65,16,16,9,26,84,11,13,12,8,1,3,1,1,0,0,2,0,0
2019-07-28,84,0,46,13,20,9,33,68,15,14,9,9,3,2,0,3,0,0,5,0,0
2019-07-29,103,0,50,14,28,10,32,79,14,11,9,7,3,2,1,1,0,0,4,0,0
2019-07-30,111,0,52,19,23,9,20,83,18,12,17,7,1,3,3,4,0,0,2,0,0
2019-07-31,77,0,42,11,14,6,18,70,15,15,16,3,3,5,0,1,0,0,1,0,0
2019-08-01,86,0,49,9,23,7,18,71,14,8,15,3,4,3,0,4,0,0,2,0,0
2019-08-02,77,0,52,11,23,5,17,63,11,17,11,10,1,1,3,0,0,0,5,0,0
2019-08-03,72,0,55,12,27,6,32,80,16,18,10,3,2,3,0,3,0,0,2,1,0
2019-08-04,97,0,48,9,24,6,28,65,13,13,9,7,0,2,2,1,0,0,3,0,0
2019-08-05,87,0,38,21,18,10,23,73,10,12,4,8,4,2,0,3,0,0,3,0,0
2019-08-06,85,0,60,17,23,7,13,61,16,17,6,12,0,1,3,2,1,0,3,0,0
2019-08-07,78,0,43,12,31,10,20,58,11,13,12,9,3,2,1,1,0,0,5,0,0
2019-08-08,75,0,42,8,16,8,26,90,7,9,10,7,1,1,2,2,0,0,1,0,0
2019-08-09,102,0,56,9,29,6,13,72,17,13,15,6,1,1,1,3,0,0,4,0,0
2019-08-10,88,0,49,14,25,4,18,68,17,10,9,3,5,1,4,2,0,0,1,0,0
2019-08-11,88,0,50,16,24,9,23,78,11,14,10,12,1,1,3,1,0,0,1,1,0
2019-08-12,94,0,62,15,20,7,18,63,13,10,10,5,3,4,1,1,0,0,1,0,0
2019-08-13,95,0,51,16,18,5,23,72,16,16,12,6,1,5,1,3,0,0,3,0,0
2019-08-14,88,0,53,16,34,10,28,80,9,16,15,5,1,6,2,3,0,0,2,0,0
2019-08-15,79,0,48,11,23,4,30,74,11,11,9,11,0,1,1,1,0,0,3,0,0
2019-08-16,75,0,46,15,26,10,21,67,7,13,9,7,0,2,0,1,0,0,2,0,0
