fecha,Enfermedades del sistema circulatorio ,COVID-19,Causas externas de morbilidad y de mortalidad,Tumores [Neoplasias],Enfermedades del sistema nervioso central,Trastornos mentales y del comportamiento,"Enfermedades endocrinas, nutricionales y metabÃ³licas","SÃ­ntomas, signos y hallazgos anormales clÃ­nicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema digestivo,Enfermedades del sistema respiratorio ,Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema genitourinario,"Enfermedades de la sangre y de los Ã³rganos hematopoyÃ©ticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades de la piel y del tejido subcutÃ¡neo,"Malformaciones congÃ©nitas, deformidades y anomalÃ­as cromosÃ³micas",Enfermedades del ojo y sus anexos ,Ciertas afecciones originadas en el perÃ­odo perinatal,"Embarazo, parto y puerperio",nan,Enfermedades del oÃ­do y de la apÃ³fisis mastoides,CÃ³digos para propÃ³sitos especiales
2016-08-20,69,0,18,78,11,10,19,10,19,31,5,14,0,2,1,5,0,3,1,0,0,0
2016-08-21,90,0,27,70,16,3,16,11,24,42,6,14,2,2,0,5,0,1,0,0,0,0
2016-08-22,85,0,28,73,17,10,17,11,20,38,8,12,0,2,1,3,0,4,0,0,0,0
2016-08-23,101,0,11,77,10,5,19,7,21,35,6,8,2,3,2,2,0,1,0,0,0,0
2016-08-24,66,0,17,77,13,3,22,6,28,32,9,10,1,2,4,1,0,3,0,0,0,0
2016-08-25,93,0,17,78,9,7,22,4,24,37,8,9,4,3,1,4,0,3,0,0,0,0
2016-08-26,84,0,16,62,9,5,21,10,14,25,4,9,1,5,2,5,0,2,0,0,0,0
2016-08-27,79,0,20,80,7,3,20,3,16,27,6,7,0,3,2,3,0,2,0,0,0,0
2016-08-28,94,0,33,86,10,8,25,14,21,22,7,9,0,3,2,0,0,2,0,0,0,0
2016-08-29,75,0,17,76,9,10,21,11,15,34,8,12,1,1,1,5,0,0,0,0,0,0
2016-08-30,80,0,24,67,3,9,22,12,21,46,8,7,1,1,2,4,0,2,1,0,0,0
2016-08-31,85,0,16,79,12,5,19,7,20,40,5,5,2,2,1,7,0,0,0,0,0,0
2016-09-01,81,0,20,77,6,4,16,10,20,29,6,8,2,2,3,2,0,2,0,0,0,0
2016-09-02,79,0,14,70,12,8,17,10,20,34,3,3,1,2,2,4,0,4,1,0,0,0
2016-09-03,85,0,29,72,6,2,24,10,20,43,5,14,0,2,1,4,0,0,0,0,0,0
2016-09-04,94,0,31,75,20,3,16,13,19,31,7,7,1,0,0,3,0,0,0,0,0,0
2016-09-05,82,0,23,91,15,6,16,8,25,45,3,5,1,3,1,1,0,1,0,0,0,0
2016-09-06,98,0,24,62,21,6,24,6,24,37,11,13,1,2,1,1,0,2,0,0,0,0
2016-09-07,93,0,24,85,8,8,20,9,29,36,12,12,2,0,3,6,0,1,0,0,0,0
2016-09-08,92,0,16,77,7,6,21,4,25,38,11,11,1,1,2,3,0,0,0,0,0,0
2016-09-09,90,0,32,91,14,0,20,5,18,34,6,14,0,0,1,2,0,3,0,0,0,0
2016-09-10,87,0,30,80,14,6,12,11,25,47,2,13,3,4,2,2,0,3,0,0,0,0
2016-09-11,98,0,36,87,8,6,18,7,17,35,5,6,3,3,3,3,0,1,0,0,0,0
2016-09-12,71,0,21,79,16,8,17,8,18,35,4,14,1,0,0,2,0,1,0,0,0,0
2016-09-13,76,0,27,78,9,3,15,3,23,30,7,14,1,3,1,3,0,0,0,0,0,0
2016-09-14,72,0,20,68,11,9,18,14,28,33,8,8,0,1,1,3,0,4,0,0,0,0
2016-09-15,87,0,16,79,15,2,17,7,24,38,7,8,2,2,0,2,0,0,0,0,0,0
2016-09-16,72,0,22,76,4,2,18,5,24,31,7,8,1,3,1,6,0,1,0,0,0,0
2016-09-17,76,0,26,60,12,6,18,11,22,36,7,8,1,3,1,4,0,1,0,0,0,0
2016-09-18,92,0,28,70,8,4,21,9,25,39,6,10,2,5,0,2,0,2,0,0,0,0
2016-09-19,96,0,31,79,10,1,20,15,24,29,11,4,1,2,1,4,0,1,0,0,0,0
2016-09-20,81,0,28,87,7,5,23,7,27,41,5,10,4,4,1,1,0,3,0,0,0,0
2016-09-21,84,0,18,67,10,3,17,6,37,30,4,9,0,0,2,3,0,4,0,0,0,0
2016-09-22,81,0,28,63,17,3,17,5,23,35,13,11,1,4,1,5,0,3,0,0,0,0
2016-09-23,92,0,25,59,7,5,13,9,24,29,7,11,1,2,0,4,0,2,0,0,0,0
2016-09-24,81,0,34,64,14,7,17,10,17,33,7,8,0,0,0,5,0,2,0,0,0,0
2016-09-25,98,0,17,60,12,3,25,12,17,35,4,6,2,2,2,3,0,3,0,0,0,0
2016-09-26,83,0,23,77,14,5,14,8,32,33,5,8,1,1,1,5,0,4,0,0,0,0
2016-09-27,77,0,20,65,21,7,18,5,18,33,4,8,0,2,1,3,0,4,0,0,0,0
2016-09-28,69,0,19,81,10,10,11,10,19,25,10,11,4,6,1,1,0,1,0,0,0,0
2016-09-29,79,0,17,83,16,9,26,2,17,33,10,8,1,3,1,3,0,2,0,0,0,0
2016-09-30,78,0,13,59,5,4,17,8,27,36,3,4,2,2,1,4,0,0,1,0,0,0
2016-10-01,71,0,21,63,11,7,21,8,22,33,4,14,4,0,0,4,0,3,0,0,0,0
2016-10-02,93,0,26,92,7,9,23,8,19,24,9,8,2,0,1,2,0,3,0,0,0,0
2016-10-03,70,0,23,73,7,2,17,7,19,20,8,10,4,1,0,1,0,2,0,0,0,0
2016-10-04,82,0,21,81,11,2,11,7,18,36,8,9,0,0,1,2,0,0,0,0,0,0
2016-10-05,78,0,25,64,13,9,13,3,19,17,6,8,2,3,0,4,0,1,0,0,0,0
2016-10-06,80,0,21,79,8,3,14,7,25,22,6,7,1,4,1,5,0,1,0,0,0,0
2016-10-07,72,0,18,70,9,8,17,3,28,24,6,7,0,4,0,3,0,2,0,0,0,0
2016-10-08,72,0,33,74,10,8,17,3,19,28,9,14,2,2,1,1,0,2,0,0,0,0
2016-10-09,78,0,29,78,9,5,18,2,34,28,6,9,0,4,1,0,0,0,0,0,0,0
2016-10-10,81,0,30,77,8,2,12,8,19,28,8,8,0,0,0,2,0,4,0,0,0,0
2016-10-11,66,0,26,76,11,6,16,9,22,34,5,7,1,3,0,3,0,2,0,0,0,0
2016-10-12,77,0,22,85,8,7,13,4,20,26,12,5,0,4,1,3,0,3,0,0,0,0
2016-10-13,72,0,10,74,16,4,16,9,29,12,4,8,0,2,1,2,0,0,0,0,0,0
2016-10-14,61,0,13,70,5,2,15,7,18,29,9,7,2,2,1,3,0,2,0,0,0,0
2016-10-15,55,0,20,86,10,4,17,11,18,26,6,10,0,2,0,0,0,0,0,0,0,0
2016-10-16,70,0,25,77,10,6,20,7,19,30,6,11,2,2,0,3,0,3,1,0,0,0
2016-10-17,75,0,20,68,8,6,13,6,25,24,9,10,1,1,1,1,0,1,0,0,0,0
2016-10-18,71,0,12,60,10,3,11,7,18,25,4,6,4,2,2,2,0,3,0,0,0,0
2016-10-19,90,0,14,64,6,4,14,4,12,27,3,8,1,1,1,4,0,2,0,0,0,0
2016-10-20,69,0,20,71,16,3,11,3,23,32,11,12,0,3,2,2,0,1,0,0,0,0
2016-10-21,91,0,19,76,8,5,11,5,15,29,7,6,2,4,0,3,0,1,1,0,0,0
2016-10-22,83,0,17,72,11,6,13,10,20,23,4,8,1,0,0,1,0,0,0,0,0,0
2016-10-23,81,0,26,81,11,3,13,5,16,30,8,15,1,1,1,0,0,4,0,0,0,0
2016-10-24,73,0,21,70,8,5,17,9,15,26,4,12,1,2,1,1,0,4,0,0,0,0
2016-10-25,64,0,16,79,7,2,20,12,22,24,4,8,9,0,1,3,0,2,0,0,0,0
2016-10-26,80,0,21,81,7,2,15,5,24,25,1,6,1,3,4,2,0,4,0,0,0,0
2016-10-27,74,0,12,86,12,2,13,11,23,24,5,11,0,1,2,5,0,3,0,0,0,0
2016-10-28,71,0,13,75,15,3,21,5,18,21,7,15,1,2,1,2,0,1,0,0,0,0
2016-10-29,81,0,33,63,5,4,14,6,13,38,2,13,0,2,1,3,0,2,0,0,0,0
2016-10-30,65,0,30,55,11,3,10,8,22,25,5,8,2,0,0,1,0,3,0,0,0,0
2016-10-31,71,0,18,58,7,4,18,9,18,29,3,9,1,2,1,1,0,2,0,0,0,0
2016-11-01,70,0,27,70,11,10,12,7,18,29,4,16,3,2,0,2,0,2,1,0,0,0
2016-11-02,78,0,26,67,7,5,10,5,23,30,9,9,3,1,1,3,0,2,0,0,0,0
2016-11-03,66,0,19,74,8,2,12,5,19,22,5,8,2,0,4,1,0,4,0,0,0,0
2016-11-04,82,0,26,79,12,6,15,3,25,32,9,10,3,1,3,0,0,0,1,0,0,0
2016-11-05,78,0,26,79,7,2,19,5,25,35,7,15,2,1,0,3,0,1,0,0,0,0
2016-11-06,71,0,29,59,13,2,7,6,25,40,5,12,0,1,3,3,0,3,0,0,0,0
2016-11-07,78,0,16,59,7,7,13,9,22,28,5,14,2,3,3,1,0,1,0,0,0,0
2016-11-08,68,0,13,71,9,3,12,4,22,26,11,10,1,3,2,5,0,2,1,0,0,0
2016-11-09,39,0,20,62,9,2,16,6,18,21,5,12,2,0,2,3,0,3,0,0,0,0
2016-11-10,77,0,17,69,6,2,8,11,22,24,6,10,1,2,3,3,0,2,0,0,0,0
2016-11-11,74,0,24,72,4,6,18,4,22,25,7,8,1,4,3,1,0,0,0,0,0,0
2016-11-12,68,0,20,67,5,4,11,8,25,24,7,10,3,6,0,2,0,2,0,0,0,0
2016-11-13,69,0,22,72,8,8,13,8,12,29,6,8,0,2,2,1,0,2,0,0,0,0
2016-11-14,58,0,26,67,10,4,19,10,13,18,0,6,1,3,3,0,0,1,0,0,0,0
2016-11-15,76,0,18,62,7,1,15,3,15,17,5,13,1,2,2,2,0,3,0,0,0,0
2016-11-16,60,0,16,65,8,6,13,12,18,19,5,14,0,1,0,3,0,0,0,0,0,0
2016-11-17,66,0,15,76,10,4,14,5,17,33,13,13,0,2,1,2,0,2,0,0,0,0
2016-11-18,58,0,13,84,9,4,16,7,20,23,9,8,5,0,4,4,0,2,1,0,0,0
2016-11-19,63,0,29,79,9,2,15,7,18,24,7,8,1,3,2,3,0,1,0,0,0,0
2016-11-20,64,0,36,69,7,8,19,12,21,22,7,5,1,1,1,3,0,2,0,0,0,0
2016-11-21,75,0,15,68,5,4,13,8,15,19,6,10,0,2,2,4,0,0,0,0,0,0
2016-11-22,75,0,19,60,9,1,18,8,23,23,1,7,0,1,1,0,0,1,0,0,0,0
2016-11-23,74,0,25,84,9,4,19,5,17,22,2,3,0,3,1,0,0,1,0,0,0,0
2016-11-24,72,0,14,85,7,4,22,4,23,21,2,6,2,1,1,3,0,1,0,0,0,0
2016-11-25,71,0,19,80,4,2,20,10,15,28,6,7,0,3,1,1,0,4,0,0,0,0
2016-11-26,62,0,16,75,9,1,27,7,15,27,4,11,1,1,1,2,0,2,0,0,0,0
2016-11-27,64,0,29,74,12,6,17,5,23,18,11,8,1,2,1,4,0,1,2,0,0,0
2016-11-28,82,0,18,79,5,3,13,6,20,18,7,11,1,1,3,3,0,2,0,0,0,0
2016-11-29,73,0,14,79,10,5,14,5,15,26,7,6,1,0,0,0,0,4,0,0,0,0
2016-11-30,81,0,23,75,10,3,15,5,18,19,9,10,2,1,3,5,0,4,0,0,0,0
2016-12-01,54,0,15,75,6,2,18,10,18,24,4,10,1,3,1,3,0,0,0,0,0,0
2016-12-02,85,0,25,60,7,3,14,10,14,27,4,11,1,3,0,1,0,4,0,0,0,0
2016-12-03,63,0,26,75,8,3,12,2,17,22,5,7,0,2,1,0,0,1,0,0,0,0
2016-12-04,65,0,23,78,7,3,15,5,18,24,6,8,3,2,0,1,0,0,0,0,0,0
2016-12-05,55,0,25,67,6,5,15,7,21,28,5,9,0,1,1,2,0,1,0,0,0,0
2016-12-06,59,0,18,85,8,2,13,6,21,22,5,4,0,3,2,3,0,2,0,0,0,0
2016-12-07,71,0,19,91,13,5,13,4,17,16,4,11,1,3,1,4,0,2,0,0,0,0
2016-12-08,73,0,21,78,7,4,13,2,17,18,6,10,0,2,0,1,0,4,0,0,0,0
2016-12-09,66,0,22,79,15,3,17,1,17,26,6,9,1,2,0,6,0,1,0,0,0,0
2016-12-10,58,0,14,68,10,3,11,8,16,22,6,5,2,0,4,3,0,0,0,0,0,0
2016-12-11,76,0,31,77,10,4,9,5,21,23,8,7,2,1,1,1,0,1,0,0,0,0
2016-12-12,80,0,17,80,6,3,15,11,26,25,7,10,1,0,1,3,0,3,0,0,0,0
2016-12-13,52,0,21,81,9,6,11,7,26,26,7,6,0,2,0,2,0,2,0,0,0,0
2016-12-14,66,0,16,84,10,0,13,5,21,21,5,11,0,0,0,0,0,1,1,0,0,0
2016-12-15,67,0,23,83,6,7,11,9,18,19,5,9,1,2,1,3,0,2,0,0,0,0
2016-12-16,58,0,19,74,5,3,7,8,25,16,5,11,2,3,1,2,0,5,0,0,0,0
2016-12-17,72,0,22,63,6,6,16,11,17,16,6,12,1,1,4,1,0,5,0,0,0,0
2016-12-18,79,0,30,65,14,4,21,8,20,28,5,12,3,1,2,0,0,3,0,0,0,0
2016-12-19,68,0,17,66,9,4,12,9,13,18,9,12,2,3,0,4,0,0,0,0,0,0
2016-12-20,68,0,19,65,9,4,14,8,16,30,7,10,0,2,2,5,0,2,0,0,0,0
2016-12-21,73,0,25,77,6,2,14,6,17,22,10,6,2,6,0,4,0,0,0,0,0,0
2016-12-22,66,0,23,72,10,4,14,9,24,22,7,10,1,3,4,2,0,1,0,0,0,0
2016-12-23,67,0,13,71,11,5,20,10,20,15,2,8,2,2,0,4,0,3,0,0,0,0
2016-12-24,69,0,25,69,10,3,12,6,19,18,2,10,1,2,1,0,0,2,0,0,0,0
2016-12-25,75,0,39,62,13,5,9,11,19,17,9,8,0,1,0,1,0,7,0,0,0,0
2016-12-26,69,0,17,72,9,5,7,3,19,13,5,6,2,1,1,2,0,1,0,0,0,0
2016-12-27,65,0,19,72,6,6,13,3,12,21,6,10,0,2,2,4,0,0,1,0,0,0
2016-12-28,67,0,22,64,9,5,16,9,19,20,3,9,2,3,1,2,0,1,0,0,0,0
2016-12-29,60,0,24,75,9,5,16,8,12,22,10,8,0,2,2,2,0,0,0,0,0,0
2016-12-30,32,0,25,46,6,2,8,3,12,11,1,10,0,0,1,2,0,4,0,0,0,0
2016-12-31,54,0,23,48,14,3,10,7,14,19,3,6,3,3,1,3,0,4,0,0,0,0
2017-01-01,77,0,42,84,5,2,10,6,15,21,4,13,1,2,1,1,0,1,0,0,0,0
2017-01-02,79,0,25,76,10,8,8,6,21,33,4,6,1,0,1,1,0,3,0,0,0,0
2017-01-03,85,0,22,74,9,3,11,9,18,36,6,12,1,1,3,1,0,2,0,0,0,0
2017-01-04,74,0,14,84,9,0,6,5,18,13,7,6,1,1,1,3,0,2,0,0,0,0
2017-01-05,56,0,19,65,10,4,18,3,22,27,4,5,2,2,5,1,0,6,0,0,0,0
2017-01-06,69,0,11,83,15,6,20,7,19,15,3,6,1,1,1,2,0,1,0,0,0,0
2017-01-07,63,0,29,80,12,2,18,6,21,24,9,8,1,6,1,1,0,3,0,0,0,0
2017-01-08,72,0,22,80,10,2,9,5,18,23,9,10,0,1,0,3,0,3,1,0,0,0
2017-01-09,63,0,21,79,5,5,8,4,15,20,4,10,0,2,0,4,0,2,0,0,0,0
2017-01-10,71,0,20,83,8,7,12,4,17,28,4,15,3,0,0,2,0,2,0,0,0,0
2017-01-11,61,0,24,79,7,4,14,5,21,22,8,16,0,0,2,3,0,4,0,0,0,0
2017-01-12,67,0,14,84,15,6,14,9,23,19,3,9,1,1,0,1,0,3,0,0,0,0
2017-01-13,63,0,16,72,8,8,15,7,17,23,6,16,0,0,0,2,0,3,0,0,0,0
2017-01-14,82,0,30,75,9,2,15,5,25,21,2,10,0,0,3,2,0,1,0,0,0,0
2017-01-15,62,0,36,70,11,2,20,7,23,19,5,6,4,2,3,2,0,2,0,0,0,0
2017-01-16,60,0,22,82,10,2,18,5,27,25,8,11,0,0,1,3,0,0,0,0,0,0
2017-01-17,71,0,19,58,13,4,17,11,31,20,4,7,2,1,4,2,0,1,0,0,0,0
2017-01-18,68,0,18,75,10,5,18,9,21,19,7,15,3,2,3,0,0,4,0,0,0,0
2017-01-19,71,0,21,91,10,5,20,8,26,20,5,15,1,4,1,2,0,1,0,0,0,0
2017-01-20,62,0,16,80,11,7,13,12,22,37,9,11,2,2,5,4,0,3,0,0,0,0
2017-01-21,91,0,26,80,19,6,19,11,32,30,7,11,2,1,2,2,0,2,0,0,0,0
2017-01-22,63,0,29,71,10,14,14,11,14,31,5,9,1,4,2,2,0,0,0,0,0,0
2017-01-23,76,0,21,71,11,6,16,13,14,30,6,9,2,2,0,2,0,2,0,0,0,0
2017-01-24,79,0,23,79,12,8,21,7,18,23,9,14,2,3,4,5,0,1,1,0,0,0
2017-01-25,72,0,20,79,19,4,22,9,26,30,10,10,1,1,2,7,0,1,0,0,0,0
2017-01-26,81,0,35,70,16,4,9,9,20,25,6,9,2,1,1,4,0,1,1,0,0,0
2017-01-27,73,0,16,85,15,4,17,9,16,27,8,11,3,1,2,5,0,4,1,0,0,0
2017-01-28,82,0,26,73,9,5,18,7,19,34,11,10,2,4,1,0,0,5,0,0,0,0
2017-01-29,63,0,31,67,16,7,19,12,17,34,4,8,0,2,3,0,0,1,0,0,0,0
2017-01-30,70,0,21,70,10,8,14,6,21,25,9,9,0,1,4,1,0,5,0,0,0,0
2017-01-31,74,0,23,72,9,4,16,5,20,30,7,10,0,0,0,0,0,1,0,0,0,0
2017-02-01,66,0,28,79,14,4,14,8,28,30,10,7,1,1,0,3,0,2,0,0,0,0
2017-02-02,60,0,19,68,8,8,19,7,21,10,7,4,0,4,2,2,0,1,0,0,0,0
2017-02-03,78,0,20,88,10,2,20,8,22,21,6,6,2,2,3,1,0,1,0,0,0,0
2017-02-04,70,0,18,65,8,3,16,8,18,18,5,10,0,2,2,2,0,0,0,0,0,0
2017-02-05,82,0,29,55,15,8,9,6,26,22,7,9,0,3,0,3,0,3,0,0,0,0
2017-02-06,67,0,31,68,9,3,11,6,25,31,3,10,4,0,1,1,0,4,1,0,0,0
2017-02-07,50,0,14,70,6,4,9,9,14,26,6,13,0,2,0,3,0,1,0,0,0,0
2017-02-08,54,0,23,72,10,4,9,7,19,10,7,8,1,1,1,4,0,3,0,0,0,0
2017-02-09,60,0,17,55,8,5,14,7,20,25,7,10,1,1,0,2,0,2,0,0,0,0
2017-02-10,72,0,25,87,13,2,11,5,21,18,10,5,1,3,2,3,0,0,1,0,0,0
2017-02-11,62,0,23,91,10,2,11,2,18,22,9,6,0,0,0,4,0,2,0,0,0,0
2017-02-12,63,0,35,77,13,11,14,9,21,16,9,5,1,2,1,3,0,1,0,0,0,0
2017-02-13,68,0,15,90,13,5,13,9,26,19,6,10,0,0,2,3,0,2,0,0,0,0
2017-02-14,67,0,32,66,3,2,15,3,24,18,10,6,0,3,1,2,0,1,0,0,0,0
2017-02-15,61,0,25,71,8,7,11,3,28,17,4,9,2,2,1,1,0,3,0,0,0,0
2017-02-16,65,0,16,85,10,5,17,5,28,21,6,8,0,1,0,6,0,1,0,0,0,0
2017-02-17,59,0,20,63,12,2,15,7,22,16,6,4,0,2,0,4,0,5,0,0,0,0
2017-02-18,57,0,20,80,8,2,18,6,17,28,4,9,2,0,0,0,0,4,0,0,0,0
2017-02-19,72,0,24,72,6,1,18,6,23,15,2,12,1,6,1,2,0,0,0,0,0,0
2017-02-20,68,0,16,91,9,6,15,5,21,23,9,8,0,1,1,2,0,1,0,0,0,0
2017-02-21,67,0,22,90,8,4,19,8,25,11,6,12,0,0,2,2,0,2,0,0,0,0
2017-02-22,65,0,23,84,8,3,13,12,15,24,11,10,0,4,2,5,0,1,0,0,0,0
2017-02-23,75,0,24,77,10,5,13,9,25,20,7,10,3,2,2,0,0,3,0,0,1,0
2017-02-24,66,0,26,78,12,4,13,10,21,18,0,17,3,1,2,1,0,1,1,0,1,0
2017-02-25,70,0,23,66,9,3,14,6,23,20,3,10,0,4,1,3,0,0,2,0,0,0
2017-02-26,90,0,35,68,8,4,20,9,28,31,9,8,3,1,0,0,0,4,0,0,0,0
2017-02-27,66,0,22,75,12,6,20,8,17,17,5,17,1,3,1,4,0,2,0,0,0,0
2017-02-28,55,0,23,67,11,7,7,5,23,19,4,9,0,3,2,4,0,0,0,0,0,0
2017-03-01,59,0,13,62,7,8,15,10,16,19,4,11,0,2,0,5,0,0,0,0,0,0
2017-03-02,52,0,18,74,6,7,10,5,26,23,7,11,5,1,1,3,0,1,0,0,0,0
2017-03-03,67,0,19,63,14,5,12,5,22,25,5,11,1,1,0,0,0,3,0,0,0,0
2017-03-04,68,0,25,65,8,5,10,12,17,17,6,5,1,1,0,3,0,0,0,0,0,0
2017-03-05,67,0,24,66,13,3,7,5,17,16,3,12,2,1,0,1,0,1,0,0,0,0
2017-03-06,63,0,22,72,10,1,12,3,18,20,8,4,1,2,0,5,0,4,0,0,0,0
2017-03-07,65,0,23,82,14,4,19,8,14,23,7,4,1,1,1,2,0,1,0,0,0,0
2017-03-08,63,0,9,74,8,6,11,4,19,20,8,3,3,1,3,6,0,2,0,0,0,0
2017-03-09,58,0,19,56,11,3,9,7,30,21,10,13,3,2,0,1,0,1,0,0,0,0
2017-03-10,70,0,15,58,14,2,8,5,28,14,2,4,2,1,4,5,0,2,0,0,0,0
2017-03-11,74,0,23,71,7,3,9,9,17,15,2,6,3,3,0,1,0,0,0,0,0,0
2017-03-12,69,0,24,70,13,1,15,8,22,17,10,8,0,1,1,4,0,2,0,0,0,0
2017-03-13,68,0,27,69,10,4,12,10,19,15,3,7,2,0,3,0,0,1,0,0,0,0
2017-03-14,70,0,13,71,8,4,6,4,17,27,4,8,0,1,1,2,0,2,1,0,0,0
2017-03-15,66,0,18,69,5,5,14,8,20,21,2,4,2,3,1,4,0,4,1,0,0,0
2017-03-16,70,0,10,67,1,3,16,7,20,14,10,10,0,1,4,3,0,1,0,0,0,0
2017-03-17,51,0,20,72,4,2,13,8,21,15,7,3,1,2,3,6,0,4,0,0,0,0
2017-03-18,67,0,25,80,12,6,17,4,23,26,3,14,2,0,3,1,0,3,0,0,0,0
2017-03-19,60,0,28,83,11,5,14,8,14,13,7,13,0,3,1,2,0,2,0,0,0,0
2017-03-20,53,0,12,67,10,6,9,6,18,18,7,11,4,0,2,2,0,6,1,0,0,0
2017-03-21,63,0,16,69,8,3,16,4,22,20,6,11,2,1,1,4,0,2,0,0,0,0
2017-03-22,64,0,4,84,6,5,10,1,18,26,7,6,1,2,0,1,0,0,0,0,0,0
2017-03-23,65,0,20,85,11,4,14,4,18,17,6,7,1,1,0,2,0,6,0,0,0,0
2017-03-24,59,0,23,93,10,2,10,7,20,27,5,4,1,1,1,2,0,0,0,0,0,0
2017-03-25,72,0,17,74,14,6,16,8,17,22,11,8,1,1,1,1,0,2,0,0,0,0
2017-03-26,79,0,19,72,7,4,19,4,16,22,4,5,0,1,2,3,0,2,0,0,0,0
2017-03-27,78,0,16,74,10,3,10,4,19,22,6,5,3,1,2,4,0,0,0,0,0,0
2017-03-28,69,0,21,79,10,6,8,4,23,26,9,7,2,3,0,2,0,2,0,0,0,0
2017-03-29,53,0,17,77,7,3,15,6,22,15,12,10,0,1,1,3,0,2,0,0,0,0
2017-03-30,75,0,16,67,11,4,15,7,22,22,5,5,1,1,1,3,0,4,0,0,0,0
2017-03-31,51,0,19,91,7,4,13,2,22,19,3,10,1,3,3,5,0,2,0,0,0,0
2017-04-01,74,0,29,69,5,7,13,4,13,21,4,8,2,1,1,3,0,1,1,0,0,0
2017-04-02,58,0,30,68,7,0,17,5,18,28,9,15,2,0,0,2,0,1,0,0,0,0
2017-04-03,78,0,20,87,13,5,10,7,19,18,11,15,0,1,0,2,0,1,0,0,0,0
2017-04-04,66,0,14,72,8,4,23,3,30,21,8,8,2,3,2,0,0,2,0,0,0,0
2017-04-05,73,0,20,87,8,8,12,4,24,21,11,13,0,2,2,4,0,1,1,0,0,0
2017-04-06,60,0,19,64,12,4,16,9,12,27,5,5,2,2,1,2,0,5,0,0,0,0
2017-04-07,68,0,17,72,7,5,10,7,22,25,6,13,2,1,1,1,0,1,0,0,0,0
2017-04-08,75,0,24,63,13,4,16,4,19,22,7,7,1,3,0,1,0,4,0,0,0,0
2017-04-09,81,0,26,81,13,5,15,10,27,14,5,4,0,0,0,0,0,4,0,0,0,0
2017-04-10,72,0,19,84,7,6,12,12,24,26,5,8,1,2,2,4,0,3,1,0,0,0
2017-04-11,78,0,19,83,13,4,18,8,25,23,11,9,4,1,1,4,0,2,0,0,0,0
2017-04-12,68,0,15,72,9,7,10,4,23,25,9,10,1,4,1,2,0,0,2,0,0,0
2017-04-13,69,0,19,100,11,7,12,1,19,25,7,8,1,3,3,2,0,2,0,0,0,0
2017-04-14,74,0,17,73,11,4,18,6,17,20,6,10,0,0,1,2,0,2,0,0,0,0
2017-04-15,71,0,25,87,5,0,11,2,17,35,3,8,1,0,1,1,0,2,1,0,0,0
2017-04-16,65,0,22,70,9,11,19,6,26,24,4,9,2,1,3,2,0,5,0,0,0,0
2017-04-17,69,0,28,95,7,4,20,7,20,27,6,5,0,0,0,1,0,1,0,0,0,0
2017-04-18,68,0,29,72,3,2,14,2,20,17,4,6,0,1,0,2,0,0,0,0,0,0
2017-04-19,62,0,15,71,13,3,10,6,22,33,6,11,5,2,2,1,0,2,1,0,0,0
2017-04-20,78,0,18,81,4,4,18,7,21,28,2,14,0,0,1,2,0,4,0,0,0,0
2017-04-21,80,0,21,78,14,3,5,1,22,22,6,7,0,4,2,2,0,4,0,0,0,0
2017-04-22,59,0,26,67,6,5,10,7,18,25,7,6,0,2,2,1,0,2,0,0,0,0
2017-04-23,82,0,12,63,6,6,17,8,18,24,6,12,0,2,1,0,0,0,0,0,0,0
2017-04-24,70,0,24,74,11,7,19,3,23,20,2,10,1,0,1,2,0,3,0,0,0,0
2017-04-25,73,0,22,74,10,2,19,5,13,24,4,13,0,1,0,3,0,2,0,0,0,0
2017-04-26,67,0,21,74,15,9,18,4,24,27,5,12,2,1,2,3,0,1,0,0,0,0
2017-04-27,61,0,18,73,11,6,14,8,23,25,8,9,3,3,1,3,0,2,0,0,0,0
2017-04-28,78,0,16,82,10,4,21,4,27,21,6,6,0,5,1,1,0,3,0,0,0,0
2017-04-29,78,0,25,92,9,5,14,7,22,34,4,11,0,5,0,2,0,3,0,0,0,0
2017-04-30,83,0,31,69,6,8,10,10,17,29,7,8,0,5,3,1,0,0,0,0,0,0
2017-05-01,73,0,31,72,9,5,11,5,21,27,6,11,4,2,2,4,0,3,0,0,0,0
2017-05-02,61,0,14,71,7,4,13,3,25,24,10,10,2,1,0,5,0,1,1,0,0,0
2017-05-03,91,0,14,77,11,4,7,3,24,18,5,9,5,6,0,1,0,1,0,0,0,0
2017-05-04,88,0,18,91,9,7,16,3,22,25,10,8,2,1,4,1,0,1,0,0,0,0
2017-05-05,92,0,18,70,11,3,19,7,21,27,11,12,0,0,2,4,0,0,0,0,0,0
2017-05-06,70,0,15,74,11,3,18,5,26,25,5,8,1,1,2,2,0,3,0,0,0,0
2017-05-07,63,0,19,83,11,11,14,9,22,26,5,8,1,2,1,2,0,2,0,0,0,0
2017-05-08,68,0,21,70,13,1,17,3,18,22,2,15,1,1,2,2,0,3,0,0,0,0
2017-05-09,74,0,15,66,12,6,16,4,22,19,7,7,2,3,1,2,0,1,0,0,0,0
2017-05-10,68,0,17,54,8,6,14,4,23,23,6,8,3,1,0,3,0,3,0,0,0,0
