fecha,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema circulatorio ,Tumores [Neoplasias],Enfermedades del sistema respiratorio ,"Enfermedades endocrinas, nutricionales y metabólicas",Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema digestivo,Causas externas de morbilidad y de mortalidad,Enfermedades del sistema genitourinario,Enfermedades del sistema nervioso central,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Trastornos mentales y del comportamiento,COVID-19,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades del ojo y sus anexos ,Enfermedades de la piel y del tejido subcutáneo,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,nan,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2016-08-27,3,79,80,27,20,6,16,20,7,7,0,3,0,3,3,0,2,0,2,0,0,0
2016-08-28,14,94,86,22,25,7,21,33,9,10,0,8,0,0,3,0,2,0,2,0,0,0
2016-08-29,11,75,76,34,21,8,15,17,12,9,1,10,0,5,1,0,1,0,0,0,0,0
2016-08-30,12,80,67,46,22,8,21,24,7,3,1,9,0,4,1,0,2,0,2,0,1,0
2016-08-31,7,85,79,40,19,5,20,16,5,12,2,5,0,7,2,0,1,0,0,0,0,0
2016-09-01,10,81,77,29,16,6,20,20,8,6,2,4,0,2,2,0,3,0,2,0,0,0
2016-09-02,10,79,70,34,17,3,20,14,3,12,1,8,0,4,2,0,2,0,4,0,1,0
2016-09-03,10,85,72,43,24,5,20,29,14,6,0,2,0,4,2,0,1,0,0,0,0,0
2016-09-04,13,94,75,31,16,7,19,31,7,20,1,3,0,3,0,0,0,0,0,0,0,0
2016-09-05,8,82,91,45,16,3,25,23,5,15,1,6,0,1,3,0,1,0,1,0,0,0
2016-09-06,6,98,62,37,24,11,24,24,13,21,1,6,0,1,2,0,1,0,2,0,0,0
2016-09-07,9,93,85,36,20,12,29,24,12,8,2,8,0,6,0,0,3,0,1,0,0,0
2016-09-08,4,92,77,38,21,11,25,16,11,7,1,6,0,3,1,0,2,0,0,0,0,0
2016-09-09,5,90,91,34,20,6,18,32,14,14,0,0,0,2,0,0,1,0,3,0,0,0
2016-09-10,11,87,80,47,12,2,25,30,13,14,3,6,0,2,4,0,2,0,3,0,0,0
2016-09-11,7,98,87,35,18,5,17,36,6,8,3,6,0,3,3,0,3,0,1,0,0,0
2016-09-12,8,71,79,35,17,4,18,21,14,16,1,8,0,2,0,0,0,0,1,0,0,0
2016-09-13,3,76,78,30,15,7,23,27,14,9,1,3,0,3,3,0,1,0,0,0,0,0
2016-09-14,14,72,68,33,18,8,28,20,8,11,0,9,0,3,1,0,1,0,4,0,0,0
2016-09-15,7,87,79,38,17,7,24,16,8,15,2,2,0,2,2,0,0,0,0,0,0,0
2016-09-16,5,72,76,31,18,7,24,22,8,4,1,2,0,6,3,0,1,0,1,0,0,0
2016-09-17,11,76,60,36,18,7,22,26,8,12,1,6,0,4,3,0,1,0,1,0,0,0
2016-09-18,9,92,70,39,21,6,25,28,10,8,2,4,0,2,5,0,0,0,2,0,0,0
2016-09-19,15,96,79,29,20,11,24,31,4,10,1,1,0,4,2,0,1,0,1,0,0,0
2016-09-20,7,81,87,41,23,5,27,28,10,7,4,5,0,1,4,0,1,0,3,0,0,0
2016-09-21,6,84,67,30,17,4,37,18,9,10,0,3,0,3,0,0,2,0,4,0,0,0
2016-09-22,5,81,63,35,17,13,23,28,11,17,1,3,0,5,4,0,1,0,3,0,0,0
2016-09-23,9,92,59,29,13,7,24,25,11,7,1,5,0,4,2,0,0,0,2,0,0,0
2016-09-24,10,81,64,33,17,7,17,34,8,14,0,7,0,5,0,0,0,0,2,0,0,0
2016-09-25,12,98,60,35,25,4,17,17,6,12,2,3,0,3,2,0,2,0,3,0,0,0
2016-09-26,8,83,77,33,14,5,32,23,8,14,1,5,0,5,1,0,1,0,4,0,0,0
2016-09-27,5,77,65,33,18,4,18,20,8,21,0,7,0,3,2,0,1,0,4,0,0,0
2016-09-28,10,69,81,25,11,10,19,19,11,10,4,10,0,1,6,0,1,0,1,0,0,0
2016-09-29,2,79,83,33,26,10,17,17,8,16,1,9,0,3,3,0,1,0,2,0,0,0
2016-09-30,8,78,59,36,17,3,27,13,4,5,2,4,0,4,2,0,1,0,0,0,1,0
2016-10-01,8,71,63,33,21,4,22,21,14,11,4,7,0,4,0,0,0,0,3,0,0,0
2016-10-02,8,93,92,24,23,9,19,26,8,7,2,9,0,2,0,0,1,0,3,0,0,0
2016-10-03,7,70,73,20,17,8,19,23,10,7,4,2,0,1,1,0,0,0,2,0,0,0
2016-10-04,7,82,81,36,11,8,18,21,9,11,0,2,0,2,0,0,1,0,0,0,0,0
2016-10-05,3,78,64,17,13,6,19,25,8,13,2,9,0,4,3,0,0,0,1,0,0,0
2016-10-06,7,80,79,22,14,6,25,21,7,8,1,3,0,5,4,0,1,0,1,0,0,0
2016-10-07,3,72,70,24,17,6,28,18,7,9,0,8,0,3,4,0,0,0,2,0,0,0
2016-10-08,3,72,74,28,17,9,19,33,14,10,2,8,0,1,2,0,1,0,2,0,0,0
2016-10-09,2,78,78,28,18,6,34,29,9,9,0,5,0,0,4,0,1,0,0,0,0,0
2016-10-10,8,81,77,28,12,8,19,30,8,8,0,2,0,2,0,0,0,0,4,0,0,0
2016-10-11,9,66,76,34,16,5,22,26,7,11,1,6,0,3,3,0,0,0,2,0,0,0
2016-10-12,4,77,85,26,13,12,20,22,5,8,0,7,0,3,4,0,1,0,3,0,0,0
2016-10-13,9,72,74,12,16,4,29,10,8,16,0,4,0,2,2,0,1,0,0,0,0,0
2016-10-14,7,61,70,29,15,9,18,13,7,5,2,2,0,3,2,0,1,0,2,0,0,0
2016-10-15,11,55,86,26,17,6,18,20,10,10,0,4,0,0,2,0,0,0,0,0,0,0
2016-10-16,7,70,77,30,20,6,19,25,11,10,2,6,0,3,2,0,0,0,3,0,1,0
2016-10-17,6,75,68,24,13,9,25,20,10,8,1,6,0,1,1,0,1,0,1,0,0,0
2016-10-18,7,71,60,25,11,4,18,12,6,10,4,3,0,2,2,0,2,0,3,0,0,0
2016-10-19,4,90,64,27,14,3,12,14,8,6,1,4,0,4,1,0,1,0,2,0,0,0
2016-10-20,3,69,71,32,11,11,23,20,12,16,0,3,0,2,3,0,2,0,1,0,0,0
2016-10-21,5,91,76,29,11,7,15,19,6,8,2,5,0,3,4,0,0,0,1,0,1,0
2016-10-22,10,83,72,23,13,4,20,17,8,11,1,6,0,1,0,0,0,0,0,0,0,0
2016-10-23,5,81,81,30,13,8,16,26,15,11,1,3,0,0,1,0,1,0,4,0,0,0
2016-10-24,9,73,70,26,17,4,15,21,12,8,1,5,0,1,2,0,1,0,4,0,0,0
2016-10-25,12,64,79,24,20,4,22,16,8,7,9,2,0,3,0,0,1,0,2,0,0,0
2016-10-26,5,80,81,25,15,1,24,21,6,7,1,2,0,2,3,0,4,0,4,0,0,0
2016-10-27,11,74,86,24,13,5,23,12,11,12,0,2,0,5,1,0,2,0,3,0,0,0
2016-10-28,5,71,75,21,21,7,18,13,15,15,1,3,0,2,2,0,1,0,1,0,0,0
2016-10-29,6,81,63,38,14,2,13,33,13,5,0,4,0,3,2,0,1,0,2,0,0,0
2016-10-30,8,65,55,25,10,5,22,30,8,11,2,3,0,1,0,0,0,0,3,0,0,0
2016-10-31,9,71,58,29,18,3,18,18,9,7,1,4,0,1,2,0,1,0,2,0,0,0
2016-11-01,7,70,70,29,12,4,18,27,16,11,3,10,0,2,2,0,0,0,2,0,1,0
2016-11-02,5,78,67,30,10,9,23,26,9,7,3,5,0,3,1,0,1,0,2,0,0,0
2016-11-03,5,66,74,22,12,5,19,19,8,8,2,2,0,1,0,0,4,0,4,0,0,0
2016-11-04,3,82,79,32,15,9,25,26,10,12,3,6,0,0,1,0,3,0,0,0,1,0
2016-11-05,5,78,79,35,19,7,25,26,15,7,2,2,0,3,1,0,0,0,1,0,0,0
2016-11-06,6,71,59,40,7,5,25,29,12,13,0,2,0,3,1,0,3,0,3,0,0,0
2016-11-07,9,78,59,28,13,5,22,16,14,7,2,7,0,1,3,0,3,0,1,0,0,0
2016-11-08,4,68,71,26,12,11,22,13,10,9,1,3,0,5,3,0,2,0,2,0,1,0
2016-11-09,6,39,62,21,16,5,18,20,12,9,2,2,0,3,0,0,2,0,3,0,0,0
2016-11-10,11,77,69,24,8,6,22,17,10,6,1,2,0,3,2,0,3,0,2,0,0,0
2016-11-11,4,74,72,25,18,7,22,24,8,4,1,6,0,1,4,0,3,0,0,0,0,0
2016-11-12,8,68,67,24,11,7,25,20,10,5,3,4,0,2,6,0,0,0,2,0,0,0
2016-11-13,8,69,72,29,13,6,12,22,8,8,0,8,0,1,2,0,2,0,2,0,0,0
2016-11-14,10,58,67,18,19,0,13,26,6,10,1,4,0,0,3,0,3,0,1,0,0,0
2016-11-15,3,76,62,17,15,5,15,18,13,7,1,1,0,2,2,0,2,0,3,0,0,0
2016-11-16,12,60,65,19,13,5,18,16,14,8,0,6,0,3,1,0,0,0,0,0,0,0
2016-11-17,5,66,76,33,14,13,17,15,13,10,0,4,0,2,2,0,1,0,2,0,0,0
2016-11-18,7,58,84,23,16,9,20,13,8,9,5,4,0,4,0,0,4,0,2,0,1,0
2016-11-19,7,63,79,24,15,7,18,29,8,9,1,2,0,3,3,0,2,0,1,0,0,0
2016-11-20,12,64,69,22,19,7,21,36,5,7,1,8,0,3,1,0,1,0,2,0,0,0
2016-11-21,8,75,68,19,13,6,15,15,10,5,0,4,0,4,2,0,2,0,0,0,0,0
2016-11-22,8,75,60,23,18,1,23,19,7,9,0,1,0,0,1,0,1,0,1,0,0,0
2016-11-23,5,74,84,22,19,2,17,25,3,9,0,4,0,0,3,0,1,0,1,0,0,0
2016-11-24,4,72,85,21,22,2,23,14,6,7,2,4,0,3,1,0,1,0,1,0,0,0
2016-11-25,10,71,80,28,20,6,15,19,7,4,0,2,0,1,3,0,1,0,4,0,0,0
2016-11-26,7,62,75,27,27,4,15,16,11,9,1,1,0,2,1,0,1,0,2,0,0,0
2016-11-27,5,64,74,18,17,11,23,29,8,12,1,6,0,4,2,0,1,0,1,0,2,0
2016-11-28,6,82,79,18,13,7,20,18,11,5,1,3,0,3,1,0,3,0,2,0,0,0
2016-11-29,5,73,79,26,14,7,15,14,6,10,1,5,0,0,0,0,0,0,4,0,0,0
2016-11-30,5,81,75,19,15,9,18,23,10,10,2,3,0,5,1,0,3,0,4,0,0,0
2016-12-01,10,54,75,24,18,4,18,15,10,6,1,2,0,3,3,0,1,0,0,0,0,0
2016-12-02,10,85,60,27,14,4,14,25,11,7,1,3,0,1,3,0,0,0,4,0,0,0
2016-12-03,2,63,75,22,12,5,17,26,7,8,0,3,0,0,2,0,1,0,1,0,0,0
2016-12-04,5,65,78,24,15,6,18,23,8,7,3,3,0,1,2,0,0,0,0,0,0,0
2016-12-05,7,55,67,28,15,5,21,25,9,6,0,5,0,2,1,0,1,0,1,0,0,0
2016-12-06,6,59,85,22,13,5,21,18,4,8,0,2,0,3,3,0,2,0,2,0,0,0
2016-12-07,4,71,91,16,13,4,17,19,11,13,1,5,0,4,3,0,1,0,2,0,0,0
2016-12-08,2,73,78,18,13,6,17,21,10,7,0,4,0,1,2,0,0,0,4,0,0,0
2016-12-09,1,66,79,26,17,6,17,22,9,15,1,3,0,6,2,0,0,0,1,0,0,0
2016-12-10,8,58,68,22,11,6,16,14,5,10,2,3,0,3,0,0,4,0,0,0,0,0
2016-12-11,5,76,77,23,9,8,21,31,7,10,2,4,0,1,1,0,1,0,1,0,0,0
2016-12-12,11,80,80,25,15,7,26,17,10,6,1,3,0,3,0,0,1,0,3,0,0,0
2016-12-13,7,52,81,26,11,7,26,21,6,9,0,6,0,2,2,0,0,0,2,0,0,0
2016-12-14,5,66,84,21,13,5,21,16,11,10,0,0,0,0,0,0,0,0,1,0,1,0
2016-12-15,9,67,83,19,11,5,18,23,9,6,1,7,0,3,2,0,1,0,2,0,0,0
2016-12-16,8,58,74,16,7,5,25,19,11,5,2,3,0,2,3,0,1,0,5,0,0,0
2016-12-17,11,72,63,16,16,6,17,22,12,6,1,6,0,1,1,0,4,0,5,0,0,0
2016-12-18,8,79,65,28,21,5,20,30,12,14,3,4,0,0,1,0,2,0,3,0,0,0
2016-12-19,9,68,66,18,12,9,13,17,12,9,2,4,0,4,3,0,0,0,0,0,0,0
2016-12-20,8,68,65,30,14,7,16,19,10,9,0,4,0,5,2,0,2,0,2,0,0,0
2016-12-21,6,73,77,22,14,10,17,25,6,6,2,2,0,4,6,0,0,0,0,0,0,0
2016-12-22,9,66,72,22,14,7,24,23,10,10,1,4,0,2,3,0,4,0,1,0,0,0
2016-12-23,10,67,71,15,20,2,20,13,8,11,2,5,0,4,2,0,0,0,3,0,0,0
2016-12-24,6,69,69,18,12,2,19,25,10,10,1,3,0,0,2,0,1,0,2,0,0,0
2016-12-25,11,75,62,17,9,9,19,39,8,13,0,5,0,1,1,0,0,0,7,0,0,0
2016-12-26,3,69,72,13,7,5,19,17,6,9,2,5,0,2,1,0,1,0,1,0,0,0
2016-12-27,3,65,72,21,13,6,12,19,10,6,0,6,0,4,2,0,2,0,0,0,1,0
2016-12-28,9,67,64,20,16,3,19,22,9,9,2,5,0,2,3,0,1,0,1,0,0,0
2016-12-29,8,60,75,22,16,10,12,24,8,9,0,5,0,2,2,0,2,0,0,0,0,0
2016-12-30,3,32,46,11,8,1,12,25,10,6,0,2,0,2,0,0,1,0,4,0,0,0
2016-12-31,7,54,48,19,10,3,14,23,6,14,3,3,0,3,3,0,1,0,4,0,0,0
2017-01-01,6,77,84,21,10,4,15,42,13,5,1,2,0,1,2,0,1,0,1,0,0,0
2017-01-02,6,79,76,33,8,4,21,25,6,10,1,8,0,1,0,0,1,0,3,0,0,0
2017-01-03,9,85,74,36,11,6,18,22,12,9,1,3,0,1,1,0,3,0,2,0,0,0
2017-01-04,5,74,84,13,6,7,18,14,6,9,1,0,0,3,1,0,1,0,2,0,0,0
2017-01-05,3,56,65,27,18,4,22,19,5,10,2,4,0,1,2,0,5,0,6,0,0,0
2017-01-06,7,69,83,15,20,3,19,11,6,15,1,6,0,2,1,0,1,0,1,0,0,0
2017-01-07,6,63,80,24,18,9,21,29,8,12,1,2,0,1,6,0,1,0,3,0,0,0
2017-01-08,5,72,80,23,9,9,18,22,10,10,0,2,0,3,1,0,0,0,3,0,1,0
2017-01-09,4,63,79,20,8,4,15,21,10,5,0,5,0,4,2,0,0,0,2,0,0,0
2017-01-10,4,71,83,28,12,4,17,20,15,8,3,7,0,2,0,0,0,0,2,0,0,0
2017-01-11,5,61,79,22,14,8,21,24,16,7,0,4,0,3,0,0,2,0,4,0,0,0
2017-01-12,9,67,84,19,14,3,23,14,9,15,1,6,0,1,1,0,0,0,3,0,0,0
2017-01-13,7,63,72,23,15,6,17,16,16,8,0,8,0,2,0,0,0,0,3,0,0,0
2017-01-14,5,82,75,21,15,2,25,30,10,9,0,2,0,2,0,0,3,0,1,0,0,0
2017-01-15,7,62,70,19,20,5,23,36,6,11,4,2,0,2,2,0,3,0,2,0,0,0
2017-01-16,5,60,82,25,18,8,27,22,11,10,0,2,0,3,0,0,1,0,0,0,0,0
2017-01-17,11,71,58,20,17,4,31,19,7,13,2,4,0,2,1,0,4,0,1,0,0,0
2017-01-18,9,68,75,19,18,7,21,18,15,10,3,5,0,0,2,0,3,0,4,0,0,0
2017-01-19,8,71,91,20,20,5,26,21,15,10,1,5,0,2,4,0,1,0,1,0,0,0
2017-01-20,12,62,80,37,13,9,22,16,11,11,2,7,0,4,2,0,5,0,3,0,0,0
2017-01-21,11,91,80,30,19,7,32,26,11,19,2,6,0,2,1,0,2,0,2,0,0,0
2017-01-22,11,63,71,31,14,5,14,29,9,10,1,14,0,2,4,0,2,0,0,0,0,0
2017-01-23,13,76,71,30,16,6,14,21,9,11,2,6,0,2,2,0,0,0,2,0,0,0
2017-01-24,7,79,79,23,21,9,18,23,14,12,2,8,0,5,3,0,4,0,1,0,1,0
2017-01-25,9,72,79,30,22,10,26,20,10,19,1,4,0,7,1,0,2,0,1,0,0,0
2017-01-26,9,81,70,25,9,6,20,35,9,16,2,4,0,4,1,0,1,0,1,0,1,0
2017-01-27,9,73,85,27,17,8,16,16,11,15,3,4,0,5,1,0,2,0,4,0,1,0
2017-01-28,7,82,73,34,18,11,19,26,10,9,2,5,0,0,4,0,1,0,5,0,0,0
2017-01-29,12,63,67,34,19,4,17,31,8,16,0,7,0,0,2,0,3,0,1,0,0,0
2017-01-30,6,70,70,25,14,9,21,21,9,10,0,8,0,1,1,0,4,0,5,0,0,0
2017-01-31,5,74,72,30,16,7,20,23,10,9,0,4,0,0,0,0,0,0,1,0,0,0
2017-02-01,8,66,79,30,14,10,28,28,7,14,1,4,0,3,1,0,0,0,2,0,0,0
2017-02-02,7,60,68,10,19,7,21,19,4,8,0,8,0,2,4,0,2,0,1,0,0,0
2017-02-03,8,78,88,21,20,6,22,20,6,10,2,2,0,1,2,0,3,0,1,0,0,0
2017-02-04,8,70,65,18,16,5,18,18,10,8,0,3,0,2,2,0,2,0,0,0,0,0
2017-02-05,6,82,55,22,9,7,26,29,9,15,0,8,0,3,3,0,0,0,3,0,0,0
2017-02-06,6,67,68,31,11,3,25,31,10,9,4,3,0,1,0,0,1,0,4,0,1,0
2017-02-07,9,50,70,26,9,6,14,14,13,6,0,4,0,3,2,0,0,0,1,0,0,0
2017-02-08,7,54,72,10,9,7,19,23,8,10,1,4,0,4,1,0,1,0,3,0,0,0
2017-02-09,7,60,55,25,14,7,20,17,10,8,1,5,0,2,1,0,0,0,2,0,0,0
2017-02-10,5,72,87,18,11,10,21,25,5,13,1,2,0,3,3,0,2,0,0,0,1,0
2017-02-11,2,62,91,22,11,9,18,23,6,10,0,2,0,4,0,0,0,0,2,0,0,0
2017-02-12,9,63,77,16,14,9,21,35,5,13,1,11,0,3,2,0,1,0,1,0,0,0
2017-02-13,9,68,90,19,13,6,26,15,10,13,0,5,0,3,0,0,2,0,2,0,0,0
2017-02-14,3,67,66,18,15,10,24,32,6,3,0,2,0,2,3,0,1,0,1,0,0,0
2017-02-15,3,61,71,17,11,4,28,25,9,8,2,7,0,1,2,0,1,0,3,0,0,0
2017-02-16,5,65,85,21,17,6,28,16,8,10,0,5,0,6,1,0,0,0,1,0,0,0
2017-02-17,7,59,63,16,15,6,22,20,4,12,0,2,0,4,2,0,0,0,5,0,0,0
2017-02-18,6,57,80,28,18,4,17,20,9,8,2,2,0,0,0,0,0,0,4,0,0,0
2017-02-19,6,72,72,15,18,2,23,24,12,6,1,1,0,2,6,0,1,0,0,0,0,0
2017-02-20,5,68,91,23,15,9,21,16,8,9,0,6,0,2,1,0,1,0,1,0,0,0
2017-02-21,8,67,90,11,19,6,25,22,12,8,0,4,0,2,0,0,2,0,2,0,0,0
2017-02-22,12,65,84,24,13,11,15,23,10,8,0,3,0,5,4,0,2,0,1,0,0,0
2017-02-23,9,75,77,20,13,7,25,24,10,10,3,5,0,0,2,0,2,1,3,0,0,0
2017-02-24,10,66,78,18,13,0,21,26,17,12,3,4,0,1,1,0,2,1,1,0,1,0
2017-02-25,6,70,66,20,14,3,23,23,10,9,0,3,0,3,4,0,1,0,0,0,2,0
2017-02-26,9,90,68,31,20,9,28,35,8,8,3,4,0,0,1,0,0,0,4,0,0,0
2017-02-27,8,66,75,17,20,5,17,22,17,12,1,6,0,4,3,0,1,0,2,0,0,0
2017-02-28,5,55,67,19,7,4,23,23,9,11,0,7,0,4,3,0,2,0,0,0,0,0
2017-03-01,10,59,62,19,15,4,16,13,11,7,0,8,0,5,2,0,0,0,0,0,0,0
2017-03-02,5,52,74,23,10,7,26,18,11,6,5,7,0,3,1,0,1,0,1,0,0,0
2017-03-03,5,67,63,25,12,5,22,19,11,14,1,5,0,0,1,0,0,0,3,0,0,0
2017-03-04,12,68,65,17,10,6,17,25,5,8,1,5,0,3,1,0,0,0,0,0,0,0
2017-03-05,5,67,66,16,7,3,17,24,12,13,2,3,0,1,1,0,0,0,1,0,0,0
2017-03-06,3,63,72,20,12,8,18,22,4,10,1,1,0,5,2,0,0,0,4,0,0,0
2017-03-07,8,65,82,23,19,7,14,23,4,14,1,4,0,2,1,0,1,0,1,0,0,0
2017-03-08,4,63,74,20,11,8,19,9,3,8,3,6,0,6,1,0,3,0,2,0,0,0
2017-03-09,7,58,56,21,9,10,30,19,13,11,3,3,0,1,2,0,0,0,1,0,0,0
2017-03-10,5,70,58,14,8,2,28,15,4,14,2,2,0,5,1,0,4,0,2,0,0,0
2017-03-11,9,74,71,15,9,2,17,23,6,7,3,3,0,1,3,0,0,0,0,0,0,0
2017-03-12,8,69,70,17,15,10,22,24,8,13,0,1,0,4,1,0,1,0,2,0,0,0
2017-03-13,10,68,69,15,12,3,19,27,7,10,2,4,0,0,0,0,3,0,1,0,0,0
2017-03-14,4,70,71,27,6,4,17,13,8,8,0,4,0,2,1,0,1,0,2,0,1,0
2017-03-15,8,66,69,21,14,2,20,18,4,5,2,5,0,4,3,0,1,0,4,0,1,0
2017-03-16,7,70,67,14,16,10,20,10,10,1,0,3,0,3,1,0,4,0,1,0,0,0
2017-03-17,8,51,72,15,13,7,21,20,3,4,1,2,0,6,2,0,3,0,4,0,0,0
2017-03-18,4,67,80,26,17,3,23,25,14,12,2,6,0,1,0,0,3,0,3,0,0,0
2017-03-19,8,60,83,13,14,7,14,28,13,11,0,5,0,2,3,0,1,0,2,0,0,0
2017-03-20,6,53,67,18,9,7,18,12,11,10,4,6,0,2,0,0,2,0,6,0,1,0
2017-03-21,4,63,69,20,16,6,22,16,11,8,2,3,0,4,1,0,1,0,2,0,0,0
2017-03-22,1,64,84,26,10,7,18,4,6,6,1,5,0,1,2,0,0,0,0,0,0,0
2017-03-23,4,65,85,17,14,6,18,20,7,11,1,4,0,2,1,0,0,0,6,0,0,0
2017-03-24,7,59,93,27,10,5,20,23,4,10,1,2,0,2,1,0,1,0,0,0,0,0
2017-03-25,8,72,74,22,16,11,17,17,8,14,1,6,0,1,1,0,1,0,2,0,0,0
2017-03-26,4,79,72,22,19,4,16,19,5,7,0,4,0,3,1,0,2,0,2,0,0,0
2017-03-27,4,78,74,22,10,6,19,16,5,10,3,3,0,4,1,0,2,0,0,0,0,0
2017-03-28,4,69,79,26,8,9,23,21,7,10,2,6,0,2,3,0,0,0,2,0,0,0
2017-03-29,6,53,77,15,15,12,22,17,10,7,0,3,0,3,1,0,1,0,2,0,0,0
2017-03-30,7,75,67,22,15,5,22,16,5,11,1,4,0,3,1,0,1,0,4,0,0,0
2017-03-31,2,51,91,19,13,3,22,19,10,7,1,4,0,5,3,0,3,0,2,0,0,0
2017-04-01,4,74,69,21,13,4,13,29,8,5,2,7,0,3,1,0,1,0,1,0,1,0
2017-04-02,5,58,68,28,17,9,18,30,15,7,2,0,0,2,0,0,0,0,1,0,0,0
2017-04-03,7,78,87,18,10,11,19,20,15,13,0,5,0,2,1,0,0,0,1,0,0,0
2017-04-04,3,66,72,21,23,8,30,14,8,8,2,4,0,0,3,0,2,0,2,0,0,0
2017-04-05,4,73,87,21,12,11,24,20,13,8,0,8,0,4,2,0,2,0,1,0,1,0
2017-04-06,9,60,64,27,16,5,12,19,5,12,2,4,0,2,2,0,1,0,5,0,0,0
2017-04-07,7,68,72,25,10,6,22,17,13,7,2,5,0,1,1,0,1,0,1,0,0,0
2017-04-08,4,75,63,22,16,7,19,24,7,13,1,4,0,1,3,0,0,0,4,0,0,0
2017-04-09,10,81,81,14,15,5,27,26,4,13,0,5,0,0,0,0,0,0,4,0,0,0
2017-04-10,12,72,84,26,12,5,24,19,8,7,1,6,0,4,2,0,2,0,3,0,1,0
2017-04-11,8,78,83,23,18,11,25,19,9,13,4,4,0,4,1,0,1,0,2,0,0,0
2017-04-12,4,68,72,25,10,9,23,15,10,9,1,7,0,2,4,0,1,0,0,0,2,0
2017-04-13,1,69,100,25,12,7,19,19,8,11,1,7,0,2,3,0,3,0,2,0,0,0
2017-04-14,6,74,73,20,18,6,17,17,10,11,0,4,0,2,0,0,1,0,2,0,0,0
2017-04-15,2,71,87,35,11,3,17,25,8,5,1,0,0,1,0,0,1,0,2,0,1,0
2017-04-16,6,65,70,24,19,4,26,22,9,9,2,11,0,2,1,0,3,0,5,0,0,0
2017-04-17,7,69,95,27,20,6,20,28,5,7,0,4,0,1,0,0,0,0,1,0,0,0
2017-04-18,2,68,72,17,14,4,20,29,6,3,0,2,0,2,1,0,0,0,0,0,0,0
2017-04-19,6,62,71,33,10,6,22,15,11,13,5,3,0,1,2,0,2,0,2,0,1,0
2017-04-20,7,78,81,28,18,2,21,18,14,4,0,4,0,2,0,0,1,0,4,0,0,0
2017-04-21,1,80,78,22,5,6,22,21,7,14,0,3,0,2,4,0,2,0,4,0,0,0
2017-04-22,7,59,67,25,10,7,18,26,6,6,0,5,0,1,2,0,2,0,2,0,0,0
2017-04-23,8,82,63,24,17,6,18,12,12,6,0,6,0,0,2,0,1,0,0,0,0,0
2017-04-24,3,70,74,20,19,2,23,24,10,11,1,7,0,2,0,0,1,0,3,0,0,0
2017-04-25,5,73,74,24,19,4,13,22,13,10,0,2,0,3,1,0,0,0,2,0,0,0
2017-04-26,4,67,74,27,18,5,24,21,12,15,2,9,0,3,1,0,2,0,1,0,0,0
2017-04-27,8,61,73,25,14,8,23,18,9,11,3,6,0,3,3,0,1,0,2,0,0,0
2017-04-28,4,78,82,21,21,6,27,16,6,10,0,4,0,1,5,0,1,0,3,0,0,0
2017-04-29,7,78,92,34,14,4,22,25,11,9,0,5,0,2,5,0,0,0,3,0,0,0
2017-04-30,10,83,69,29,10,7,17,31,8,6,0,8,0,1,5,0,3,0,0,0,0,0
2017-05-01,5,73,72,27,11,6,21,31,11,9,4,5,0,4,2,0,2,0,3,0,0,0
2017-05-02,3,61,71,24,13,10,25,14,10,7,2,4,0,5,1,0,0,0,1,0,1,0
2017-05-03,3,91,77,18,7,5,24,14,9,11,5,4,0,1,6,0,0,0,1,0,0,0
2017-05-04,3,88,91,25,16,10,22,18,8,9,2,7,0,1,1,0,4,0,1,0,0,0
2017-05-05,7,92,70,27,19,11,21,18,12,11,0,3,0,4,0,0,2,0,0,0,0,0
2017-05-06,5,70,74,25,18,5,26,15,8,11,1,3,0,2,1,0,2,0,3,0,0,0
2017-05-07,9,63,83,26,14,5,22,19,8,11,1,11,0,2,2,0,1,0,2,0,0,0
2017-05-08,3,68,70,22,17,2,18,21,15,13,1,1,0,2,1,0,2,0,3,0,0,0
2017-05-09,4,74,66,19,16,7,22,15,7,12,2,6,0,2,3,0,1,0,1,0,0,0
2017-05-10,4,68,54,23,14,6,23,17,8,8,3,6,0,3,1,0,0,0,3,0,0,0
2017-05-11,3,85,72,35,12,4,15,8,7,12,2,1,0,3,1,0,1,0,3,0,0,0
2017-05-12,9,63,109,25,13,7,23,17,6,10,3,5,0,2,0,0,3,0,4,0,0,0
2017-05-13,7,72,79,36,12,11,17,30,11,7,0,7,0,2,1,0,3,0,3,0,1,0
2017-05-14,5,76,85,29,11,8,23,29,9,11,2,4,0,4,4,0,1,0,3,0,0,0
2017-05-15,8,64,72,21,13,7,26,18,7,12,3,6,0,2,1,0,3,0,1,0,2,0
2017-05-16,6,107,88,23,16,2,29,16,12,7,0,7,0,2,3,0,4,0,1,0,0,0
2017-05-17,6,59,74,30,14,5,13,25,10,11,0,4,0,2,1,0,4,0,2,0,0,0
2017-05-18,4,82,83,23,21,5,29,12,7,13,0,2,0,1,2,0,1,0,2,0,0,0
