fecha,Alhué,Buin,Calera de Tango,Cerrillos,Cerro Navia,Colina,Conchalí,Curacaví,El Bosque,El Monte,Estación Central,Huechuraba,Independencia,Isla de Maipo,La Cisterna,La Florida,La Granja,La Pintana,La Reina,Lampa,Las Condes,Lo Barnechea,Lo Espejo,Lo Prado,Macul,Maipú,María Pinto,Melipilla,Ñuñoa,Padre Hurtado,Paine,Pedro Aguirre Cerda,Peñaflor,Peñalolén,Pirque,Providencia,Pudahuel,Puente Alto,Quilicura,Quinta Normal,Recoleta,Renca,San Bernardo,San Joaquín,San José de Maipo,San Miguel,San Pedro,San Ramón,Santiago,Talagante,Tiltil,Vitacura
2020-05-16,0.0,32.0,21.0,36.0,53.0,41.0,53.0,28.0,34.0,26.0,46.0,46.0,57.0,33.0,43.0,45.0,50.0,49.0,33.0,37.0,34.0,30.0,50.0,45.0,45.0,37.0,29.0,21.0,34.0,35.0,29.0,47.0,43.0,47.0,36.0,27.0,46.0,42.0,45.0,49.0,57.0,50.0,39.0,44.0,32.0,44.0,0.0,60.0,50.0,25.0,21.0,37.0
2020-05-17,0.0,37.0,28.0,39.0,55.0,44.0,55.0,30.0,35.0,31.0,47.0,48.0,58.0,25.0,43.0,48.0,53.0,50.0,38.0,39.0,38.0,32.0,52.0,46.0,46.0,38.0,25.0,24.0,36.0,39.0,30.0,47.0,42.0,49.0,37.0,30.0,48.0,43.0,47.0,51.0,58.0,53.0,42.0,45.0,31.0,46.0,0.0,59.0,50.0,28.0,21.0,40.0
2020-05-18,0.0,41.0,29.0,39.0,55.0,47.0,56.0,32.0,38.0,34.0,48.0,52.0,57.0,28.0,43.0,50.0,52.0,53.0,40.0,43.0,40.0,36.0,54.0,47.0,46.0,41.0,26.0,25.0,38.0,41.0,32.0,50.0,44.0,51.0,40.0,33.0,50.0,44.0,48.0,52.0,59.0,53.0,45.0,47.0,31.0,47.0,0.0,61.0,51.0,30.0,24.0,41.0
2020-05-19,0.0,44.0,33.0,41.0,57.0,49.0,57.0,33.0,41.0,42.0,50.0,53.0,58.0,32.0,45.0,51.0,54.0,55.0,42.0,45.0,42.0,39.0,55.0,50.0,48.0,43.0,19.0,26.0,39.0,45.0,36.0,51.0,48.0,52.0,42.0,35.0,53.0,45.0,48.0,55.0,60.0,55.0,46.0,47.0,34.0,50.0,0.0,62.0,52.0,31.0,22.0,41.0
2020-05-20,0.0,44.0,38.0,46.0,60.0,52.0,58.0,38.0,43.0,44.0,52.0,56.0,60.0,37.0,44.0,52.0,55.0,56.0,43.0,49.0,44.0,41.0,56.0,53.0,48.0,45.0,27.0,29.0,40.0,50.0,37.0,52.0,49.0,53.0,42.0,37.0,55.0,46.0,49.0,56.0,61.0,58.0,48.0,47.0,33.0,52.0,0.0,62.0,53.0,32.0,27.0,43.0
2020-05-21,0.0,50.0,42.0,50.0,61.0,54.0,58.0,42.0,46.0,43.0,52.0,56.0,61.0,39.0,45.0,52.0,56.0,59.0,46.0,51.0,46.0,43.0,57.0,57.0,49.0,47.0,29.0,35.0,42.0,54.0,37.0,52.0,51.0,54.0,45.0,37.0,58.0,48.0,51.0,57.0,63.0,60.0,49.0,48.0,36.0,53.0,0.0,63.0,53.0,34.0,30.0,44.0
2020-05-22,0.0,50.0,44.0,51.0,61.0,57.0,59.0,41.0,49.0,46.0,52.0,59.0,62.0,38.0,46.0,52.0,58.0,59.0,48.0,51.0,49.0,46.0,58.0,58.0,49.0,47.0,31.0,38.0,44.0,57.0,41.0,54.0,53.0,57.0,49.0,39.0,59.0,49.0,52.0,58.0,64.0,59.0,50.0,48.0,41.0,55.0,0.0,63.0,54.0,37.0,38.0,46.0
2020-05-23,14.0,53.0,43.0,51.0,60.0,58.0,60.0,41.0,49.0,47.0,50.0,58.0,62.0,43.0,46.0,52.0,57.0,60.0,51.0,53.0,50.0,44.0,60.0,58.0,50.0,48.0,34.0,39.0,47.0,56.0,46.0,54.0,53.0,59.0,44.0,42.0,59.0,50.0,52.0,56.0,64.0,59.0,49.0,50.0,42.0,54.0,0.0,58.0,55.0,43.0,42.0,46.0
2020-05-24,11.0,54.0,40.0,52.0,62.0,59.0,59.0,40.0,51.0,44.0,50.0,58.0,61.0,51.0,50.0,51.0,56.0,61.0,47.0,53.0,47.0,45.0,58.0,60.0,50.0,48.0,36.0,44.0,48.0,56.0,47.0,53.0,52.0,59.0,44.0,43.0,60.0,51.0,53.0,57.0,61.0,58.0,50.0,52.0,45.0,54.0,0.0,57.0,54.0,42.0,48.0,43.0
2020-05-25,7.0,54.0,42.0,54.0,62.0,60.0,61.0,39.0,50.0,45.0,51.0,59.0,61.0,52.0,50.0,51.0,57.0,60.0,47.0,51.0,48.0,46.0,58.0,61.0,51.0,48.0,34.0,46.0,49.0,56.0,47.0,52.0,54.0,61.0,47.0,43.0,60.0,52.0,54.0,58.0,61.0,59.0,48.0,51.0,43.0,55.0,0.0,57.0,55.0,44.0,47.0,45.0
2020-05-26,16.0,53.0,45.0,56.0,63.0,61.0,61.0,41.0,50.0,38.0,52.0,59.0,63.0,53.0,51.0,51.0,57.0,61.0,50.0,50.0,49.0,45.0,58.0,61.0,54.0,48.0,38.0,46.0,50.0,56.0,49.0,52.0,52.0,62.0,48.0,45.0,60.0,53.0,54.0,57.0,61.0,58.0,49.0,52.0,42.0,53.0,0.0,58.0,54.0,48.0,51.0,46.0
2020-05-27,14.0,56.0,45.0,53.0,62.0,61.0,60.0,38.0,50.0,43.0,53.0,57.0,62.0,52.0,53.0,52.0,58.0,60.0,51.0,46.0,48.0,45.0,58.0,61.0,55.0,48.0,36.0,45.0,52.0,56.0,50.0,53.0,52.0,63.0,45.0,46.0,59.0,53.0,54.0,57.0,60.0,57.0,49.0,51.0,48.0,52.0,0.0,57.0,54.0,46.0,45.0,44.0
2020-05-28,14.0,54.0,43.0,52.0,62.0,60.0,59.0,40.0,52.0,44.0,53.0,56.0,63.0,51.0,55.0,53.0,57.0,58.0,51.0,42.0,48.0,45.0,58.0,61.0,53.0,48.0,37.0,41.0,51.0,53.0,51.0,52.0,49.0,63.0,46.0,48.0,58.0,53.0,54.0,56.0,60.0,58.0,50.0,52.0,42.0,53.0,61.0,54.0,55.0,47.0,44.0,44.0
2020-05-29,16.0,55.0,47.0,52.0,63.0,60.0,58.0,42.0,51.0,41.0,54.0,53.0,62.0,57.0,53.0,54.0,55.0,57.0,50.0,43.0,47.0,42.0,57.0,64.0,54.0,48.0,34.0,40.0,51.0,51.0,47.0,52.0,49.0,63.0,43.0,50.0,59.0,52.0,55.0,57.0,58.0,57.0,51.0,53.0,35.0,51.0,57.0,54.0,55.0,44.0,44.0,44.0
2020-05-30,23.0,55.0,49.0,51.0,63.0,61.0,57.0,41.0,53.0,39.0,54.0,56.0,62.0,59.0,55.0,54.0,55.0,56.0,48.0,40.0,46.0,42.0,58.0,64.0,53.0,49.0,38.0,41.0,49.0,52.0,49.0,52.0,50.0,62.0,42.0,53.0,59.0,52.0,56.0,60.0,57.0,57.0,51.0,53.0,34.0,53.0,56.0,55.0,54.0,44.0,46.0,42.0
2020-05-31,37.0,53.0,52.0,48.0,60.0,59.0,58.0,37.0,55.0,41.0,53.0,55.0,62.0,55.0,55.0,54.0,55.0,55.0,49.0,40.0,45.0,43.0,58.0,63.0,54.0,49.0,41.0,38.0,48.0,49.0,50.0,55.0,50.0,62.0,43.0,50.0,59.0,52.0,55.0,62.0,59.0,57.0,50.0,51.0,33.0,51.0,54.0,56.0,52.0,42.0,42.0,42.0
2020-06-01,42.0,52.0,52.0,46.0,60.0,56.0,57.0,38.0,56.0,39.0,52.0,53.0,64.0,52.0,55.0,54.0,56.0,55.0,51.0,41.0,44.0,40.0,59.0,63.0,53.0,48.0,41.0,39.0,47.0,49.0,54.0,56.0,49.0,62.0,39.0,50.0,59.0,51.0,54.0,62.0,59.0,56.0,51.0,52.0,38.0,51.0,54.0,55.0,51.0,42.0,41.0,41.0
2020-06-02,40.0,52.0,50.0,45.0,60.0,54.0,56.0,36.0,56.0,42.0,51.0,54.0,61.0,54.0,54.0,53.0,55.0,53.0,49.0,41.0,43.0,40.0,60.0,63.0,50.0,48.0,37.0,38.0,48.0,47.0,52.0,54.0,52.0,61.0,40.0,49.0,58.0,51.0,55.0,62.0,59.0,55.0,51.0,52.0,38.0,51.0,49.0,54.0,51.0,42.0,42.0,39.0
2020-06-03,44.0,50.0,50.0,45.0,59.0,53.0,56.0,35.0,58.0,40.0,49.0,52.0,60.0,54.0,52.0,52.0,54.0,52.0,47.0,43.0,42.0,42.0,61.0,63.0,50.0,47.0,35.0,42.0,47.0,47.0,55.0,54.0,53.0,59.0,42.0,48.0,56.0,50.0,56.0,63.0,57.0,54.0,51.0,53.0,34.0,50.0,39.0,53.0,49.0,44.0,44.0,39.0
2020-06-04,54.0,49.0,49.0,43.0,58.0,50.0,54.0,34.0,57.0,41.0,47.0,49.0,58.0,53.0,48.0,51.0,54.0,52.0,46.0,45.0,41.0,43.0,61.0,61.0,50.0,46.0,39.0,43.0,45.0,50.0,56.0,55.0,55.0,60.0,41.0,48.0,56.0,50.0,55.0,63.0,56.0,54.0,51.0,53.0,40.0,48.0,27.0,55.0,48.0,42.0,47.0,38.0
2020-06-05,0.0,48.0,44.0,43.0,56.0,49.0,55.0,33.0,56.0,42.0,47.0,50.0,56.0,50.0,48.0,50.0,54.0,52.0,45.0,46.0,40.0,46.0,61.0,57.0,49.0,45.0,41.0,40.0,44.0,49.0,59.0,54.0,52.0,58.0,40.0,43.0,54.0,50.0,55.0,61.0,58.0,55.0,50.0,52.0,46.0,48.0,37.0,54.0,47.0,45.0,46.0,37.0
2020-06-06,0.0,49.0,41.0,45.0,56.0,48.0,54.0,32.0,57.0,43.0,45.0,49.0,55.0,53.0,47.0,48.0,53.0,53.0,46.0,47.0,41.0,46.0,61.0,57.0,51.0,45.0,36.0,39.0,44.0,50.0,56.0,54.0,53.0,59.0,42.0,38.0,53.0,50.0,53.0,59.0,57.0,55.0,51.0,52.0,45.0,44.0,43.0,55.0,46.0,43.0,45.0,37.0
2020-06-07,0.0,51.0,38.0,47.0,56.0,47.0,52.0,37.0,56.0,40.0,46.0,47.0,53.0,54.0,47.0,48.0,52.0,52.0,46.0,47.0,41.0,44.0,62.0,58.0,49.0,44.0,34.0,41.0,43.0,52.0,56.0,54.0,56.0,59.0,39.0,39.0,51.0,50.0,52.0,54.0,54.0,54.0,52.0,53.0,47.0,45.0,38.0,54.0,48.0,47.0,46.0,37.0
2020-06-08,0.0,49.0,39.0,47.0,54.0,48.0,51.0,34.0,55.0,42.0,46.0,47.0,53.0,54.0,49.0,46.0,50.0,51.0,45.0,47.0,40.0,46.0,60.0,58.0,49.0,45.0,31.0,38.0,42.0,52.0,55.0,54.0,55.0,57.0,40.0,37.0,50.0,49.0,51.0,54.0,52.0,54.0,51.0,52.0,47.0,44.0,36.0,53.0,47.0,42.0,50.0,34.0
2020-06-09,0.0,48.0,40.0,47.0,54.0,47.0,51.0,33.0,54.0,41.0,45.0,46.0,51.0,49.0,49.0,46.0,49.0,51.0,44.0,46.0,39.0,46.0,59.0,56.0,48.0,44.0,33.0,40.0,41.0,52.0,53.0,55.0,51.0,55.0,39.0,35.0,50.0,48.0,51.0,51.0,51.0,55.0,50.0,50.0,46.0,44.0,0.0,53.0,46.0,40.0,51.0,32.0
2020-06-10,0.0,47.0,43.0,48.0,54.0,48.0,50.0,32.0,54.0,43.0,46.0,48.0,50.0,51.0,50.0,45.0,49.0,51.0,45.0,47.0,39.0,43.0,58.0,55.0,46.0,44.0,32.0,40.0,40.0,52.0,51.0,54.0,51.0,54.0,41.0,33.0,50.0,48.0,50.0,51.0,52.0,56.0,49.0,50.0,42.0,45.0,0.0,54.0,46.0,39.0,51.0,34.0
2020-06-11,0.0,48.0,42.0,47.0,53.0,47.0,50.0,32.0,53.0,47.0,45.0,49.0,47.0,48.0,51.0,43.0,49.0,50.0,42.0,47.0,39.0,41.0,57.0,54.0,44.0,43.0,23.0,39.0,39.0,51.0,50.0,51.0,51.0,53.0,38.0,32.0,48.0,47.0,50.0,51.0,52.0,56.0,49.0,49.0,43.0,45.0,0.0,54.0,44.0,41.0,50.0,32.0
2020-06-12,36.0,47.0,43.0,47.0,53.0,46.0,48.0,34.0,54.0,49.0,44.0,47.0,47.0,48.0,50.0,42.0,48.0,48.0,40.0,46.0,39.0,37.0,57.0,55.0,42.0,44.0,22.0,42.0,37.0,51.0,51.0,52.0,52.0,54.0,42.0,34.0,48.0,45.0,49.0,51.0,49.0,55.0,49.0,48.0,40.0,45.0,0.0,51.0,44.0,42.0,46.0,32.0
2020-06-13,43.0,46.0,44.0,47.0,51.0,46.0,47.0,33.0,52.0,48.0,45.0,46.0,45.0,44.0,48.0,42.0,49.0,47.0,38.0,44.0,37.0,39.0,55.0,54.0,40.0,42.0,22.0,42.0,36.0,50.0,51.0,53.0,53.0,53.0,38.0,34.0,46.0,44.0,48.0,49.0,46.0,54.0,47.0,47.0,38.0,44.0,0.0,52.0,44.0,42.0,42.0,33.0
2020-06-14,44.0,45.0,39.0,46.0,51.0,48.0,48.0,31.0,53.0,52.0,44.0,48.0,46.0,44.0,43.0,40.0,49.0,46.0,38.0,46.0,37.0,38.0,53.0,51.0,40.0,41.0,23.0,41.0,38.0,51.0,50.0,51.0,52.0,54.0,38.0,32.0,47.0,44.0,49.0,51.0,48.0,54.0,46.0,46.0,30.0,44.0,0.0,50.0,41.0,41.0,41.0,35.0
2020-06-15,43.0,45.0,37.0,45.0,52.0,45.0,47.0,33.0,53.0,52.0,44.0,48.0,44.0,46.0,43.0,40.0,50.0,45.0,35.0,44.0,36.0,35.0,52.0,51.0,38.0,41.0,25.0,42.0,38.0,50.0,49.0,50.0,51.0,54.0,40.0,34.0,45.0,44.0,48.0,51.0,48.0,55.0,46.0,45.0,29.0,42.0,0.0,51.0,42.0,45.0,38.0,37.0
2020-06-16,46.0,46.0,34.0,45.0,52.0,46.0,47.0,34.0,53.0,54.0,44.0,47.0,46.0,47.0,42.0,39.0,51.0,45.0,35.0,43.0,37.0,33.0,51.0,51.0,38.0,40.0,29.0,43.0,38.0,50.0,50.0,50.0,53.0,54.0,41.0,33.0,44.0,44.0,48.0,51.0,46.0,53.0,47.0,46.0,32.0,43.0,39.0,51.0,41.0,47.0,34.0,36.0
2020-06-17,44.0,45.0,30.0,43.0,50.0,45.0,47.0,35.0,52.0,51.0,42.0,46.0,46.0,46.0,42.0,39.0,52.0,44.0,34.0,43.0,37.0,32.0,50.0,51.0,37.0,39.0,32.0,43.0,38.0,48.0,47.0,49.0,53.0,54.0,39.0,33.0,44.0,44.0,48.0,50.0,45.0,53.0,46.0,45.0,33.0,41.0,0.0,50.0,41.0,47.0,37.0,36.0
2020-06-18,45.0,43.0,31.0,44.0,50.0,45.0,46.0,36.0,52.0,47.0,40.0,44.0,49.0,48.0,42.0,39.0,50.0,44.0,36.0,42.0,35.0,33.0,49.0,51.0,39.0,38.0,32.0,43.0,38.0,48.0,47.0,51.0,52.0,53.0,37.0,33.0,44.0,44.0,46.0,49.0,44.0,51.0,46.0,45.0,31.0,43.0,0.0,49.0,41.0,46.0,35.0,35.0
2020-06-19,45.0,42.0,30.0,43.0,50.0,45.0,46.0,31.0,50.0,43.0,39.0,44.0,49.0,47.0,44.0,40.0,48.0,43.0,37.0,41.0,35.0,32.0,48.0,50.0,39.0,37.0,33.0,44.0,37.0,45.0,43.0,50.0,52.0,51.0,32.0,31.0,44.0,44.0,45.0,47.0,45.0,50.0,45.0,43.0,33.0,43.0,0.0,48.0,39.0,48.0,39.0,33.0
2020-06-20,40.0,40.0,31.0,42.0,51.0,44.0,45.0,33.0,50.0,45.0,38.0,46.0,50.0,49.0,43.0,40.0,48.0,43.0,37.0,41.0,33.0,30.0,45.0,49.0,39.0,36.0,30.0,45.0,37.0,43.0,42.0,46.0,49.0,49.0,35.0,31.0,45.0,43.0,45.0,48.0,47.0,50.0,45.0,40.0,30.0,43.0,0.0,43.0,39.0,50.0,41.0,32.0
2020-06-21,43.0,38.0,31.0,42.0,50.0,43.0,43.0,30.0,49.0,42.0,38.0,44.0,49.0,46.0,44.0,40.0,47.0,43.0,36.0,42.0,33.0,29.0,46.0,49.0,36.0,36.0,27.0,46.0,34.0,41.0,43.0,47.0,51.0,45.0,33.0,31.0,45.0,43.0,44.0,46.0,47.0,50.0,44.0,39.0,36.0,43.0,0.0,45.0,37.0,53.0,39.0,31.0
2020-06-22,35.0,38.0,30.0,42.0,47.0,45.0,43.0,33.0,47.0,42.0,37.0,43.0,48.0,44.0,44.0,40.0,45.0,41.0,37.0,41.0,33.0,29.0,47.0,50.0,37.0,35.0,32.0,47.0,34.0,41.0,43.0,47.0,52.0,44.0,28.0,30.0,45.0,42.0,44.0,42.0,48.0,48.0,44.0,39.0,34.0,42.0,0.0,43.0,36.0,53.0,39.0,31.0
2020-06-23,38.0,35.0,30.0,41.0,46.0,43.0,41.0,34.0,45.0,42.0,36.0,45.0,46.0,42.0,42.0,40.0,43.0,40.0,37.0,42.0,30.0,28.0,47.0,49.0,38.0,36.0,29.0,46.0,32.0,40.0,42.0,46.0,50.0,43.0,24.0,30.0,44.0,41.0,43.0,41.0,47.0,48.0,43.0,38.0,30.0,40.0,0.0,42.0,36.0,51.0,41.0,31.0
2020-06-24,36.0,35.0,32.0,42.0,46.0,44.0,41.0,33.0,44.0,43.0,36.0,44.0,46.0,41.0,41.0,40.0,41.0,40.0,36.0,41.0,30.0,27.0,48.0,48.0,37.0,36.0,32.0,46.0,31.0,41.0,42.0,45.0,48.0,42.0,21.0,29.0,42.0,40.0,42.0,41.0,46.0,47.0,43.0,38.0,32.0,40.0,40.0,41.0,36.0,52.0,38.0,30.0
2020-06-25,35.0,35.0,30.0,41.0,45.0,41.0,42.0,28.0,43.0,45.0,38.0,45.0,44.0,38.0,42.0,38.0,42.0,40.0,33.0,40.0,28.0,24.0,47.0,48.0,34.0,36.0,35.0,45.0,30.0,42.0,44.0,44.0,45.0,40.0,25.0,29.0,42.0,39.0,42.0,40.0,45.0,47.0,42.0,37.0,33.0,36.0,34.0,39.0,35.0,54.0,36.0,31.0
2020-06-26,38.0,36.0,29.0,42.0,42.0,40.0,40.0,31.0,42.0,47.0,37.0,44.0,43.0,36.0,39.0,39.0,41.0,42.0,34.0,39.0,27.0,25.0,46.0,47.0,34.0,35.0,38.0,44.0,30.0,45.0,45.0,43.0,44.0,40.0,26.0,30.0,40.0,39.0,40.0,39.0,44.0,47.0,41.0,37.0,32.0,35.0,41.0,40.0,35.0,53.0,33.0,31.0
2020-06-27,44.0,36.0,31.0,42.0,42.0,39.0,39.0,28.0,41.0,47.0,37.0,40.0,42.0,32.0,37.0,41.0,40.0,43.0,33.0,41.0,28.0,24.0,47.0,45.0,34.0,35.0,42.0,43.0,29.0,46.0,43.0,41.0,45.0,38.0,29.0,30.0,39.0,39.0,39.0,38.0,43.0,45.0,43.0,38.0,32.0,35.0,51.0,47.0,34.0,49.0,33.0,30.0
2020-06-28,41.0,36.0,43.0,41.0,42.0,37.0,40.0,31.0,40.0,46.0,33.0,39.0,41.0,34.0,40.0,40.0,41.0,43.0,33.0,36.0,27.0,27.0,46.0,46.0,33.0,35.0,45.0,42.0,29.0,47.0,45.0,40.0,40.0,38.0,31.0,29.0,38.0,38.0,39.0,37.0,42.0,45.0,42.0,39.0,32.0,32.0,50.0,45.0,35.0,47.0,34.0,28.0
2020-06-29,55.0,35.0,46.0,37.0,40.0,36.0,42.0,29.0,44.0,49.0,34.0,40.0,41.0,34.0,40.0,40.0,41.0,44.0,34.0,36.0,27.0,27.0,46.0,42.0,30.0,35.0,42.0,43.0,28.0,45.0,41.0,39.0,41.0,37.0,32.0,27.0,38.0,39.0,39.0,38.0,41.0,44.0,40.0,41.0,29.0,31.0,46.0,45.0,33.0,46.0,39.0,27.0
2020-06-30,52.0,37.0,43.0,35.0,39.0,36.0,44.0,25.0,46.0,50.0,34.0,38.0,39.0,38.0,40.0,39.0,43.0,45.0,33.0,36.0,28.0,25.0,44.0,42.0,29.0,34.0,44.0,42.0,28.0,43.0,41.0,37.0,39.0,36.0,35.0,27.0,38.0,40.0,39.0,37.0,41.0,44.0,40.0,40.0,30.0,32.0,42.0,43.0,33.0,45.0,38.0,27.0
2020-07-01,55.0,37.0,43.0,33.0,38.0,34.0,43.0,23.0,45.0,51.0,32.0,37.0,38.0,38.0,39.0,39.0,44.0,45.0,35.0,34.0,29.0,25.0,40.0,41.0,28.0,33.0,38.0,41.0,27.0,40.0,40.0,36.0,39.0,36.0,38.0,28.0,38.0,39.0,39.0,35.0,39.0,42.0,39.0,39.0,32.0,33.0,48.0,45.0,32.0,47.0,35.0,25.0
2020-07-02,51.0,36.0,45.0,32.0,37.0,34.0,42.0,24.0,44.0,51.0,31.0,38.0,40.0,37.0,38.0,38.0,41.0,43.0,35.0,35.0,29.0,26.0,40.0,40.0,30.0,32.0,35.0,41.0,27.0,38.0,37.0,33.0,40.0,36.0,35.0,28.0,37.0,38.0,38.0,33.0,38.0,42.0,39.0,38.0,30.0,32.0,49.0,44.0,32.0,46.0,38.0,22.0
2020-07-03,47.0,35.0,50.0,29.0,37.0,34.0,41.0,22.0,44.0,46.0,31.0,39.0,38.0,38.0,36.0,35.0,39.0,41.0,36.0,35.0,28.0,26.0,38.0,38.0,30.0,32.0,29.0,40.0,27.0,36.0,37.0,32.0,38.0,35.0,34.0,27.0,37.0,37.0,37.0,32.0,39.0,40.0,38.0,36.0,28.0,32.0,42.0,43.0,31.0,44.0,37.0,20.0
2020-07-04,44.0,32.0,46.0,30.0,33.0,33.0,42.0,25.0,44.0,42.0,30.0,38.0,40.0,36.0,37.0,31.0,38.0,36.0,35.0,33.0,26.0,25.0,37.0,38.0,28.0,31.0,23.0,37.0,26.0,35.0,38.0,32.0,35.0,34.0,34.0,25.0,34.0,35.0,38.0,28.0,36.0,37.0,36.0,34.0,38.0,34.0,37.0,39.0,32.0,41.0,34.0,20.0
2020-07-05,44.0,30.0,0.0,29.0,32.0,32.0,39.0,24.0,43.0,42.0,30.0,34.0,40.0,39.0,35.0,30.0,33.0,34.0,35.0,30.0,27.0,20.0,36.0,35.0,28.0,30.0,18.0,35.0,26.0,31.0,34.0,31.0,32.0,33.0,37.0,26.0,32.0,33.0,37.0,30.0,35.0,35.0,34.0,35.0,32.0,38.0,28.0,35.0,32.0,42.0,35.0,16.0
2020-07-06,33.0,30.0,0.0,29.0,32.0,31.0,36.0,24.0,38.0,39.0,28.0,31.0,39.0,35.0,30.0,28.0,29.0,32.0,33.0,29.0,24.0,19.0,33.0,35.0,29.0,28.0,13.0,31.0,25.0,31.0,33.0,29.0,30.0,33.0,37.0,26.0,29.0,31.0,34.0,29.0,33.0,33.0,34.0,30.0,38.0,37.0,35.0,35.0,33.0,40.0,27.0,15.0
2020-07-07,34.0,27.0,0.0,29.0,30.0,28.0,33.0,23.0,34.0,34.0,27.0,30.0,39.0,29.0,29.0,26.0,23.0,28.0,32.0,29.0,23.0,20.0,32.0,32.0,29.0,27.0,14.0,30.0,25.0,29.0,31.0,28.0,30.0,31.0,33.0,25.0,27.0,29.0,33.0,26.0,31.0,31.0,32.0,29.0,34.0,34.0,32.0,33.0,32.0,37.0,25.0,12.0
2020-07-08,26.0,26.0,0.0,29.0,28.0,26.0,32.0,24.0,32.0,32.0,25.0,28.0,37.0,25.0,26.0,24.0,19.0,26.0,28.0,29.0,20.0,20.0,32.0,29.0,29.0,27.0,15.0,29.0,24.0,30.0,32.0,28.0,27.0,30.0,29.0,23.0,25.0,26.0,31.0,26.0,30.0,28.0,31.0,27.0,30.0,31.0,31.0,32.0,31.0,35.0,28.0,12.0
2020-07-09,27.0,24.0,0.0,29.0,27.0,25.0,31.0,24.0,30.0,29.0,24.0,26.0,36.0,28.0,23.0,23.0,18.0,24.0,27.0,28.0,20.0,17.0,29.0,29.0,28.0,26.0,19.0,28.0,24.0,29.0,32.0,28.0,25.0,29.0,29.0,23.0,23.0,25.0,29.0,27.0,30.0,27.0,29.0,25.0,28.0,33.0,22.0,33.0,30.0,32.0,28.0,11.0
2020-07-10,27.0,24.0,0.0,27.0,26.0,26.0,30.0,25.0,28.0,29.0,23.0,23.0,35.0,28.0,22.0,21.0,16.0,22.0,24.0,28.0,19.0,16.0,28.0,32.0,26.0,25.0,25.0,27.0,22.0,27.0,31.0,28.0,26.0,26.0,26.0,21.0,22.0,24.0,28.0,26.0,27.0,25.0,29.0,23.0,26.0,30.0,22.0,31.0,29.0,32.0,27.0,12.0
2020-07-11,23.0,26.0,0.0,20.0,24.0,24.0,29.0,23.0,25.0,26.0,23.0,21.0,30.0,37.0,17.0,21.0,12.0,22.0,23.0,27.0,18.0,15.0,25.0,33.0,25.0,23.0,35.0,29.0,21.0,28.0,30.0,24.0,26.0,24.0,18.0,21.0,22.0,22.0,25.0,28.0,26.0,24.0,28.0,22.0,23.0,28.0,22.0,28.0,27.0,31.0,29.0,12.0
2020-07-12,20.0,27.0,26.0,17.0,23.0,25.0,28.0,20.0,24.0,26.0,25.0,21.0,27.0,35.0,17.0,22.0,10.0,22.0,19.0,32.0,16.0,14.0,22.0,30.0,26.0,20.0,41.0,30.0,18.0,29.0,27.0,22.0,26.0,24.0,11.0,20.0,25.0,20.0,25.0,25.0,24.0,21.0,27.0,21.0,30.0,23.0,20.0,30.0,24.0,29.0,26.0,13.0
2020-07-13,24.0,25.0,27.0,17.0,22.0,24.0,25.0,18.0,23.0,23.0,25.0,19.0,28.0,35.0,16.0,21.0,10.0,21.0,18.0,31.0,15.0,15.0,22.0,28.0,26.0,21.0,45.0,29.0,16.0,28.0,28.0,19.0,25.0,22.0,9.0,19.0,24.0,20.0,24.0,24.0,22.0,20.0,26.0,22.0,24.0,22.0,13.0,30.0,22.0,28.0,23.0,11.0
2020-07-14,21.0,23.0,25.0,17.0,22.0,24.0,25.0,17.0,23.0,26.0,25.0,19.0,26.0,35.0,16.0,20.0,10.0,22.0,16.0,31.0,14.0,15.0,22.0,28.0,24.0,19.0,42.0,27.0,15.0,27.0,26.0,20.0,25.0,22.0,8.0,18.0,24.0,20.0,23.0,24.0,21.0,20.0,25.0,22.0,25.0,22.0,12.0,29.0,20.0,28.0,20.0,12.0
2020-07-15,24.0,21.0,26.0,15.0,23.0,24.0,24.0,18.0,23.0,24.0,25.0,18.0,25.0,39.0,15.0,19.0,9.0,20.0,15.0,28.0,14.0,15.0,20.0,28.0,23.0,17.0,43.0,26.0,14.0,25.0,25.0,17.0,26.0,20.0,7.0,18.0,24.0,20.0,24.0,25.0,19.0,19.0,25.0,21.0,28.0,22.0,12.0,27.0,19.0,25.0,16.0,12.0
2020-07-16,24.0,22.0,24.0,14.0,24.0,24.0,22.0,21.0,23.0,25.0,26.0,16.0,22.0,37.0,15.0,20.0,8.0,21.0,14.0,27.0,16.0,17.0,21.0,26.0,21.0,18.0,39.0,25.0,12.0,26.0,22.0,16.0,25.0,19.0,6.0,15.0,26.0,19.0,25.0,23.0,18.0,19.0,23.0,20.0,28.0,20.0,14.0,27.0,16.0,25.0,15.0,11.0
2020-07-17,22.0,21.0,25.0,14.0,24.0,22.0,20.0,24.0,24.0,26.0,24.0,18.0,23.0,34.0,15.0,20.0,8.0,20.0,16.0,24.0,16.0,15.0,22.0,22.0,21.0,17.0,39.0,24.0,12.0,24.0,21.0,15.0,26.0,18.0,6.0,17.0,26.0,20.0,25.0,23.0,18.0,19.0,22.0,20.0,27.0,19.0,12.0,26.0,15.0,24.0,16.0,10.0
