fecha,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Enfermedades del sistema circulatorio ,Tumores [Neoplasias],Enfermedades del sistema respiratorio ,"Enfermedades endocrinas, nutricionales y metabólicas",Ciertas enfermedades infecciosas y parasitarias,Enfermedades del sistema digestivo,Causas externas de morbilidad y de mortalidad,Enfermedades del sistema genitourinario,Enfermedades del sistema nervioso central,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad ",Trastornos mentales y del comportamiento,COVID-19,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Enfermedades del sistema osteomuscular y del tejido conjuntivo,Enfermedades del ojo y sus anexos ,Enfermedades de la piel y del tejido subcutáneo,Enfermedades del oído y de la apófisis mastoides,Ciertas afecciones originadas en el período perinatal,nan,"Embarazo, parto y puerperio",Códigos para propósitos especiales
2016-08-24,1,20,26,13,7,3,9,4,5,5,0,0,0,1,0,0,1,0,1,0,0,0
2016-08-25,0,44,24,16,10,2,7,5,1,4,2,2,0,2,1,0,0,0,1,0,0,0
2016-08-26,3,29,25,7,10,1,5,10,3,2,1,2,0,0,1,0,0,0,1,0,0,0
2016-08-27,0,39,32,8,10,3,5,8,3,4,0,1,0,1,2,0,0,0,0,0,0,0
2016-08-28,4,31,32,11,8,3,7,15,3,6,0,5,0,0,2,0,2,0,2,0,0,0
2016-08-29,3,23,25,16,10,3,6,5,3,4,0,4,0,3,0,0,0,0,0,0,0,0
2016-08-30,7,27,28,15,10,4,7,7,2,2,0,4,0,4,0,0,2,0,0,0,1,0
2016-08-31,3,33,22,16,9,0,9,5,1,7,1,0,0,3,1,0,1,0,0,0,0,0
2016-09-01,6,29,30,12,5,2,3,9,5,1,0,3,0,2,1,0,1,0,0,0,0,0
2016-09-02,3,30,21,10,4,1,7,3,3,5,0,4,0,0,1,0,2,0,1,0,1,0
2016-09-03,3,36,25,16,10,2,4,10,7,2,0,2,0,1,2,0,0,0,0,0,0,0
2016-09-04,7,43,22,12,6,3,8,9,0,4,1,1,0,2,0,0,0,0,0,0,0,0
2016-09-05,2,22,33,22,9,1,7,10,2,7,1,3,0,1,0,0,0,0,0,0,0,0
2016-09-06,2,39,32,15,6,4,12,9,6,10,1,2,0,0,0,0,0,0,0,0,0,0
2016-09-07,5,39,39,18,8,5,13,4,3,0,1,3,0,3,0,0,2,0,0,0,0,0
2016-09-08,2,32,29,12,10,5,8,1,6,3,0,2,0,2,0,0,1,0,0,0,0,0
2016-09-09,1,33,32,14,4,3,4,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-10,5,39,28,17,7,1,13,8,5,6,3,1,0,2,1,0,1,0,2,0,0,0
2016-09-11,3,42,37,11,6,3,3,7,4,3,1,4,0,0,1,0,1,0,1,0,0,0
2016-09-12,3,28,32,23,8,2,9,9,3,7,0,5,0,1,0,0,0,0,1,0,0,0
2016-09-13,0,30,31,9,5,2,10,12,5,3,0,2,0,0,0,0,0,0,0,0,0,0
2016-09-14,2,33,31,7,4,3,14,5,3,5,0,1,0,1,0,0,0,0,3,0,0,0
2016-09-15,1,32,31,10,12,2,10,4,3,5,1,1,0,1,0,0,0,0,0,0,0,0
2016-09-16,2,32,25,13,6,3,6,8,5,0,1,0,0,3,1,0,1,0,0,0,0,0
2016-09-17,4,30,20,9,9,4,12,7,3,3,0,3,0,2,1,0,1,0,0,0,0,0
2016-09-18,4,33,25,15,8,2,10,9,6,1,1,1,0,0,1,0,0,0,1,0,0,0
2016-09-19,6,33,29,16,9,4,12,7,2,8,1,0,0,1,1,0,0,0,0,0,0,0
2016-09-20,2,33,36,16,11,1,7,8,5,2,1,3,0,0,2,0,1,0,1,0,0,0
2016-09-21,1,34,32,15,7,0,15,6,3,3,0,1,0,1,0,0,0,0,1,0,0,0
2016-09-22,0,33,23,13,8,4,9,9,4,2,0,2,0,5,1,0,0,0,0,0,0,0
2016-09-23,3,32,22,11,5,0,12,6,4,0,0,3,0,2,0,0,0,0,1,0,0,0
2016-09-24,6,34,19,18,8,2,3,10,2,4,0,2,0,1,0,0,0,0,1,0,0,0
2016-09-25,4,36,27,14,10,1,5,7,2,4,1,2,0,0,0,0,0,0,1,0,0,0
2016-09-26,5,22,24,12,6,3,13,8,2,6,1,4,0,1,0,0,0,0,2,0,0,0
2016-09-27,0,37,22,17,5,1,7,7,3,8,0,1,0,0,0,0,0,0,4,0,0,0
2016-09-28,5,22,31,6,2,3,9,6,6,4,1,2,0,0,1,0,1,0,0,0,0,0
2016-09-29,1,28,27,9,10,4,4,9,2,6,0,3,0,2,0,0,0,0,1,0,0,0
2016-09-30,2,33,19,12,8,0,8,4,0,4,0,1,0,2,1,0,0,0,0,0,0,0
2016-10-01,4,32,15,13,8,0,8,3,2,4,1,3,0,3,0,0,0,0,2,0,0,0
2016-10-02,2,41,30,5,8,3,6,10,6,2,0,1,0,0,0,0,0,0,1,0,0,0
2016-10-03,0,25,26,9,5,3,9,10,2,2,3,1,0,0,0,0,0,0,2,0,0,0
2016-10-04,0,38,26,14,1,5,3,7,3,6,0,1,0,1,0,0,0,0,0,0,0,0
2016-10-05,0,33,29,11,6,3,5,11,1,5,0,3,0,2,1,0,0,0,0,0,0,0
2016-10-06,1,28,31,7,6,1,10,4,4,4,0,1,0,2,1,0,0,0,1,0,0,0
2016-10-07,1,30,23,11,8,2,8,10,2,5,0,4,0,1,2,0,0,0,1,0,0,0
2016-10-08,0,26,28,14,4,4,5,12,4,2,0,4,0,1,0,0,0,0,1,0,0,0
2016-10-09,2,34,28,11,7,1,18,8,5,5,0,4,0,0,3,0,1,0,0,0,0,0
2016-10-10,1,29,28,10,5,5,9,8,2,4,0,2,0,2,0,0,0,0,2,0,0,0
2016-10-11,1,33,25,14,7,3,8,6,5,5,0,3,0,1,1,0,0,0,0,0,0,0
2016-10-12,2,27,29,7,4,5,4,8,1,5,0,1,0,2,1,0,0,0,1,0,0,0
2016-10-13,2,24,28,4,5,3,10,2,3,4,0,4,0,0,0,0,0,0,0,0,0,0
2016-10-14,4,28,24,11,5,4,5,6,1,2,0,0,0,2,2,0,1,0,1,0,0,0
2016-10-15,2,25,21,11,6,1,2,7,2,2,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-16,5,29,32,10,5,1,7,7,3,1,1,2,0,1,0,0,0,0,3,0,1,0
2016-10-17,4,32,24,7,3,2,12,3,6,2,0,4,0,1,0,0,0,0,0,0,0,0
2016-10-18,2,28,26,10,2,2,9,6,1,5,1,3,0,1,1,0,1,0,2,0,0,0
2016-10-19,1,33,20,14,5,0,3,5,3,4,0,1,0,2,0,0,0,0,1,0,0,0
2016-10-20,2,29,26,12,2,4,9,9,2,5,0,0,0,0,1,0,1,0,0,0,0,0
2016-10-21,2,32,30,12,6,3,6,11,3,1,0,2,0,0,1,0,0,0,1,0,1,0
2016-10-22,3,28,25,7,3,1,9,5,4,6,0,1,0,0,0,0,0,0,0,0,0,0
2016-10-23,3,32,36,14,6,4,7,8,3,5,0,1,0,0,0,0,0,0,2,0,0,0
2016-10-24,4,26,22,11,7,1,7,6,1,4,1,2,0,1,2,0,1,0,1,0,0,0
2016-10-25,3,29,21,8,8,2,6,4,3,3,3,0,0,0,0,0,0,0,1,0,0,0
2016-10-26,1,34,39,6,4,0,8,7,2,1,0,1,0,1,1,0,3,0,0,0,0,0
2016-10-27,6,31,35,11,7,1,10,3,7,6,0,1,0,0,1,0,2,0,1,0,0,0
2016-10-28,2,25,26,7,5,3,8,3,7,8,1,1,0,2,1,0,1,0,1,0,0,0
2016-10-29,3,43,23,11,5,1,5,11,2,2,0,1,0,0,0,0,0,0,1,0,0,0
2016-10-30,5,24,20,5,2,1,8,8,2,5,0,1,0,0,0,0,0,0,0,0,0,0
2016-10-31,5,28,14,13,8,0,6,8,3,1,0,0,0,0,1,0,0,0,1,0,0,0
2016-11-01,3,21,24,7,5,1,6,8,4,5,0,4,0,0,1,0,0,0,0,0,0,0
2016-11-02,1,35,23,14,5,3,10,8,3,0,3,4,0,2,0,0,0,0,2,0,0,0
2016-11-03,0,26,27,6,6,2,8,7,2,4,1,1,0,1,0,0,4,0,2,0,0,0
2016-11-04,0,33,32,11,9,5,7,7,3,5,1,4,0,0,0,0,2,0,0,0,0,0
2016-11-05,1,31,26,14,11,2,11,7,8,4,1,1,0,2,1,0,0,0,0,0,0,0
2016-11-06,4,18,25,16,3,1,16,12,5,7,0,0,0,1,0,0,0,0,1,0,0,0
2016-11-07,5,36,24,11,4,2,6,4,3,3,2,3,0,0,1,0,1,0,0,0,0,0
2016-11-08,2,29,22,12,4,6,17,2,6,3,1,2,0,2,1,0,1,0,0,0,0,0
2016-11-09,1,15,24,7,7,1,6,6,6,2,1,1,0,1,0,0,1,0,2,0,0,0
2016-11-10,3,23,21,13,4,1,13,10,2,1,1,1,0,1,2,0,2,0,0,0,0,0
2016-11-11,2,26,36,9,6,4,4,7,5,1,0,4,0,0,1,0,2,0,0,0,0,0
2016-11-12,2,24,27,10,5,1,9,7,2,2,3,1,0,1,2,0,0,0,0,0,0,0
2016-11-13,2,31,32,10,6,4,8,8,2,4,0,3,0,0,1,0,0,0,0,0,0,0
2016-11-14,4,24,21,9,5,0,1,9,4,4,0,2,0,0,1,0,1,0,0,0,0,0
2016-11-15,0,23,28,7,6,2,5,9,4,3,1,1,0,0,1,0,2,0,1,0,0,0
2016-11-16,2,23,20,9,6,3,7,5,7,2,0,2,0,2,0,0,0,0,0,0,0,0
2016-11-17,0,28,28,9,6,6,5,5,5,4,0,2,0,1,0,0,0,0,0,0,0,0
2016-11-18,3,23,20,8,9,5,8,8,4,4,2,1,0,2,0,0,1,0,1,0,0,0
2016-11-19,3,26,26,11,9,4,11,9,2,4,0,2,0,3,1,0,1,0,0,0,0,0
2016-11-20,4,17,18,4,7,2,4,11,2,1,0,1,0,2,0,0,0,0,1,0,0,0
2016-11-21,1,23,23,5,4,2,6,5,4,3,0,2,0,3,0,0,0,0,0,0,0,0
2016-11-22,4,21,16,7,6,0,9,3,1,4,0,0,0,0,0,0,1,0,1,0,0,0
2016-11-23,1,28,26,9,12,1,4,8,0,3,0,2,0,0,2,0,0,0,0,0,0,0
2016-11-24,2,27,24,11,8,0,7,5,2,3,2,1,0,1,0,0,1,0,0,0,0,0
2016-11-25,1,31,23,8,9,3,5,4,2,2,0,1,0,1,1,0,0,0,2,0,0,0
2016-11-26,0,20,20,6,10,3,7,3,5,3,0,0,0,0,1,0,0,0,1,0,0,0
2016-11-27,1,24,30,7,7,6,9,8,1,6,1,3,0,1,0,0,0,0,1,0,0,0
2016-11-28,4,25,27,8,5,3,3,7,5,2,0,0,0,1,0,0,2,0,1,0,0,0
2016-11-29,2,22,22,13,5,2,7,5,1,4,1,2,0,0,0,0,0,0,1,0,0,0
2016-11-30,0,25,26,6,8,4,7,10,4,0,0,2,0,1,0,0,0,0,2,0,0,0
2016-12-01,2,17,30,14,9,2,7,5,4,0,1,2,0,2,1,0,0,0,0,0,0,0
2016-12-02,4,33,22,10,6,2,6,10,6,3,0,1,0,0,2,0,0,0,4,0,0,0
2016-12-03,1,34,31,6,0,2,6,5,0,5,0,3,0,0,1,0,0,0,0,0,0,0
2016-12-04,3,18,30,7,7,3,7,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2016-12-05,3,16,22,8,8,1,5,9,4,2,0,2,0,1,1,0,1,0,0,0,0,0
2016-12-06,2,17,33,9,4,0,8,10,2,5,0,1,0,2,2,0,0,0,0,0,0,0
2016-12-07,2,27,35,5,5,3,3,3,4,6,0,3,0,3,1,0,0,0,0,0,0,0
2016-12-08,2,25,32,4,6,3,5,9,3,3,0,0,0,1,1,0,0,0,1,0,0,0
2016-12-09,0,28,26,12,5,1,4,6,6,2,1,0,0,3,0,0,0,0,0,0,0,0
2016-12-10,2,22,24,10,4,3,5,5,2,1,1,0,0,2,0,0,2,0,0,0,0,0
2016-12-11,3,37,34,5,2,2,6,11,3,5,0,3,0,0,1,0,0,0,0,0,0,0
2016-12-12,4,30,32,11,5,0,9,5,3,4,0,1,0,1,0,0,0,0,2,0,0,0
2016-12-13,2,26,34,10,4,2,10,7,3,3,0,0,0,1,1,0,0,0,0,0,0,0
2016-12-14,2,26,33,7,5,1,9,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-15,2,35,31,4,4,1,10,8,3,2,0,3,0,1,1,0,0,0,0,0,0,0
2016-12-16,2,13,15,8,2,2,4,8,2,2,1,3,0,1,1,0,0,0,4,0,0,0
2016-12-17,5,25,29,8,8,1,6,13,5,2,0,3,0,0,1,0,2,0,1,0,0,0
2016-12-18,3,27,20,15,12,3,6,8,1,5,1,3,0,0,0,0,1,0,1,0,0,0
2016-12-19,2,22,25,7,5,4,5,8,4,5,1,1,0,2,1,0,0,0,0,0,0,0
2016-12-20,1,28,18,13,6,1,5,10,5,2,0,3,0,2,1,0,0,0,0,0,0,0
2016-12-21,1,27,25,8,8,4,4,9,2,5,1,1,0,1,2,0,0,0,0,0,0,0
2016-12-22,6,26,22,9,5,4,11,5,6,2,0,2,0,0,0,0,0,0,0,0,0,0
2016-12-23,2,21,22,7,9,0,5,4,2,1,1,2,0,0,0,0,0,0,2,0,0,0
2016-12-24,3,35,29,5,6,0,12,9,3,4,0,0,0,0,1,0,0,0,0,0,0,0
2016-12-25,5,30,16,4,4,3,6,14,4,6,0,3,0,0,1,0,0,0,5,0,0,0
2016-12-26,1,19,23,7,4,3,4,4,3,7,2,3,0,0,1,0,1,0,0,0,0,0
2016-12-27,0,28,19,7,3,4,6,9,3,4,0,3,0,2,0,0,0,0,0,0,0,0
2016-12-28,2,20,24,9,8,2,7,8,1,0,1,3,0,0,2,0,1,0,0,0,0,0
2016-12-29,3,19,32,5,7,1,4,7,2,4,0,3,0,0,1,0,1,0,0,0,0,0
2016-12-30,0,11,13,2,2,0,1,13,2,1,0,1,0,0,0,0,0,0,1,0,0,0
2016-12-31,3,26,11,4,4,1,3,3,1,4,2,2,0,3,0,0,0,0,2,0,0,0
2017-01-01,3,16,28,11,6,1,2,10,2,1,0,1,0,0,1,0,0,0,1,0,0,0
2017-01-02,2,29,25,15,2,1,9,12,3,2,0,5,0,0,0,0,1,0,1,0,0,0
2017-01-03,4,43,25,15,6,5,9,9,5,4,1,1,0,1,0,0,1,0,2,0,0,0
2017-01-04,0,24,31,5,5,2,8,2,0,3,0,0,0,2,1,0,0,0,0,0,0,0
2017-01-05,3,16,25,9,7,1,8,8,0,6,2,2,0,1,2,0,0,0,1,0,0,0
2017-01-06,4,29,33,3,7,2,8,5,2,7,1,3,0,0,1,0,0,0,0,0,0,0
2017-01-07,2,28,33,10,5,2,9,9,1,3,1,0,0,0,2,0,0,0,3,0,0,0
2017-01-08,1,27,32,7,3,1,6,7,5,2,0,1,0,0,0,0,0,0,2,0,0,0
2017-01-09,2,15,27,8,2,0,5,13,1,2,0,2,0,2,1,0,0,0,1,0,0,0
2017-01-10,2,30,23,14,4,0,4,9,4,1,1,4,0,1,0,0,0,0,1,0,0,0
2017-01-11,0,25,27,9,7,2,9,11,6,3,0,2,0,0,0,0,0,0,3,0,0,0
2017-01-12,5,25,36,8,2,1,7,5,4,5,0,4,0,0,1,0,0,0,0,0,0,0
2017-01-13,3,29,19,12,2,2,7,7,7,1,0,3,0,0,0,0,0,0,1,0,0,0
2017-01-14,2,38,19,9,4,1,7,15,4,3,0,2,0,0,0,0,2,0,1,0,0,0
2017-01-15,5,25,36,7,8,2,8,6,2,6,2,0,0,1,0,0,1,0,2,0,0,0
2017-01-16,1,21,27,7,4,3,8,5,6,7,0,1,0,1,0,0,0,0,0,0,0,0
2017-01-17,5,32,21,6,4,2,10,7,4,6,2,2,0,1,0,0,2,0,0,0,0,0
2017-01-18,3,33,30,9,6,3,7,10,4,6,1,4,0,0,1,0,1,0,3,0,0,0
2017-01-19,5,33,31,6,8,0,12,8,2,4,0,1,0,0,2,0,0,0,1,0,0,0
2017-01-20,8,25,26,13,5,3,13,7,3,3,1,4,0,1,1,0,1,0,2,0,0,0
2017-01-21,4,32,31,12,7,1,11,5,6,7,0,3,0,1,1,0,1,0,0,0,0,0
2017-01-22,4,18,24,15,7,1,6,10,2,4,1,9,0,2,2,0,2,0,0,0,0,0
2017-01-23,6,29,25,13,3,2,3,8,4,5,2,2,0,2,0,0,0,0,2,0,0,0
2017-01-24,1,28,23,10,10,4,8,5,7,4,1,3,0,0,3,0,1,0,0,0,0,0
2017-01-25,3,21,27,17,7,4,11,11,3,6,0,2,0,1,0,0,2,0,0,0,0,0
2017-01-26,2,36,26,15,0,2,7,11,2,11,1,1,0,0,1,0,1,0,0,0,0,0
2017-01-27,3,29,36,11,9,2,5,4,5,11,2,2,0,3,1,0,1,0,1,0,0,0
2017-01-28,3,32,33,17,9,8,7,12,3,3,1,3,0,0,2,0,1,0,2,0,0,0
2017-01-29,4,18,21,10,5,2,6,7,1,7,0,1,0,0,1,0,1,0,0,0,0,0
2017-01-30,2,29,26,14,10,3,7,10,2,7,0,2,0,0,0,0,1,0,2,0,0,0
2017-01-31,1,34,34,10,7,0,8,8,7,3,0,1,0,0,0,0,0,0,1,0,0,0
2017-02-01,4,33,25,13,4,3,13,10,3,5,1,0,0,0,1,0,0,0,1,0,0,0
2017-02-02,3,20,24,3,11,2,11,7,0,4,0,7,0,1,2,0,1,0,1,0,0,0
2017-02-03,4,32,31,6,6,3,10,5,1,4,0,1,0,1,0,0,0,0,1,0,0,0
2017-02-04,2,20,23,3,7,2,4,7,2,3,0,2,0,1,0,0,1,0,0,0,0,0
2017-02-05,2,40,20,13,2,2,10,6,6,4,0,4,0,2,0,0,0,0,1,0,0,0
2017-02-06,3,27,22,11,5,0,6,6,3,3,1,2,0,0,0,0,1,0,2,0,0,0
2017-02-07,4,15,23,17,2,2,5,5,3,2,0,1,0,2,1,0,0,0,1,0,0,0
2017-02-08,2,22,23,3,5,2,7,11,3,3,0,2,0,1,0,0,1,0,3,0,0,0
2017-02-09,3,20,19,13,5,2,5,7,6,3,0,3,0,1,0,0,0,0,1,0,0,0
2017-02-10,1,32,28,9,6,2,9,5,3,6,0,0,0,2,0,0,1,0,0,0,1,0
2017-02-11,1,21,29,8,4,1,4,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2017-02-12,2,20,27,8,5,3,8,8,2,7,0,5,0,1,2,0,1,0,1,0,0,0
2017-02-13,5,27,32,10,11,2,8,6,4,5,0,3,0,1,0,0,1,0,0,0,0,0
2017-02-14,0,20,21,10,5,3,7,14,5,0,0,0,0,1,0,0,1,0,1,0,0,0
2017-02-15,0,16,20,4,4,0,13,9,7,3,0,3,0,1,1,0,1,0,0,0,0,0
2017-02-16,1,31,32,9,5,2,7,7,3,4,0,3,0,4,0,0,0,0,0,0,0,0
2017-02-17,2,21,19,6,9,2,8,8,2,6,0,0,0,2,0,0,0,0,3,0,0,0
2017-02-18,3,26,34,12,9,4,5,6,2,3,2,1,0,0,0,0,0,0,0,0,0,0
2017-02-19,3,30,26,10,6,0,7,8,4,2,0,0,0,1,3,0,0,0,0,0,0,0
2017-02-20,1,26,33,11,4,2,4,3,3,2,0,3,0,0,0,0,0,0,0,0,0,0
2017-02-21,2,25,29,1,6,1,8,14,3,6,0,2,0,0,0,0,1,0,0,0,0,0
2017-02-22,5,25,34,11,7,1,5,5,5,2,0,3,0,2,0,0,1,0,1,0,0,0
2017-02-23,2,30,28,9,5,3,9,12,4,6,1,0,0,0,0,0,1,1,2,0,0,0
2017-02-24,6,21,28,7,3,0,4,9,5,5,1,2,0,0,1,0,1,0,1,0,1,0
2017-02-25,5,23,26,8,9,0,12,6,2,6,0,1,0,1,0,0,0,0,0,0,1,0
2017-02-26,2,25,28,11,7,6,14,13,1,1,0,3,0,0,0,0,0,0,2,0,0,0
2017-02-27,4,23,32,8,7,1,7,9,5,3,1,3,0,2,2,0,1,0,1,0,0,0
2017-02-28,2,20,23,5,4,1,2,4,3,6,0,6,0,2,1,0,1,0,0,0,0,0
2017-03-01,5,24,26,9,6,2,6,4,6,5,0,1,0,4,1,0,0,0,0,0,0,0
2017-03-02,3,23,22,6,3,3,11,7,4,3,1,0,0,1,0,0,1,0,1,0,0,0
2017-03-03,3,32,22,10,5,2,5,8,6,5,0,3,0,0,1,0,0,0,0,0,0,0
2017-03-04,6,28,22,7,2,1,11,6,2,3,0,3,0,2,1,0,0,0,0,0,0,0
2017-03-05,0,24,15,9,2,1,6,6,7,6,1,2,0,0,1,0,0,0,0,0,0,0
2017-03-06,0,21,28,5,4,3,4,7,3,2,0,0,0,2,0,0,0,0,3,0,0,0
2017-03-07,1,25,30,8,7,1,8,12,1,6,0,1,0,0,0,0,0,0,1,0,0,0
2017-03-08,2,20,24,11,5,4,7,2,0,2,1,3,0,1,0,0,3,0,0,0,0,0
2017-03-09,3,22,22,7,4,5,12,4,6,5,0,1,0,0,1,0,0,0,1,0,0,0
2017-03-10,3,28,29,6,3,1,7,5,2,5,0,0,0,2,0,0,2,0,2,0,0,0
2017-03-11,1,20,24,6,1,0,7,12,3,4,1,3,0,0,0,0,0,0,0,0,0,0
2017-03-12,2,24,24,4,2,5,5,9,1,5,0,1,0,1,1,0,0,0,2,0,0,0
2017-03-13,6,33,25,3,5,1,8,14,2,2,0,0,0,0,0,0,3,0,0,0,0,0
2017-03-14,1,31,19,10,0,2,9,9,0,3,0,2,0,2,0,0,1,0,0,0,1,0
2017-03-15,2,28,28,7,3,1,7,6,1,2,1,2,0,2,2,0,0,0,0,0,1,0
2017-03-16,2,21,32,5,7,3,11,5,4,0,0,0,0,1,1,0,1,0,0,0,0,0
2017-03-17,6,19,22,6,7,2,11,10,0,2,0,0,0,2,1,0,2,0,2,0,0,0
2017-03-18,2,25,26,11,9,0,12,9,5,4,0,1,0,0,0,0,2,0,0,0,0,0
2017-03-19,3,22,27,6,6,3,9,8,2,4,0,3,0,2,0,0,0,0,0,0,0,0
2017-03-20,3,20,29,5,1,3,7,4,3,4,4,3,0,0,0,0,2,0,1,0,1,0
2017-03-21,2,28,19,10,6,2,8,7,4,4,0,1,0,1,1,0,1,0,0,0,0,0
2017-03-22,1,26,24,10,7,1,7,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0
2017-03-23,1,28,22,7,4,1,7,10,4,7,1,2,0,1,0,0,0,0,0,0,0,0
2017-03-24,4,21,32,9,3,2,7,3,2,3,0,2,0,2,0,0,0,0,0,0,0,0
2017-03-25,0,28,30,9,6,4,10,3,4,6,0,5,0,0,1,0,0,0,2,0,0,0
2017-03-26,2,22,24,9,6,2,3,5,2,2,0,2,0,2,0,0,1,0,1,0,0,0
2017-03-27,3,32,28,3,6,0,4,5,3,4,1,3,0,4,0,0,1,0,0,0,0,0
2017-03-28,3,23,30,10,3,2,9,10,2,4,1,2,0,0,1,0,0,0,1,0,0,0
2017-03-29,3,21,37,5,8,4,6,9,3,3,0,2,0,1,0,0,1,0,1,0,0,0
2017-03-30,5,29,26,11,4,2,3,9,2,6,0,0,0,1,0,0,1,0,2,0,0,0
2017-03-31,1,21,37,11,4,0,7,10,2,2,1,1,0,2,1,0,1,0,1,0,0,0
2017-04-01,1,29,28,7,7,0,6,8,4,4,1,2,0,1,0,0,0,0,0,0,0,0
2017-04-02,1,26,28,8,6,3,10,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-04-03,3,33,40,5,2,5,5,8,8,4,0,2,0,1,1,0,0,0,0,0,0,0
2017-04-04,1,22,24,15,7,2,6,4,4,5,0,2,0,0,2,0,2,0,0,0,0,0
2017-04-05,1,32,29,8,3,2,11,6,6,3,0,3,0,2,0,0,0,0,1,0,0,0
2017-04-06,6,25,31,11,4,3,7,7,0,2,0,2,0,0,2,0,0,0,0,0,0,0
2017-04-07,2,29,28,12,4,2,9,3,3,2,0,3,0,1,1,0,0,0,0,0,0,0
2017-04-08,1,32,24,9,4,2,9,5,4,4,1,2,0,0,2,0,0,0,0,0,0,0
2017-04-09,4,37,30,4,6,2,5,10,1,3,0,1,0,0,0,0,0,0,2,0,0,0
2017-04-10,4,23,26,9,6,3,13,5,3,1,0,3,0,3,0,0,0,0,1,0,1,0
2017-04-11,3,30,35,6,3,6,9,4,3,5,1,1,0,2,0,0,0,0,0,0,0,0
2017-04-12,2,26,30,8,6,5,6,7,4,2,1,4,0,1,2,0,0,0,0,0,1,0
2017-04-13,0,23,40,17,3,5,7,7,6,2,0,4,0,0,1,0,1,0,0,0,0,0
2017-04-14,3,35,23,6,8,3,4,3,5,4,0,0,0,1,0,0,1,0,1,0,0,0
2017-04-15,1,34,27,18,4,0,7,10,3,3,0,0,0,1,0,0,0,0,2,0,1,0
2017-04-16,1,29,21,11,9,1,10,7,5,4,1,5,0,1,0,0,1,0,4,0,0,0
2017-04-17,2,24,38,11,10,3,8,8,2,4,0,1,0,0,0,0,0,0,0,0,0,0
2017-04-18,1,36,25,6,4,1,10,12,1,1,0,1,0,1,1,0,0,0,0,0,0,0
2017-04-19,1,27,26,14,2,2,7,7,4,6,5,1,0,0,0,0,1,0,0,0,1,0
2017-04-20,3,38,27,11,5,1,8,5,4,1,0,3,0,1,0,0,1,0,2,0,0,0
2017-04-21,0,33,28,7,3,3,8,3,3,5,0,1,0,0,2,0,1,0,2,0,0,0
2017-04-22,3,29,28,6,2,3,6,11,2,5,0,1,0,0,0,0,0,0,0,0,0,0
2017-04-23,2,31,23,7,8,2,6,6,2,1,0,3,0,0,0,0,0,0,0,0,0,0
2017-04-24,1,23,20,6,7,2,10,8,5,6,1,3,0,0,0,0,0,0,0,0,0,0
2017-04-25,3,26,32,5,7,1,7,6,5,3,0,0,0,1,0,0,0,0,1,0,0,0
2017-04-26,1,20,26,11,6,2,10,7,5,10,1,3,0,0,0,0,2,0,1,0,0,0
2017-04-27,3,26,34,10,5,0,9,6,2,4,0,4,0,2,0,0,0,0,1,0,0,0
2017-04-28,1,31,33,10,9,3,7,4,3,6,0,0,0,1,2,0,0,0,1,0,0,0
2017-04-29,2,32,35,10,8,1,8,10,2,2,0,4,0,1,3,0,0,0,2,0,0,0
2017-04-30,5,41,22,8,6,4,5,14,6,1,0,2,0,1,1,0,0,0,0,0,0,0
2017-05-01,2,27,24,9,7,2,10,10,6,3,3,2,0,2,1,0,0,0,2,0,0,0
2017-05-02,2,28,32,7,5,2,12,0,4,2,1,2,0,2,1,0,0,0,0,0,0,0
2017-05-03,1,40,32,11,4,2,9,5,4,3,4,3,0,1,2,0,0,0,0,0,0,0
2017-05-04,3,43,35,14,7,3,5,3,5,2,1,2,0,0,0,0,1,0,1,0,0,0
2017-05-05,4,29,31,12,7,6,10,6,2,5,0,0,0,1,0,0,1,0,0,0,0,0
2017-05-06,3,26,23,8,10,2,10,5,3,3,0,1,0,1,0,0,0,0,0,0,0,0
2017-05-07,3,21,34,9,7,4,7,9,3,4,1,4,0,2,0,0,0,0,0,0,0,0
2017-05-08,1,24,27,12,8,1,4,4,5,6,1,0,0,2,1,0,0,0,0,0,0,0
2017-05-09,1,31,24,7,7,6,8,6,2,5,0,3,0,2,2,0,0,0,0,0,0,0
2017-05-10,1,32,17,7,7,2,7,6,3,5,2,2,0,0,0,0,0,0,0,0,0,0
2017-05-11,1,34,24,14,5,1,4,3,1,3,2,0,0,2,0,0,0,0,0,0,0,0
2017-05-12,4,18,49,15,3,2,8,6,3,7,0,4,0,0,0,0,0,0,3,0,0,0
2017-05-13,3,25,31,13,6,5,7,8,4,5,0,3,0,0,1,0,1,0,2,0,1,0
2017-05-14,3,35,24,17,4,1,8,8,5,5,1,1,0,1,1,0,0,0,1,0,0,0
2017-05-15,3,18,28,11,4,4,8,10,3,8,1,1,0,0,1,0,1,0,0,0,0,0
